peak	cluster
chr5.19926313.19926409	C3
chr5.19927743.19927939	C5
chr5.20010848.20011050	C6
chr5.20080313.20080960	C6
chr5.20091110.20091258	C1
chr5.20138313.20138671	C4
chr5.20167669.20168041	C4
chr5.20192695.20192920	C5
chr5.20299312.20299502	C9
chr5.20330969.20331074	C3
chr5.20350590.20350778	C6
chr5.20394950.20395593	C3
chr5.20396360.20396593	C6
chr5.20396695.20398447	C6
chr5.20407299.20407603	C2
chr5.20414212.20414333	C2
chr5.20420155.20420317	C6
chr5.20433258.20433841	C10
chr5.20444893.20445463	C1
chr5.20453213.20453479	C3
chr5.20504710.20504910	C1
chr5.20568874.20568998	C6
chr5.20634565.20634700	C3
chr5.20634844.20635263	C10
chr5.20644119.20644242	C3
chr5.20662574.20663103	C6
chr5.20665784.20666125	C6
chr5.20731398.20731503	C2
chr5.20745876.20746117	C6
chr5.20746530.20746637	C6
chr5.20755297.20755715	C14
chr5.20756003.20756264	C6
chr5.20768575.20768901	C6
chr5.20769289.20769366	C2
chr5.20780262.20780402	C1
chr5.20801690.20801879	C2
chr5.20815419.20815659	C2
chr5.20831778.20831927	C4
chr5.20835026.20835144	C3
chr5.20857705.20857863	C6
chr5.20884512.20884718	C6
chr5.21033022.21033536	C1
chr5.21039862.21040076	C3
chr5.21046987.21047173	C3
chr5.21080563.21080676	C3
chr5.21143242.21143327	C3
chr5.21157145.21158219	C10
chr5.21166882.21168025	C5
chr5.21199241.21199408	C1
chr5.21258142.21258340	C3
chr5.21269883.21270066	C9
chr5.21270625.21271026	C11
chr5.21338250.21338536	C3
chr5.21421312.21421469	C1
chr5.21562030.21562207	C3
chr5.21569436.21569830	C3
chr5.21601017.21601106	C10
chr5.21669629.21669807	C3
chr5.21723040.21723193	C3
chr5.21771993.21772056	C1
chr5.21774945.21775017	C3
chr5.21807273.21807393	C3
chr5.21816968.21817237	C1
chr5.21828255.21828342	C15
chr5.21833735.21833937	C3
chr5.21837676.21837897	C3
chr5.21839136.21839434	C3
chr5.21874350.21874557	C2
chr5.21894232.21894336	C3
chr5.21895641.21895734	C3
chr5.21901259.21901348	C13
chr5.21910560.21910674	C6
chr5.21926244.21926497	C2
chr5.21940684.21942816	C2
chr5.21943363.21943523	C2
chr5.22082828.22082981	C6
chr5.22111342.22111466	C2
chr5.22119949.22120352	C3
chr5.22180462.22180564	C3
chr5.22401141.22403282	C2
chr5.22488846.22488956	C1
chr5.22520909.22521154	C3
chr5.22564506.22564580	C3
chr5.22597486.22597591	C1
chr5.22629905.22630083	C6
chr5.22635033.22635209	C10
chr5.22649253.22649381	C5
chr5.22650517.22650632	C3
chr5.22711932.22712434	C10
chr5.22767263.22768121	C8
chr5.22791652.22791723	C1
chr5.22836292.22836417	C12
chr5.22931395.22931538	C1
chr5.22994951.22995082	C3
chr5.23018760.23018933	C1
chr5.23019771.23019960	C1
chr5.23039473.23039835	C3
chr5.23049834.23050112	C3
chr5.23058723.23058960	C3
chr5.23059968.23060241	C3
chr5.23094423.23094658	C3
chr5.23104733.23104802	C3
chr5.23104904.23105098	C3
chr5.23145273.23145429	C6
chr5.23306260.23306325	C3
chr5.23350814.23350947	C1
chr5.23367300.23367372	C3
chr5.23443979.23445058	C5
chr5.23501287.23501382	C3
chr5.23504167.23504617	C3
chr5.23584468.23584650	C7
chr5.23631228.23631353	C1
chr5.23656825.23657067	C2
chr5.23668043.23668275	C5
chr5.23675801.23676076	C2
chr5.23696317.23696438	C2
chr5.23920449.23920612	C3
chr5.23923785.23924106	C3
chr5.23953089.23953684	C4
chr5.23960561.23960935	C2
chr5.23985458.23985639	C6
chr5.24008572.24008750	C3
chr5.24222171.24222348	C3
chr5.24245884.24246162	C1
chr5.24248108.24248404	C6
chr5.24256671.24256865	C1
chr5.24309961.24310028	C9
chr5.24321336.24321525	C6
chr5.24340897.24341507	C5
chr5.24357588.24357714	C3
chr5.24361808.24362017	C3
chr5.24400256.24400525	C3
chr5.24413677.24413741	C1
chr5.24422515.24422685	C1
chr5.24454545.24454702	C6
chr5.24455728.24456630	C6
chr5.24459773.24459872	C6
chr5.24472733.24473249	C6
chr5.24476048.24476243	C1
chr5.24503633.24503704	C11
chr5.24521716.24522585	C6
chr5.24534002.24534783	C6
chr5.24550739.24550875	C6
chr5.24555924.24556736	C1
chr5.24626424.24626544	C1
chr5.24658935.24659077	C3
chr5.24660605.24660709	C10
chr5.24753371.24753600	C4
chr5.24785483.24785600	C3
chr5.24874136.24874313	C9
chr5.24875042.24876899	C2
chr5.24877316.24878363	C2
chr5.24880375.24881250	C2
chr5.24881956.24882749	C2
chr5.24882874.24884035	C9
chr5.24889837.24890115	C8
chr5.24918196.24918573	C4
chr5.24925995.24926515	C6
chr5.24929158.24929299	C6
chr5.24946331.24946421	C12
chr5.24956575.24957065	C2
chr5.24979498.24980537	C2
chr5.24986954.24987157	C2
chr5.24987410.24987532	C2
chr5.24990599.24991648	C7
chr5.25026505.25026872	C2
chr5.25071575.25071730	C1
chr5.25098506.25098837	C3
chr5.25192786.25193096	C8
chr5.25212721.25212961	C3
chr5.25215521.25215854	C6
chr5.25225575.25225716	C3
chr5.25241690.25241894	C1
chr5.25242598.25243291	C1
chr5.25290761.25290930	C3
chr5.25311160.25311270	C3
chr5.25326073.25326173	C3
chr5.25337441.25337582	C6
chr5.25395465.25395754	C6
chr5.25522409.25522585	C6
chr5.25555378.25555635	C1
chr5.25581237.25581446	C12
chr5.25584865.25584971	C1
chr5.25632690.25632873	C15
chr5.25700723.25700845	C6
chr5.25810156.25810318	C3
chr5.25883258.25883515	C2
chr5.26009304.26009399	C1
chr5.26136541.26137101	C3
chr5.26140671.26140988	C5
chr5.26170260.26170397	C3
chr5.26172489.26172795	C1
chr5.26231317.26231481	C6
chr5.26233564.26233882	C3
chr5.26247528.26247604	C1
chr5.26286796.26286902	C6
chr5.26307711.26308380	C8
chr5.26345829.26346410	C2
chr5.26347691.26348629	C2
chr5.26502573.26502936	C2
chr5.26503066.26503976	C2
chr5.26533820.26534194	C6
chr5.26559137.26559248	C1
chr5.26559536.26559637	C3
chr5.26563225.26563386	C6
chr5.26567978.26568195	C6
chr5.26647694.26647871	C1
chr5.26677367.26677506	C1
chr5.26679959.26680052	C3
chr5.26687148.26687271	C3
chr5.26726673.26726776	C4
chr5.26752493.26752656	C3
chr5.26780056.26780190	C3
chr6.117198.117963	C3
chr6.515420.515771	C6
chr6.525835.525936	C1
chr6.577543.577928	C1
chr6.580942.581254	C6
chr6.705264.705392	C9
chr6.707040.707895	C2
chr6.710061.710438	C2
chr6.740346.740642	C3
chr6.761654.763365	C6
chr6.781740.781928	C12
chr6.809974.810192	C3
chr6.887750.888125	C1
chr6.897684.897755	C3
chr6.931737.931842	C1
chr6.952310.952560	C6
chr6.953081.953526	C6
chr6.992588.992743	C3
chr6.993006.993097	C3
chr6.1009849.1009927	C3
chr6.1048294.1048765	C2
chr6.1097776.1097942	C1
chr6.1147861.1148743	C5
chr6.1285272.1285361	C1
chr6.1288223.1288480	C6
chr6.1294093.1294215	C2
chr6.1307905.1308035	C6
chr6.1336923.1337120	C3
chr6.1417487.1417933	C1
chr6.1422262.1422493	C6
chr6.1468083.1468422	C2
chr6.1578525.1578933	C3
chr6.1656163.1656263	C6
chr6.1700615.1700692	C14
chr6.1737126.1737544	C2
chr6.1747697.1747828	C2
chr6.1747953.1748084	C2
chr6.1749228.1749372	C6
chr6.1750226.1750454	C2
chr6.1777598.1777684	C3
chr6.1790646.1790957	C1
chr6.1816342.1816545	C9
chr6.1825724.1826541	C4
chr6.1847160.1847351	C9
chr6.1848106.1848201	C12
chr6.1930379.1930565	C6
chr6.1930844.1931045	C6
chr6.1933638.1933874	C2
chr6.1933948.1934569	C2
chr6.1945759.1945850	C1
chr6.1964758.1964868	C3
chr6.2082839.2082940	C3
chr6.2087962.2088511	C2
chr6.2088778.2089068	C2
chr6.2195655.2195731	C1
chr6.2227779.2227872	C2
chr6.2239171.2239469	C3
chr6.2244278.2244454	C10
chr6.2244562.2244631	C10
chr6.2249196.2249315	C3
chr6.2313444.2313541	C3
chr6.2389216.2389319	C10
chr6.2398138.2398225	C3
chr6.2403176.2403338	C4
chr6.2490483.2491636	C3
chr6.2503632.2504101	C3
chr6.2545501.2545953	C3
chr6.2547343.2547470	C1
chr6.2618165.2618542	C9
chr6.2662641.2663201	C6
chr6.2663296.2663879	C2
chr6.2664029.2664180	C2
chr6.2703946.2704048	C1
chr6.2738548.2738695	C3
chr6.2951018.2951447	C3
chr6.3024640.3024924	C3
chr6.3083240.3083356	C6
chr6.3149643.3150364	C2
chr6.3298228.3298313	C3
chr6.3316050.3316610	C2
chr6.3320324.3320476	C6
chr6.3320994.3321239	C2
chr6.3328640.3328811	C1
chr6.3336821.3337371	C1
chr6.3378094.3379029	C3
chr6.3380263.3380531	C3
chr6.3387076.3387401	C3
chr6.3396077.3396280	C6
chr6.3398057.3398223	C1
chr6.3401095.3401301	C2
chr6.3405845.3406039	C6
chr6.3485440.3485842	C6
chr6.3580476.3580586	C3
chr6.3677332.3677658	C2
chr6.3726700.3726845	C4
chr6.3765056.3765209	C3
chr6.3800729.3800801	C3
chr6.3800879.3801047	C3
chr6.3843002.3843177	C1
chr6.3852921.3853163	C4
chr6.3856079.3856698	C10
chr6.3858086.3858190	C3
chr6.3858871.3859015	C2
chr6.3866596.3868688	C6
chr6.3868959.3869180	C6
chr6.3869361.3869965	C6
chr6.3879917.3880226	C6
chr6.3907261.3907351	C6
chr6.4020046.4020861	C6
chr6.4055479.4055751	C9
chr6.4063875.4063977	C3
chr6.4071626.4072096	C9
chr6.4075784.4075932	C3
chr6.4155666.4155772	C3
chr6.4184920.4185032	C3
chr6.4185622.4185901	C1
chr6.4212204.4212339	C2
chr6.4229735.4229919	C3
chr6.4238371.4238439	C3
chr6.4247432.4247596	C6
chr6.4288616.4288722	C9
chr6.4353465.4353578	C4
chr6.4479659.4480390	C6
chr6.4508935.4509027	C6
chr6.4509160.4509340	C6
chr6.4560711.4561081	C5
chr6.4595752.4595895	C3
chr6.4596308.4596627	C3
chr6.4607661.4607823	C3
chr6.4738250.4738490	C6
chr6.4773819.4774487	C6
chr6.4780433.4780595	C3
chr6.4802976.4803084	C3
chr6.4805206.4805368	C5
chr6.4855187.4855254	C3
chr6.4885458.4885597	C3
chr6.4900350.4900585	C6
chr6.4901757.4901910	C4
chr6.4905259.4905377	C1
chr6.4961662.4961847	C1
chr6.5086430.5086548	C1
chr6.5163406.5163787	C2
chr6.5164899.5165194	C2
chr6.5172664.5172821	C4
chr6.5173259.5173418	C4
chr6.5175464.5175693	C3
chr6.5277543.5277800	C2
chr6.5283300.5283816	C10
chr6.5387585.5387790	C6
chr6.5389343.5389434	C3
chr6.5428588.5428772	C11
chr6.5555732.5555807	C1
chr6.5569885.5570174	C1
chr6.5574519.5575080	C3
chr6.5591461.5591602	C1
chr6.5626131.5626355	C1
chr6.5657282.5657488	C9
chr6.5657679.5657800	C2
chr6.5666636.5667578	C9
chr6.5667723.5667821	C2
chr6.5681606.5681697	C1
chr6.5836573.5836785	C3
chr6.5839363.5839434	C3
chr6.5902242.5902323	C1
chr6.5902744.5902898	C9
chr6.5920444.5920870	C2
chr6.5936055.5936958	C6
chr6.5938225.5938375	C2
chr6.5946788.5947141	C2
chr6.6005475.6005570	C3
chr6.6005700.6005892	C3
chr6.6018485.6018902	C1
chr6.6020241.6022787	C1
chr6.6022945.6023477	C7
chr6.6026470.6027123	C1
chr6.6044002.6044106	C3
chr6.6060169.6060815	C6
chr6.6131143.6132076	C6
chr6.6163075.6163738	C1
chr6.6197260.6197331	C10
chr6.6241039.6241351	C6
chr6.6251697.6251814	C6
chr6.6337078.6337830	C3
chr6.6347851.6348323	C3
chr6.6352521.6353236	C6
chr6.6354007.6354316	C1
chr6.6367350.6367466	C6
chr6.6395579.6395818	C2
chr6.6484996.6485174	C1
chr6.6491152.6492137	C4
chr6.6494971.6495117	C6
chr6.6495222.6495342	C6
chr6.6519551.6519910	C10
chr6.6568590.6568663	C3
chr6.6582470.6582616	C8
chr6.6583360.6583455	C1
chr6.6590028.6590355	C3
chr6.6601990.6602095	C3
chr6.6665658.6665802	C3
chr6.6668295.6668487	C8
chr6.6702577.6702676	C6
chr6.6703399.6703786	C6
chr6.6717615.6717713	C2
chr6.6718001.6718141	C2
chr6.6798086.6798272	C3
chr6.6804364.6804484	C1
chr6.6934874.6935157	C3
chr6.7059768.7059893	C1
chr6.7078073.7078401	C3
chr6.7090037.7090367	C3
chr6.7104808.7105015	C6
chr6.7136342.7136478	C6
chr6.7149139.7149397	C9
chr6.7149542.7149807	C9
chr6.7152261.7152359	C1
chr6.7159003.7159205	C3
chr6.7257048.7257293	C3
chr6.7258785.7259122	C2
chr6.7264074.7264278	C6
chr6.7264985.7265076	C1
chr6.7271270.7271465	C2
chr6.7282308.7282578	C3
chr6.7356513.7356735	C3
chr6.7376368.7376671	C3
chr6.7381681.7381797	C2
chr6.7381910.7382032	C6
chr6.7439158.7439373	C3
chr6.7440267.7440562	C1
chr6.7445976.7446049	C3
chr6.7449164.7449746	C2
chr6.7463215.7463354	C3
chr6.7473102.7473726	C4
chr6.7507621.7507744	C2
chr6.7508643.7508742	C3
chr6.7543071.7543726	C2
chr6.7544041.7544174	C2
chr6.7561599.7561768	C3
chr6.7606923.7607256	C6
chr6.7690476.7690657	C3
chr6.7698688.7698789	C6
chr6.7894131.7894234	C1
chr6.7951158.7951328	C4
chr6.7970700.7971743	C2
chr6.7983207.7983426	C14
chr6.8007690.8007943	C1
chr6.8061241.8061426	C6
chr6.8063200.8063351	C5
chr6.8103777.8104036	C3
chr6.8112801.8112869	C1
chr6.8148673.8148892	C11
chr6.8149071.8149134	C11
chr6.8253434.8253697	C1
chr6.8295944.8296271	C3
chr6.8302220.8302453	C3
chr6.8318588.8318802	C3
chr6.8325236.8326025	C6
chr6.8335017.8335144	C3
chr6.8359241.8359408	C5
chr6.8405513.8405881	C6
chr6.8411065.8411164	C2
chr6.8467688.8468015	C6
chr6.8468183.8469211	C6
chr6.8549498.8549699	C3
chr6.8574239.8575122	C4
chr6.8603166.8603425	C14
chr6.8654077.8654411	C3
chr6.8654495.8654621	C1
chr6.8763692.8763943	C1
chr6.8839318.8839408	C3
chr6.8993856.8994281	C7
chr6.9014760.9014883	C6
chr6.9088632.9089553	C1
chr6.9109833.9110690	C2
chr6.9178719.9178833	C6
chr6.9234537.9234746	C3
chr6.9310384.9311426	C6
chr6.9323655.9323864	C3
chr6.9403670.9404108	C3
chr6.9552269.9552408	C2
chr6.9568444.9568510	C3
chr6.9594085.9594219	C4
chr6.9708835.9709006	C3
chr6.9709867.9710729	C6
chr6.9752765.9752880	C2
chr6.9753050.9753208	C2
chr6.9765129.9765654	C3
chr6.9818371.9819011	C7
chr6.9819258.9819534	C5
chr6.9819774.9819949	C5
chr6.9865548.9865814	C1
chr6.9889270.9889491	C3
chr6.9964757.9964894	C6
chr6.9969637.9969829	C1
chr6.10062713.10062857	C1
chr6.10070624.10070744	C3
chr6.10077715.10077907	C6
chr6.10092741.10093322	C3
chr6.10345769.10345910	C6
chr6.10348938.10349169	C7
chr6.10387525.10387759	C2
chr6.10392621.10394674	C6
chr6.10464667.10465326	C4
chr6.10516268.10516390	C12
chr6.10588897.10589042	C6
chr6.10625959.10626224	C3
chr6.10631868.10632038	C10
chr6.10689033.10689161	C1
chr6.10691853.10692189	C3
chr6.10710642.10710752	C3
chr6.10779336.10779816	C3
chr6.10814451.10814773	C9
chr6.10824272.10824453	C1
chr6.10826094.10826161	C1
chr6.10961042.10961176	C3
chr6.11037140.11037228	C1
chr6.11149355.11149541	C3
chr6.11216251.11216591	C2
chr6.11221071.11221277	C3
chr6.11243964.11244148	C7
chr6.11269165.11269347	C3
chr6.11269926.11270343	C5
chr6.11326501.11326685	C10
chr6.11327047.11327186	C1
chr6.11354378.11355279	C2
chr6.11357251.11357354	C3
chr6.11460950.11461127	C1
chr6.11489932.11490118	C2
chr6.11495052.11495142	C3
chr6.11505827.11505986	C6
chr6.11525952.11526589	C2
chr6.11529090.11529361	C6
chr6.11547168.11547558	C6
chr6.11680870.11681046	C3
chr6.11692528.11692597	C3
chr6.11700775.11700889	C6
chr6.11735493.11735948	C3
chr6.11779445.11780489	C1
chr6.11827243.11827481	C6
chr6.11833697.11833921	C2
chr6.11870863.11871113	C9
chr6.12210045.12210230	C6
chr6.12396873.12396939	C3
chr6.12401602.12403288	C6
chr6.12404495.12405082	C6
chr6.12411545.12411714	C1
chr6.12443963.12445028	C6
chr6.12466754.12467342	C6
chr6.12467456.12467909	C6
chr6.12580492.12580719	C1
chr6.12583462.12583555	C3
chr6.12738991.12739105	C3
chr6.12784946.12785062	C3
chr6.12790000.12790177	C9
chr6.12895525.12895622	C1
chr6.13076902.13077203	C3
chr6.13151253.13151372	C3
chr6.13151631.13151870	C3
chr6.13163271.13163565	C9
chr6.13170536.13170608	C3
chr6.13184136.13184648	C6
chr6.13225546.13225668	C3
chr6.13238651.13239016	C9
chr6.13271352.13271561	C6
chr6.13271796.13271886	C6
chr6.13310280.13310544	C2
chr6.13313657.13313935	C3
chr6.13365699.13367143	C4
chr6.13372293.13372585	C3
chr6.13430203.13430771	C5
chr6.13448517.13448637	C3
chr6.13453494.13453856	C3
chr6.13453966.13454290	C3
chr6.13467837.13467957	C12
chr6.13480497.13480665	C1
chr6.13570746.13570916	C1
chr6.13594608.13594721	C3
chr6.13628389.13628613	C1
chr6.13692254.13692823	C6
chr6.13698305.13698700	C6
chr6.13718317.13718519	C2
chr6.13747348.13747846	C3
chr6.13760151.13760589	C1
chr6.13770946.13771075	C3
chr6.13850110.13850273	C6
chr6.13861138.13861230	C2
chr6.13864356.13864437	C2
chr6.13873669.13873785	C3
chr6.13899440.13899537	C3
chr6.13905828.13906479	C1
chr6.13921297.13921656	C3
chr6.13963727.13963969	C3
chr6.13993631.13993840	C1
chr6.13993949.13994073	C3
chr6.14030439.14030877	C6
chr6.14031006.14031653	C6
chr6.14043611.14043869	C3
chr6.14126469.14126691	C3
chr6.14132486.14132600	C10
chr6.14156757.14156993	C3
chr6.14161538.14161766	C3
chr6.14175149.14175278	C1
chr6.14240511.14240585	C3
chr6.14241647.14241857	C3
chr6.14291596.14291745	C6
chr6.14294736.14294912	C6
chr6.14295030.14295227	C6
chr6.14349708.14350678	C1
chr6.14387185.14387462	C3
chr6.14428803.14428996	C3
chr6.14453593.14454396	C6
chr6.14456727.14457548	C6
chr6.14499184.14499292	C1
chr6.14519455.14519740	C6
chr6.14569020.14569085	C3
chr6.14599109.14599323	C9
chr6.14605532.14605682	C3
chr6.14622758.14623065	C1
chr6.14714270.14714363	C3
chr6.14751547.14751671	C1
chr6.14910342.14910584	C3
chr6.14943132.14943263	C3
chr6.15018941.15019101	C3
chr6.15035794.15036299	C2
chr6.15038887.15039101	C6
chr6.15039215.15039371	C6
chr6.15052288.15052419	C3
chr6.15095777.15095866	C14
chr6.15131526.15131627	C6
chr6.15206314.15206516	C9
chr6.15207875.15208051	C3
chr6.15314307.15314449	C3
chr6.15379531.15379663	C10
chr6.15390403.15390579	C7
chr6.15409154.15409318	C6
chr6.15411226.15411388	C11
chr6.15429742.15430008	C1
chr6.15444533.15444642	C1
chr6.15459109.15459187	C1
chr6.15463800.15463919	C11
chr6.15481957.15482357	C2
chr6.15494518.15494627	C6
chr6.15502448.15502602	C7
chr6.15530220.15530698	C3
chr6.15535763.15536682	C6
chr6.15556840.15556995	C2
chr6.15557599.15558006	C2
chr6.15564599.15564770	C9
chr6.15573662.15574158	C6
chr6.15589975.15590896	C4
chr6.15591345.15591600	C4
chr6.15594693.15594845	C6
chr6.15603741.15603999	C3
chr6.15641122.15642194	C4
chr6.15698826.15699057	C3
chr6.15732411.15733062	C10
chr6.15912686.15912794	C2
chr6.15927285.15927460	C5
chr6.15931135.15931287	C4
chr6.15966075.15966233	C1
chr6.16033654.16033791	C2
chr6.16118456.16118674	C2
chr6.16369736.16369800	C1
chr6.16425746.16425930	C1
chr6.16527217.16527319	C3
chr6.16633193.16633594	C6
chr6.16708553.16708698	C2
chr6.16708834.16709392	C2
chr6.16710679.16710964	C2
chr6.16718119.16718222	C6
chr6.16805744.16806127	C13
chr6.16818211.16818941	C11
chr6.16822128.16822446	C7
chr6.16822587.16822827	C7
chr6.16832968.16833775	C2
chr6.16835480.16836004	C3
chr6.16849712.16849866	C2
chr6.16864000.16864246	C2
chr6.16873028.16873148	C4
chr6.16885238.16885631	C10
chr6.16911650.16911859	C9
chr6.16947342.16947430	C3
chr6.16964276.16964915	C13
chr6.16996255.16996543	C6
chr6.17002370.17002570	C3
chr6.17002654.17002781	C3
chr6.17029346.17029541	C6
chr6.17029904.17030317	C6
chr6.17059751.17060023	C13
chr6.17089077.17089572	C6
chr6.17098338.17098786	C2
chr6.17185906.17186026	C6
chr6.17187803.17187980	C6
chr6.17263945.17264196	C3
chr6.17272490.17272607	C6
chr6.17293044.17293233	C6
chr6.17332656.17332811	C5
chr6.17333040.17333187	C5
chr6.17409649.17409759	C14
chr6.17451779.17453796	C6
chr6.17505574.17505774	C3
chr6.17578340.17578692	C2
chr6.17599717.17599827	C6
chr6.17650900.17651000	C10
chr6.17654756.17655107	C6
chr6.17661602.17662381	C4
chr6.17768045.17768265	C3
chr6.17871447.17871569	C3
chr6.17991946.17993269	C6
chr6.18002111.18002211	C2
chr6.18002311.18002498	C6
chr6.18033512.18033925	C3
chr6.18034060.18034199	C1
chr6.18099101.18099387	C1
chr6.18194877.18195013	C1
chr6.18425141.18425468	C9
chr6.18425615.18426113	C2
chr6.18459652.18459809	C3
chr6.18476776.18476894	C1
chr6.18483690.18483797	C6
chr6.18561976.18562098	C6
chr6.18580319.18580607	C2
chr6.18653965.18654211	C3
chr6.18654335.18654445	C3
chr6.18658770.18658849	C15
chr6.18659550.18659692	C15
chr6.18809755.18809874	C1
chr6.18868350.18868760	C6
chr6.18868853.18869162	C6
chr6.18884149.18885372	C6
chr6.18912904.18913073	C2
chr6.18915174.18915358	C6
chr6.18985153.18985324	C11
chr6.18994317.18994475	C3
chr6.19094139.19094364	C14
chr6.19313995.19314331	C9
chr6.19327677.19328351	C2
chr6.19387348.19387471	C9
chr6.19413132.19413204	C3
chr6.19461058.19461223	C6
chr6.19481031.19481094	C3
chr6.19542418.19542603	C1
chr6.19716345.19716468	C3
chr6.19770180.19770352	C3
chr6.19888732.19889023	C3
chr6.19992835.19992981	C1
chr6.20049912.20050099	C10
chr6.20230549.20230676	C6
chr6.20230833.20230944	C8
chr6.20255964.20256125	C3
chr6.20315083.20315338	C1
chr6.20374164.20374526	C2
chr6.20502740.20502818	C1
chr6.20577341.20578266	C10
chr6.20644007.20644400	C8
chr6.20718886.20719142	C11
chr6.20735718.20736047	C4
chr6.20788803.20788938	C6
chr6.20807107.20807805	C7
chr6.20886150.20886294	C3
chr6.20891854.20891973	C3
chr6.20929807.20929999	C1
chr6.20954141.20954252	C3
chr6.21063139.21063417	C2
chr6.21109363.21109732	C5
chr6.21150224.21150739	C6
chr6.21178049.21178163	C3
chr6.21193169.21193274	C2
chr6.21251162.21251292	C6
chr6.21252036.21252146	C3
chr6.21277574.21277656	C1
chr6.21334433.21334535	C6
chr6.21466763.21466955	C6
chr6.21509574.21510700	C2
chr6.21510937.21511695	C2
chr6.21511931.21512229	C2
chr6.21562011.21562575	C6
chr6.21562693.21562773	C6
chr6.21564825.21564998	C9
chr6.21566577.21566726	C11
chr6.21586413.21586657	C3
chr6.21626993.21627543	C1
chr6.21659393.21659733	C6
chr6.21694898.21695132	C3
chr6.21758021.21758201	C6
chr6.21758526.21759740	C6
chr6.21831264.21831737	C3
chr6.21831911.21831974	C3
chr6.21840855.21841606	C6
chr6.21848247.21848772	C10
chr6.21858095.21858361	C3
chr6.21861140.21861296	C2
chr6.21871465.21871591	C2
chr6.21878386.21878488	C6
chr6.21955574.21955722	C6
chr6.21986765.21986918	C1
chr6.22016917.22017069	C6
chr6.22022950.22023408	C3
chr6.22035497.22035729	C10
chr6.22067210.22067315	C9
chr6.22067508.22068782	C2
chr6.22070808.22071266	C2
chr6.22072955.22073543	C2
chr6.22075806.22075879	C3
chr6.22075961.22076121	C3
chr6.22094827.22095074	C2
chr6.22097096.22097274	C3
chr6.22114678.22115054	C9
chr6.22151008.22151341	C3
chr6.22153467.22153610	C3
chr6.22165551.22165745	C3
chr6.22279909.22280315	C3
chr6.22336013.22336166	C3
chr6.22337765.22338385	C3
chr6.22349919.22350039	C6
chr6.22423483.22423687	C3
chr6.22460555.22460779	C3
chr6.22478354.22478468	C3
chr6.22483500.22483606	C6
chr6.22544817.22544919	C1
chr6.22578664.22580449	C9
chr6.22587258.22587413	C3
chr6.22623211.22623341	C6
chr6.22656565.22656685	C4
chr6.22664263.22664607	C2
chr6.22678287.22678478	C8
chr6.22682035.22682418	C2
chr6.22725903.22725981	C3
chr6.22726865.22727052	C3
chr6.22730631.22730864	C4
chr6.22766978.22767167	C15
chr6.22806484.22806566	C1
chr6.22940682.22940787	C3
chr6.23009578.23009671	C1
chr6.23011149.23011277	C4
chr6.23014005.23014289	C2
chr6.23067025.23067205	C6
chr6.23073751.23073946	C3
chr6.23136101.23136705	C3
chr6.23153238.23153376	C3
chr6.23154771.23154834	C3
chr6.23157247.23157379	C5
chr6.23157677.23157805	C5
chr6.23192238.23192390	C6
chr6.23361740.23361809	C6
chr6.23380285.23380745	C6
chr6.23381234.23381551	C6
chr6.23405068.23405177	C3
chr6.23522809.23523088	C6
chr6.23577912.23578008	C3
chr6.23599518.23599806	C6
chr6.23600217.23600316	C6
chr6.23621800.23621933	C3
chr6.23703336.23703737	C3
chr6.23713402.23713528	C1
chr6.23744980.23745286	C1
chr6.23745492.23746792	C1
chr6.23761802.23762497	C3
chr6.23780778.23780848	C3
chr6.23810422.23810561	C1
chr7.209841.210028	C6
chr7.230430.230983	C3
chr7.291972.292302	C3
chr7.298263.298524	C6
chr7.391843.391956	C1
chr7.468428.468567	C3
chr7.492442.492914	C1
chr7.667444.667712	C3
chr7.741463.741925	C10
chr7.782635.783345	C3
chr7.914751.914819	C1
chr7.973346.973484	C6
chr7.980063.980492	C7
chr7.981308.981428	C6
chr7.1046246.1046344	C10
chr7.1047790.1047857	C3
chr7.1080523.1080787	C7
chr7.1149423.1149705	C3
chr7.1157428.1157609	C2
chr7.1204822.1205117	C1
chr7.1229830.1230129	C2
chr7.1290532.1291045	C1
chr7.1291231.1291309	C3
chr7.1338718.1338792	C3
chr7.1357722.1358529	C3
chr7.1703390.1703780	C3
chr7.1706467.1706572	C1
chr7.1710323.1710462	C3
chr7.1853221.1853549	C6
chr7.1870124.1870253	C10
chr7.2033444.2034399	C10
chr7.2133278.2133434	C3
chr7.2216295.2216467	C4
chr7.2256526.2256791	C1
chr7.2258006.2258133	C1
chr7.2391244.2391460	C3
chr7.2457611.2457682	C3
chr7.2545724.2545840	C1
chr7.2583755.2583819	C14
chr7.2583978.2584048	C14
chr7.2585150.2585261	C14
chr7.2585522.2586455	C14
chr7.2586745.2587262	C2
chr7.2606115.2606282	C2
chr7.2606947.2607095	C2
chr7.2613489.2613683	C6
chr7.2673552.2674140	C3
chr7.2741848.2742383	C6
chr7.2743096.2743243	C2
chr7.2784292.2784359	C3
chr7.2789055.2789182	C6
chr7.2789731.2789888	C6
chr7.2831450.2831555	C11
chr7.2846144.2846207	C3
chr7.2882423.2882658	C3
chr7.2907304.2907792	C3
chr7.2993948.2994535	C13
chr7.3037509.3037725	C6
chr7.3037947.3038196	C6
chr7.3045371.3045522	C2
chr7.3050976.3051141	C3
chr7.3087959.3088034	C3
chr7.3134154.3134329	C1
chr7.3219449.3219559	C6
chr7.3272878.3273042	C3
