peak	cluster
9.64171707.64172041	C5
9.64173952.64174279	C1
9.64187062.64187575	C2
9.64217163.64217571	C2
9.64315800.64316192	C3
9.64336670.64337251	C5
9.64426612.64427991	C5
9.64447588.64448363	C5
9.64478966.64479369	C3
9.64480326.64482370	C3
9.64503772.64504061	C2
9.64860658.64861204	C2
9.64874857.64875403	C3
9.64896206.64896803	C3
9.64923631.64923943	C1
9.64976152.64976486	C3
9.65002439.65002945	C3
9.65109399.65109625	C2
9.65128855.65129168	C1
9.65145846.65146594	C1
9.65194750.65195279	C2
9.65227141.65227364	C4
9.65306290.65308073	C2
9.65308660.65308931	C3
9.65323188.65323991	C3
9.65332849.65333709	C2
9.65341139.65341579	C3
9.65487617.65487848	C3
9.65526623.65526960	C3
9.65542783.65543003	C3
9.65566618.65567257	C3
9.65624543.65624857	C3
9.65922159.65922581	C3
9.66085246.66085508	C1
9.66285019.66285253	C5
9.66315463.66316217	C3
9.66360235.66360533	C5
9.66374498.66374859	C2
9.66376665.66377208	C5
9.66459384.66459822	C4
9.66465703.66465998	C5
9.66467435.66467732	C2
9.66473536.66473949	C3
9.66514754.66515337	C2
9.66533040.66533558	C2
9.66544558.66544935	C4
9.66560016.66560305	C3
9.66817588.66818137	C2
9.66955809.66956123	C5
9.66988727.66988954	C2
9.66992098.66992482	C3
9.67009043.67009421	C5
9.67110249.67110669	C3
9.67158221.67158809	C2
9.67278205.67278648	C1
9.67317832.67318070	C5
9.67367151.67367743	C1
9.67415798.67416177	C3
9.67417170.67417466	C2
9.67421928.67423312	C3
9.67443731.67444286	C2
9.67622714.67623440	C1
9.67628203.67628426	C3
9.67636795.67637638	C1
9.67702946.67703219	C1
9.67705922.67706394	C5
9.67911661.67914022	C3
9.67985643.67985889	C3
9.68141606.68142152	C3
9.68158969.68159203	C3
9.68185792.68186108	C2
9.68237840.68238335	C3
9.68305139.68305473	C3
9.68391841.68392194	C4
9.68408683.68408953	C3
9.68420775.68421031	C3
9.68454695.68454915	C3
9.68482683.68483236	C3
9.68491369.68491751	C2
9.68509994.68510437	C2
9.68581036.68581551	C3
9.68582955.68586336	C2
9.68732800.68734195	C1
9.68782536.68783119	C3
9.68855898.68856498	C3
9.68863871.68864926	C2
9.68921334.68921551	C3
9.68925080.68925613	C2
9.69029207.69029798	C3
9.69043088.69043743	C1
9.69089158.69089533	C1
9.69142810.69143144	C3
9.69225887.69226224	C3
