Orthogroup,MpTak_v6.1r1.protein,Athaliana_447_Araport11.protein
OG0000140,"Mp7g06740.1, Mp7g06720.1, Mp7g06730.1, Mp7g06710.1, Mp7g05530.1, Mp7g05980.1, Mp7g05890.1, Mp7g05880.1, Mp7g06750.1, Mp7g06760.1, Mp7g06770.1, Mp7g06790.1, Mp7g06780.1, Mp7g09180.1","AT1G29920, AT1G29910, AT1G29930, AT2G34420, AT2G34430"
OG0000141,"Mp6g16890.1, Mp6g16900.1","AT4G39480, AT4G39490, AT2G23180, AT4G39500, AT4G32170, AT5G02900, AT4G39510, AT1G47620, AT2G21910, AT1G57750, AT1G65340, AT5G52320"
OG0000143,Mp7g10640.1,AT3G25700
OG0000143,"Mp5g16410.1, Mp5g16390.1, Mp5g16430.1, Mp5g16420.1, Mp5g12100.1, Mp5g12090.1, Mp5g16350.1, Mp2g18420.1, Mp1g05070.1, Mp2g15980.1, Mp3g18050.1, Mp3g18040.1, Mp3g04550.1, Mp3g04570.1, Mp3g04530.1, Mp3g05040.1, Mp6g06010.1, Mp3g20930.1, Mp3g12890.1, Mp3g03540.1, Mp6g05980.1, Mp4g12020.1","AT2G35615, AT1G31450, AT2G28010, AT2G28040, AT1G64830, AT5G33340"
OG0000145,"Mp4g13490.1, Mp3g02440.1, Mp3g14560.1","AT5G04870, AT3G10660, AT4G38230, AT2G17290, AT4G35310, AT4G09570, AT1G35670"
OG0000146,"Mp7g05430.1, Mp4g13450.1, Mp6g04070.1","AT5G02570, AT3G09480, AT3G53650, AT2G37470, AT3G46030, AT3G45980, AT5G59910, AT1G07790, AT2G28720, AT5G22880"
OG0000147,"Mp7g13720.1, Mp6g14480.1, Mp6g03300.1, Mp8g01230.1","AT3G52720, AT4G21000, AT4G20990, AT5G04180, AT2G28210, AT1G08080, AT1G08065, AT5G56330"
OG0000148,"Mp2g18000.2, Mp2g18000.1","AT5G39990, AT5G15050, AT3G24040, AT3G03690, AT1G53100, AT3G15350, AT4G27480, AT4G03340, AT1G03520"
OG0000149,"Mp1g24460.1, Mp4g11110.1","AT4G33950, AT5G66880, AT1G60940, AT1G10940, AT5G08590, AT5G63650, AT1G78290"
OG0000150,Mp4g22340.1,"AT1G68610, AT1G14870, AT1G14880, AT5G35525, AT1G68630, AT1G58320, AT3G18470, AT3G18450, AT3G18460, AT1G49030"
OG0000151,Mp1g06270.1,"AT5G38480, AT3G02520, AT1G78300, AT5G10450, AT5G65430"
OG0000154,Mp5g07150.1,"AT5G51750, AT5G67360, AT2G05920, AT3G14067, AT4G34980, AT3G14240"
OG0000155,Mp7g09710.1,"AT3G61150, AT4G00730, AT1G73360, AT1G17920, AT4G17710, AT5G46880, AT1G79840, AT1G05230, AT4G21750, AT4G04890"
OG0000157,"Mp4g13470.1, Mp4g13470.2, Mp4g13470.3, Mp4g13480.1, Mp1g11940.3, Mp1g11940.2, Mp1g11940.1","AT5G04885, AT5G20950, AT3G47010, AT3G47040, AT3G47050, AT3G47000"
OG0000158,Mp2g04240.1,"AT4G04970, AT4G03550"
OG0000158,Mp3g24830.1,AT2G13680
OG0000159,Mp7g10130.1,"AT5G19010, AT1G18150, AT1G73670, AT3G18040, AT2G42880, AT1G53510, AT3G14720"
OG0000160,"MpVg00970.3, MpVg00970.2, MpVg00970.1, MpUg00020.3, MpUg00020.1, MpUg00020.2","AT4G14300, AT2G33410, AT1G58470, AT4G26650, AT5G55550, AT3G07810, AT5G47620"
OG0000161,"Mpzg00340.1, Mp5g12180.1, Mp3g06430.1","AT4G24310, AT3G02430, AT4G28485, AT5G46090, AT4G18425, AT5G27370, AT3G21520, AT3G21550"
OG0000162,"Mp6g18130.1, Mp6g17720.1, Mp6g17690.1, Mp6g17710.1, Mp3g23400.1, Mp3g23400.2, Mp6g18140.1, Mp6g17700.1, Mp6g00930.1, Mp6g00950.1, Mp1g26380.1, Mp3g03620.1","AT1G07930, AT1G07920, AT1G07940, AT5G60390"
OG0000164,"Mp7g15540.1, Mp7g15540.2","AT5G06020, AT5G06030, AT5G06040"
OG0000165,Mp7g17560.1,"AT3G62220, AT2G47060, AT1G48210, AT1G48220, AT3G17410, AT2G41970, AT1G06700, AT2G30740, AT3G59350, AT2G43230"
OG0000166,Mp6g15610.1,"AT2G21490, AT1G20450, AT1G20440, AT1G76180, AT3G50980, AT5G66400, AT3G50970"
OG0000167,"Mp2g05640.1, Mp5g24530.2, Mp5g24530.1, Mp5g24550.1, Mp2g05670.1, Mp2g05660.1, Mp2g02440.1","AT1G02730, AT2G33100, AT3G03050, AT5G16910, AT4G38190"
OG0000169,"Mp5g07560.2, Mp5g07560.3, Mp5g07560.1","AT1G64040, AT4G11240, AT3G05580, AT5G27840, AT2G39840, AT3G46820, AT5G59160, AT2G29400"
OG0000170,"Mp1g10520.1, Mp2g18880.1, Mp2g18860.1","AT5G50890, AT5G24230, AT5G24220, AT5G24190, AT5G24180, AT5G24210, AT5G24200, AT4G10955, AT2G05260"
OG0000171,Mp5g00190.1,"AT2G20805, AT4G00232, AT4G08263, AT4G00610, AT4G00130, AT4G25210, AT4G01260, AT2G20613, AT1G11510, AT2G01370, AT1G55950, AT1G66420, AT4G00238, AT4G00250, AT1G44810, AT1G61730, AT4G00390, AT4G00270, AT2G25650, AT5G14280"
OG0000172,"Mp7g06480.1, Mp7g07880.1, Mp7g07900.1, Mp7g07890.1, Mp7g07870.1, Mp7g10940.1, Mp7g10930.1, Mp7g07910.1, Mp2g02650.1","AT1G53540, AT3G46230, AT5G59720, AT2G29500, AT1G07400, AT1G59860"
OG0000174,"Mp4g03590.1, Mp4g14110.1, Mp4g14160.1, Mp4g14140.1, Mp4g14210.1, Mp7g14880.1, Mp1g05220.1, Mp4g10060.1, Mp1g10150.1","AT3G10340, AT2G37040, AT3G53260"
OG0000175,"Mp2g03340.1, Mp7g05770.1, Mp3g05740.1","AT4G37530, AT4G37520, AT5G67400, AT3G49960, AT2G18980, AT4G30170, AT5G14130"
OG0000176,"Mp7g16950.1, Mp7g16950.3, Mp7g16950.11, Mp7g16950.12, Mp7g16950.2, Mp7g16950.10, Mp7g16950.9, Mp7g16950.5, Mp7g16950.8, Mp7g16950.7, Mp7g16950.6, Mp7g16950.4","AT5G02430, AT2G37670, AT3G15470, AT5G54200"
OG0000179,Mp3g22080.1,"AT5G12180, AT5G19360, AT4G23650, AT1G50700, AT3G20410, AT4G04720, AT4G21940, AT1G76040"
OG0000180,Mp1g19310.1,AT5G26340
OG0000180,"Mp1g00620.1, Mp1g00620.2, Mp5g01520.1, Mp3g12760.1","AT1G11260, AT4G21480, AT3G19940, AT1G50310, AT5G61520, AT1G34580"
OG0000181,"Mp5g21800.2, Mp5g21800.1",AT5G41700
OG0000182,Mp6g01480.1,"AT3G51970, AT5G55360, AT5G51420, AT5G55350, AT5G55340, AT5G55330, AT1G34500, AT1G34520, AT1G34490, AT5G55320, AT5G55370, AT5G55380"
OG0000184,Mp1g14140.1,"AT5G05290, AT2G40610, AT3G55500, AT2G39700, AT2G37640, AT5G02260"
OG0000186,Mp1g18110.1,"AT2G27880, AT5G43810, AT1G48410"
OG0000187,"Mp3g16310.4, Mp3g16310.6, Mp3g16310.3, Mp3g16310.1, Mp3g16310.2, Mp3g16310.5, Mp3g16310.7","AT1G12110, AT2G26690, AT3G21670"
OG0000188,Mp3g20310.1,"AT5G03260, AT5G58910, AT2G38080, AT5G01190, AT5G60020, AT2G29130, AT1G18140"
OG0000189,"Mp1g00920.3, Mp1g00920.1, Mp1g00920.2","AT2G27030, AT5G21274, AT3G56800, AT2G41110, AT1G66410, AT3G22930, AT4G14640"
OG0000190,"Mp5g08380.1, Mp4g10310.1, Mpzg00050.1, Mp6g11620.1","AT5G60570, AT1G26930, AT2G02870, AT1G14330, AT1G74510"
OG0000191,"Mp1g01670.2, Mp1g01670.1","AT5G05610, AT3G11200, AT5G20510, AT3G42790, AT2G02470, AT1G14510"
OG0000192,Mp2g09080.1,"AT3G11980, AT3G56700, AT4G33790, AT5G22420, AT5G22500, AT3G44540, AT3G44550, AT3G44560"
OG0000193,Mp3g01690.1,"AT3G53000, AT5G52120, AT3G61060, AT1G12710, AT1G63090"
OG0000196,"Mp1g06080.2, Mp1g06080.1","AT2G16280, AT1G19440"
OG0000196,"Mp2g20240.1, Mp2g20220.1","AT5G43760, AT1G04220, AT2G26640"
OG0000197,"Mp6g03260.1, Mp6g03260.2","AT2G23640, AT2G46170, AT3G61560, AT4G23630, AT4G11220, AT1G64090, AT5G41600"
OG0000198,"Mp1g20540.2, Mp1g20540.1, Mp8g03630.1","AT2G32990, AT1G48930, AT2G44570, AT2G44560, AT2G44550, AT2G44540, AT4G11050, AT1G64390"
OG0000201,"Mp8g04010.1, Mp8g04010.2","AT4G33200, AT1G04160, AT5G43900, AT4G28710, AT2G33240, AT1G04600, AT2G31900, AT1G54560, AT1G08730, AT1G17580, AT5G20490"
OG0000202,"Mp2g01450.1, Mp4g08980.2, Mp4g08980.1, Mp6g14170.1","AT2G38600, AT5G51260, AT4G25150, AT4G29260, AT4G29270"
OG0000203,"Mp4g04600.1, Mp6g19130.1, Mp4g15970.1","AT4G11370, AT4G11360, AT5G41400, AT1G63840, AT3G61460, AT4G00305, AT3G43430, AT4G38140"
OG0000204,Mp5g18910.1,"AT3G50330, AT5G67060, AT3G21330, AT4G00120, AT5G09750"
OG0000205,Mp4g15510.1,"AT5G64410, AT1G09930"
OG0000205,Mp4g06980.1,"AT5G55930, AT4G26590"
OG0000206,"Mp1g22140.1, Mp6g07340.2, Mp6g07340.1","AT4G00380, AT1G15910, AT1G80790, AT3G48670, AT4G01780, AT3G12550, AT4G01180, AT5G59390, AT1G13790"
OG0000207,Mp3g16650.1,"AT1G54610, AT5G50860, AT1G53050, AT1G09600, AT1G57700, AT4G10010, AT1G33770"
OG0000208,"Mp4g11410.1, Mp2g08350.1","AT5G02490, AT1G56410, AT3G09440, AT5G02500, AT1G16030, AT3G12580"
OG0000210,Mp1g11820.1,AT1G16810
OG0000212,Mp1g19370.1,"AT2G44065, ATCG01310, ATCG00830"
OG0000213,Mp5g06760.1,"AT1G18290, AT1G21010, AT1G76600, AT5G66580, AT3G50800, AT2G23690, AT4G37240"
OG0000217,Mp6g04560.1,"AT4G11280, AT1G01480, AT3G61510, AT4G26200, AT4G08040, AT5G65800, AT3G49700, AT4G37770, AT2G22810"
OG0000218,Mp2g26670.1,"AT4G24400, AT5G35410"
OG0000218,Mp1g05680.1,"AT1G01140, AT1G30270"
OG0000219,"Mp5g19130.3, Mp5g18420.1, Mp5g19130.2, Mp5g19130.1","AT4G27970, AT5G24030, AT1G12480"
OG0000220,"Mp3g20670.1, Mp6g20250.1, Mp1g20170.1","AT1G36095, AT5G33406"
OG0000221,"Mp7g15450.7, Mp7g15450.2, Mp7g15450.5, Mp7g15450.6, Mp7g15450.16, Mp7g15450.9, Mp7g15450.8, Mp7g15450.12, Mp7g15450.21, Mp7g15450.22, Mp7g15450.18, Mp7g15450.13, Mp7g15450.17, Mp7g15450.10, Mp7g15450.19, Mp7g15450.11, Mp7g15450.15, Mp7g15450.1, Mp7g15450.4, Mp7g15450.3, Mp7g15450.20, Mp7g15450.14","AT1G54170, AT3G14010"
OG0000222,"Mp1g08790.1, Mp4g21350.1, Mp4g21360.1","AT5G65600, AT5G10530"
OG0000223,Mp3g20630.1,ATCG00350
OG0000224,Mpzg01410.1,"AT4G02590, AT1G03040, AT5G58010, AT2G24260, AT4G30980"
OG0000225,Mp3g01760.1,"AT4G01670, AT1G08790, AT5G28690, AT3G04700, AT4G33985, AT2G15610, AT2G15590, AT3G50350, AT2G43340, AT1G05870, AT2G31560"
OG0000226,"Mp5g19920.3, Mp5g19920.1, Mp5g19920.2","AT2G39210, AT2G28120, AT1G74780, AT1G18940, AT2G34350, AT2G34355"
OG0000227,"Mp1g19590.2, Mp1g19590.1","AT2G31070, AT1G30210, AT4G18390, AT5G60970, AT5G08070, AT3G02150"
OG0000228,Mp3g07510.1,"AT4G38620, AT4G34990, AT2G16720, AT1G35515, AT4G09460, AT1G22640"
OG0000229,Mp4g00550.1,"AT1G64740, AT5G19780, AT5G19770"
OG0000229,"Mp1g24530.1, Mp1g24530.2, Mp4g08430.2, Mp4g08430.1, Mp2g23500.1","AT4G14960, AT1G04820, AT1G50010"
OG0000230,"Mp7g04510.2, Mp7g04510.1","AT1G02360, AT4G01700"
OG0000231,Mp2g20720.1,"AT4G35230, AT5G46570, AT3G54030, AT5G59010, AT4G00710, AT5G41260, AT1G63500"
OG0000232,"Mp1g00140.2, Mp1g00140.1","AT3G13060, AT1G09810, AT1G55500, AT3G13460"
OG0000233,"Mp1g01700.1, Mp1g01750.1","AT3G52561, AT5G06270, AT3G11600, AT5G22270"
OG0000236,Mp7g02430.1,AT5G09530
OG0000239,Mp5g21420.2,"AT2G07698, ATMG01190, ATCG00120"
OG0000240,"Mp6g11170.2, Mp6g11170.1","AT5G24430, AT3G49370, AT2G46700, AT2G41140, AT3G56760, AT3G50530"
OG0000241,Mp7g17540.1,"AT5G45970, AT2G44690, AT3G48040, AT3G51300, AT2G17800, AT4G35950, AT4G35020"
OG0000242,"Mp5g20530.1, Mp2g24110.1, Mp2g24110.2","AT3G45260, AT5G60470, AT5G44160, AT1G03840, AT4G02670, AT2G02080, AT1G14580"
OG0000243,Mp6g16500.1,"AT2G36026, AT3G52525, AT2G18500, AT5G19650"
OG0000244,"Mp8g04400.4, Mp8g04400.2, Mp8g04400.3, Mp8g04400.1","AT2G37060, AT3G53340"
OG0000244,Mp4g13360.1,AT4G14540
OG0000245,Mp4g16420.1,"AT4G25760, AT5G57685, AT2G24762, AT4G31730, AT5G24920, AT5G38770"
OG0000246,"Mp1g04960.1, Mp2g08510.1, Mp6g00390.1","AT4G15755, AT3G16510, AT4G15740, AT3G62780, AT1G09070"
OG0000247,Mp7g10100.1,"AT3G17090, AT4G38520, AT5G66080, AT3G51370, AT3G12620, AT3G55050"
OG0000248,"Mp6g14130.1, Mpzg00300.1, Mp3g15770.1, Mp3g15770.2","AT5G63850, AT5G09220, AT1G77380, AT1G44100, AT5G23810"
OG0000250,Mp3g00300.1,"AT1G49620, AT3G19150, AT3G24810, AT2G32710, AT5G48820, AT2G23430, AT3G50630"
OG0000251,Mp6g18540.1,"AT1G30900, AT2G34940, AT4G20110, AT2G30290, AT3G52850, AT2G14740, AT2G14720"
OG0000252,Mp6g07600.1,"AT1G28130, AT4G27260, AT5G54510, AT4G37390, AT1G59500, AT2G23170, AT2G14960"
OG0000253,"Mp5g03090.1, Mp5g10910.1","AT2G41510, AT3G63440, AT1G75450, AT2G19500, AT4G29740, AT5G56970"
OG0000254,"Mp1g22650.1, Mp1g22650.2","AT2G32130, AT1G29300, AT1G53380, AT3G14870, AT3G60680, AT2G30380, AT4G33320, AT4G34080, AT4G36100, AT2G45260"
OG0000255,"Mp3g19240.1, Mp8g06880.1, Mp8g06890.1, Mp4g13810.1","AT1G06980, AT2G30230, AT1G29195"
OG0000256,"Mp6g04030.1, Mp6g04050.1","AT1G27770, AT4G37640, AT2G22950, AT3G57330, AT2G41560"
OG0000257,"Mp5g03610.2, Mp5g03610.1","AT3G02050, AT2G30070, AT1G70300, AT5G14880"
OG0000258,"Mp2g12650.2, Mp2g12650.1","AT5G62040, AT5G03840, AT2G27550, AT1G18100"
OG0000259,Mp4g08320.1,"AT4G26890, AT5G55090, AT2G32510, AT1G05100"
OG0000261,Mp5g18930.1,AT4G08267
OG0000262,"Mp2g12970.1, Mp1g17660.1","AT4G00680, AT1G01750, AT4G25590, AT5G52360, AT3G46010, AT5G59890, AT3G46000, AT5G59880"
OG0000264,Mp8g11450.1,"AT4G37750, AT1G72570, AT5G57390, AT5G65510, AT5G10510, AT3G20840, AT1G51190"
OG0000265,"Mp7g05040.1, Mp7g19250.1, Mp7g05100.1","AT5G64260, AT5G09440, AT4G08950, AT1G35140"
OG0000266,"Mp1g14780.3, Mp1g14780.2, Mp1g14780.1","AT5G50380, AT3G29400, AT3G14090, AT1G54090, AT1G72470"
OG0000267,"Mp1g22770.1, Mp1g22770.2","AT1G23480, AT5G03760, AT5G22740"
OG0000268,"Mp3g22400.11, Mp3g22400.8, Mp3g22400.7, Mp3g22400.10, Mp3g22400.9, Mp3g22400.6, Mp3g22400.1, Mp3g22400.2, Mp3g22400.4, Mp3g22400.3, Mp3g22400.5, Mp3g22400.13, Mp3g22400.12",AT5G64200
OG0000275,"Mp6g08630.1, Mp3g19870.1, Mp4g04590.1, Mp7g11270.1, Mp1g14830.1, Mp5g12630.1, Mp4g18190.1, Mp7g17030.1, Mp4g17540.1, Mp1g17350.1, Mp1g02760.1","AT3G30235, AT1G41920, AT3G29450, AT3G29765, AT1G19260, AT4G09660, AT3G29763, AT2G06541, AT3G31402, AT1G42710"
OG0000276,"Mp7g18870.1, Mp3g10140.1","AT5G10695, AT5G57123, AT4G29905, AT2G20835, AT1G52855, AT3G15534"
OG0000277,"Mp8g16900.3, Mp8g16900.2, Mp8g16900.1","AT2G06200, AT3G13960"
OG0000278,Mp7g19340.1,"AT5G53730, AT4G09590, AT2G35970, AT2G35960, AT3G52470, AT5G06330, AT5G05657, AT3G11660, AT3G44220, AT5G22200"
OG0000279,"Mp8g06370.1, Mp8g06370.4, Mp8g06370.3, Mp8g06370.2","AT3G43600, AT5G20960, AT2G27150, AT1G04580"
OG0000281,"Mp1g10910.1, Mp1g10910.2, Mp1g00320.1, Mp1g00320.2, Mp1g00320.3","AT1G20560, AT2G17650, AT1G66120, AT1G65880, AT1G65890, AT1G68270"
OG0000283,Mp2g02330.1,"AT3G20570, AT5G57920, AT4G30590, AT2G23990, AT5G25090, AT4G31840, AT2G25060, AT3G18590, AT1G48940, AT5G14345"
OG0000284,Mp3g13300.1,"AT5G11970, AT2G19460, AT1G72720, AT2G47480, AT3G62640"
OG0000285,Mp1g04220.1,"AT1G07850, AT5G41460, AT4G23490, AT4G11350, AT1G01570, AT3G11420, AT2G37730"
OG0000286,Mp5g08270.1,"AT5G57750, AT2G18650, AT4G30400, AT1G23980, AT5G40250, AT3G48030"
OG0000287,Mp3g21220.1,"AT3G58040, AT2G41980, AT4G27880, AT3G61790"
OG0000288,"Mp1g04190.1, Mp1g04200.1, Mp1g20890.1","AT5G47450, AT4G17340, AT3G16240, AT3G26520, AT2G36830, AT4G01470"
OG0000290,"Mp8g06350.1, Mp6g12830.1","AT4G22745, AT3G63030, AT5G35338, AT5G35330"
OG0000291,"Mp7g00370.4, Mp7g00370.1, Mp7g00370.2, Mp7g00370.3","AT4G02630, AT1G01540, AT4G01330, AT4G34500"
OG0000292,"Mp3g22890.1, Mp5g19800.1, Mp5g19800.3, Mp5g19800.2","AT4G02480, AT1G02890"
OG0000293,Mp5g18370.1,"AT4G12670, AT5G03780, AT1G01150, AT1G14770, AT1G68030"
OG0000294,Mp6g16190.1,"AT5G25610, AT1G49320"
OG0000295,Mp2g02000.1,"AT1G44224, AT5G09520"
OG0000296,"Mp2g22320.1, Mp2g22320.2","AT3G22260, AT3G02070, AT5G03330, AT5G04250"
OG0000297,Mp1g04680.1,"AT5G36130, AT5G36140, AT5G36110"
OG0000299,"Mp1g02200.1, Mp1g23080.1","AT2G46860, AT4G01480, AT1G01050, AT3G53620"
OG0000300,"MpUg00420.1, MpUg00090.1, MpUg00090.2, MpVg00510.1","AT2G18750, AT5G57580, AT4G25800, AT1G73805"
OG0000302,"Mp2g03050.1, Mp6g00310.1","AT1G27320, AT5G35750, AT2G01830"
OG0000303,Mp8g12800.1,"AT1G64530, AT4G24020, AT4G38340, AT1G20640, AT1G76350, AT4G35270, AT2G17150"
OG0000304,"Mp5g03480.1, Mp5g03480.2","AT2G14820, AT4G31820, AT3G26490, AT1G67900"
OG0000306,"Mp2g07270.1, Mp2g07270.2","AT1G10620, AT1G52290, AT3G24550, AT3G24540, AT4G34440, AT2G18470, AT1G70460, AT1G23540, AT1G70450"
OG0000307,Mp6g15310.1,"AT3G58500, AT2G42500, AT1G59830, AT1G10430, AT1G69960"
OG0000308,Mp1g01040.1,"AT2G29120, AT2G29100, AT2G29110, AT2G24720, AT2G24710, AT5G27100, AT4G31710, AT5G11180, AT5G11210"
OG0000309,Mp1g01040.2,"AT2G17260, AT4G35290, AT1G42540, AT3G51480, AT1G05200, AT2G32390"
OG0000310,Mp1g25860.1,"AT2G21950, AT4G38940, AT4G39240, AT4G14905, AT4G39756, AT4G29370, AT4G39290, AT3G43710, AT4G23580, AT4G33900, AT4G39590, AT5G48990, AT4G39600, AT5G49000, AT4G39580, AT4G39570, AT5G51250, AT4G39550, AT1G60570, AT4G11770, AT4G11750"
OG0000311,"Mp1g08960.1, Mp6g16800.1","AT2G46400, AT4G23810, AT4G11070, AT5G24110"
OG0000312,Mp6g01640.1,"AT1G76900, AT1G25280, AT2G47900"
OG0000313,"Mp5g13130.2, Mp5g13130.1","AT5G10150, AT2G28150, AT3G46110, AT5G59790"
OG0000314,"Mp3g19230.1, Mp3g19230.2","AT2G32430, AT1G05170, AT1G33430, AT1G77810"
OG0000315,"Mp5g17440.2, Mp5g17440.1, Mp2g13770.1","AT4G27830, AT4G27820, AT3G62750, AT3G62740, AT4G22100, AT1G60260, AT1G60090, AT1G60270, AT1G45191, AT1G02850"
OG0000316,Mp8g07940.1,"AT3G20520, AT5G55480, AT1G66980, AT1G66970, AT4G26690, AT5G58170, AT5G58050"
OG0000318,Mp6g02620.1,"AT4G27410, AT1G52890, AT3G15500, AT1G77450, AT5G63790, AT5G08790, AT1G01720"
OG0000319,Mp4g12580.1,"AT1G65810, AT1G65780, AT5G37160, AT5G37030, AT4G05540, AT5G37140, AT5G37165, AT5G52090, AT5G37150"
OG0000322,"Mp1g01390.17, Mp1g01390.2, Mp1g01390.1, Mp1g01390.3, Mp1g01390.12, Mp1g01390.13, Mp1g01390.14, Mp1g01390.15, Mp1g01390.16, Mp1g01390.5, Mp1g01390.10, Mp1g01390.11, Mp1g01390.4, Mp1g01390.6, Mp1g01390.8, Mp1g01390.7, Mp1g01390.9",AT1G64570
OG0000323,"Mp5g13580.1, Mp6g06750.1, Mp1g03980.1, Mp6g15560.1","AT5G35630, AT1G48470, AT3G17820, AT5G16570, AT1G66200, AT5G37600"
OG0000324,"Mp7g09850.1, Mp7g08040.1, Mp3g15120.1","AT1G59960, AT1G59950"
OG0000326,"Mp6g03490.1, Mp6g13560.1, Mp6g13520.1, Mp6g13540.1, Mp6g13490.1, Mp6g13550.1, Mp6g13510.1, Mp4g05810.1, Mp2g19200.1, Mp2g19250.1, Mp4g14270.1, Mp6g21140.1",AT5G22410
OG0000329,"Mp7g19480.2, Mp7g19480.1","AT4G36670, AT2G18480, AT2G16130, AT2G16120, AT3G18830"
OG0000330,Mp8g17530.1,"AT2G24630, AT4G31590, AT3G28180, AT3G07330, AT4G07960"
OG0000332,Mp6g16950.1,"AT3G18220, AT1G15080, AT2G01180, AT3G02600"
OG0000333,"Mp8g11280.5, Mp8g11280.1, Mp8g11280.4, Mp8g11280.2, Mp8g11280.3, Mp7g15180.1","AT1G07230, AT3G48610, AT3G03540, AT3G03530, AT2G26870"
OG0000334,Mp7g09490.1,"AT3G27010, AT5G41030, AT2G37000, AT5G23280, AT5G08330"
OG0000335,"Mp8g06710.1, Mp8g06710.2, Mp6g13930.1","AT2G19770, AT4G29340, AT2G19760, AT4G29350, AT5G56600"
OG0000336,"Mp4g10080.1, Mp4g10080.2, Mp1g11000.1","AT1G14830, AT2G44590, AT3G60190, AT3G61760, AT5G42080"
OG0000337,"Mp5g20810.1, Mp8g11230.1, Mp5g23200.1, Mp2g12000.1","AT4G38920, AT4G34720, AT2G16510, AT1G19910"
OG0000338,Mp3g00260.1,"AT2G07695, ATMG01280, ATMG00160, ATMG00090"
OG0000339,"Mp1g19040.1, Mp5g10490.3, Mp5g10490.2, Mp5g10490.4, Mp5g10490.1","AT1G05300, AT2G32270"
OG0000339,Mp4g19340.1,"AT4G33020, AT1G60960, AT1G10970"
OG0000340,Mp7g13760.1,"AT1G78080, AT1G22190, AT1G36060, AT4G39780, AT2G22200, AT5G65130"
OG0000341,"Mp1g15230.2, Mp1g15230.3, Mp1g15230.1","AT1G14020, AT2G03280, AT5G15740, AT3G02250"
OG0000342,"Mp2g11980.1, Mp2g11980.2, Mp1g20860.1","AT4G02340, AT4G15960, AT4G15955, AT2G26740, AT2G26750, AT3G05600"
OG0000343,"Mp6g14980.1, Mp6g14980.2","AT2G19860, AT4G29130, AT3G20040, AT1G50460"
OG0000345,"Mp3g23680.1, Mp3g24910.1, Mp8g17890.1, Mp8g17890.2, Mp4g04860.1","AT4G10850, AT1G66770, AT3G28007, AT5G62850"
OG0000346,Mp2g00760.1,"AT1G54690, AT1G08880"
OG0000347,"Mp3g07540.1, Mp5g11400.1, Mp5g11390.2, Mp5g11390.1, Mp5g16700.1, Mp5g16690.1, Mp5g16670.1, Mp5g16680.1, Mp5g16650.1, Mp5g16620.1, Mp5g16640.1, Mp5g16660.1, Mp5g16630.1","AT1G50720, AT4G26880, AT5G55110, AT1G11925, AT1G50650"
OG0000348,"Mp4g00200.1, Mp4g00180.1, Mp3g17660.2, Mp3g17660.1, Mp5g05560.1","AT1G62300, AT4G22070, AT4G04450, AT1G68150"
OG0000349,Mp1g16390.1,"AT5G49130, AT1G71870"
OG0000349,Mp3g04300.1,AT1G58340
OG0000350,"Mp7g14830.2, Mp7g14830.1, Mp8g17330.1","AT3G05020, AT5G27200, AT1G54630, AT1G54580, AT4G25050"
OG0000352,"Mp4g11450.2, Mp4g11450.1, Mp4g11450.4, Mp4g11450.3","AT4G10610, AT1G32790, AT3G49390, AT3G14450, AT1G53650"
OG0000353,"Mp4g11950.1, Mp4g11950.2, Mp4g11930.1","AT1G04120, AT3G13090, AT3G13100, AT3G13080, AT3G60970"
OG0000354,"Mp3g07210.2, Mp3g07210.1","AT5G62800, AT5G37910, AT5G37900, AT5G37890, AT5G37870, AT1G66610, AT1G66620, AT1G66630, AT5G37930, AT1G66660, AT1G66650"
OG0000355,"Mp6g02000.2, Mp6g02000.1","AT1G25530, AT5G40780, AT1G48640, AT1G24400, AT1G67640"
OG0000356,Mp5g20010.1,"AT1G24200, AT1G70030, AT5G15040, AT5G15025"
OG0000356,Mp3g02880.1,"AT1G24190, AT1G70060, AT5G15020, AT3G01320"
OG0000357,"Mp3g03160.1, Mp3g03160.2, Mp3g03160.3, Mp1g20790.2, Mp1g20790.4, Mp1g20790.3, Mp1g20790.1, Mp2g13590.2, Mp2g13590.1, Mp2g13570.1, Mp2g13580.1, Mp7g11130.1, Mp5g23380.1, Mp5g23370.1, Mp5g20220.1","AT1G09910, AT1G09890"
OG0000358,Mp1g20080.2,"AT1G65560, AT5G16970, AT5G16980, AT5G17000, AT5G16990, AT1G26320, AT3G03080, AT5G38000, AT5G37940, AT5G37980, AT5G16960, AT3G59845"
OG0000359,"Mp1g21860.1, Mp1g21860.2","AT1G52342, AT5G20370, AT3G13227, AT5G55980, AT1G24577, AT1G67910, AT3G56500"
OG0000361,"Mp4g19840.1, Mp4g19840.2, Mp4g19840.3, Mp4g19840.4","AT3G58480, AT3G13600, AT3G52870"
OG0000362,"Mp4g23320.1, Mp4g08220.1, Mp4g08870.1, Mp3g22180.1","AT3G57310, AT5G55450, AT5G55410, AT5G55460, AT5G48485, AT5G48490"
OG0000368,Mp5g10950.1,ATCG00020
OG0000369,"Mp8g18500.1, Mp8g18480.1, Mp8g18470.1, Mp8g18440.1, Mp8g18450.1, Mp8g18430.1, Mp8g18510.1, Mp2g00600.1, Mp4g12460.1, Mp4g02370.1",AT2G38290
OG0000371,Mp7g04800.1,"AT1G63420, AT3G61290, AT3G61280, AT2G45840, AT2G45830, AT3G61270, AT5G23850, AT3G48980, AT1G07220"
