TFBS_chr	TFBS_start	TFBS_end	kmer_motif_name	geneId	distanceToTSS	distanceToTSS (log10)	TFBS_name	TFBS_score	TFBS_strand	peak_chr	peak_start	peak_end	peak_cluster	HS_score	CK_score	HS_bound	CK_bound	HS_CK_log2fc	kmer_family
chr1	15156245	15156251	C10_NLP_21-C13_NLP_6-C2_NLP_18-C3_NLP_16-C5_NLP_9-C6_NLP_19-C7_NLP_4	Mp1g14880	23851	1.39534386935683	_C10_NLP_21-C13_NLP_6-C2_NLP_18-C3_NLP_16-C5_NLP_9-C6_NLP_19-C7_NLP_4	8.41279	-	chr1	15156220	15156853	C1	120.58317	117.2144	1	1	0.04028	NLP
chr1	15156261	15156268	C2_NAC_61-C6_NAC_77	Mp1g14880	23867	1.39562339435584	_C2_NAC_61-C6_NAC_77	3.79767	+	chr1	15156220	15156853	C1	120.58317	117.2144	1	1	0.04028	NAC
chr1	15156262	15156269	C2_MYB_38-C6_MYB_40	Mp1g14880	23868	1.39564085869612	_C2_MYB_38-C6_MYB_40	3.79767	+	chr1	15156220	15156853	C1	120.58317	117.2144	1	1	0.04028	MYB
chr1	15156262	15156269	C6_bZIP_43	Mp1g14880	23868	1.39564085869612	_C6_bZIP_43	3.79767	-	chr1	15156220	15156853	C1	120.58317	117.2144	1	1	0.04028	bZIP
chr1	15156310	15156317	C2_C2H2_36	Mp1g14880	23916	1.3964783222021	_C2_C2H2_36	3.67017	-	chr1	15156220	15156853	C1	119.10498	115.52153	1	1	0.04342	C2H2
chr1	15156311	15156317	C10_C2H2_28-C11_C2H2_6-C2_C2H2_33-C5_C2H2_10-C6_C2H2_40	Mp1g14880	23917	1.39649575219757	_C10_C2H2_28-C11_C2H2_6-C2_C2H2_33-C5_C2H2_10-C6_C2H2_40	8.28529	-	chr1	15156220	15156853	C1	119.10498	115.52153	1	1	0.04342	C2H2
chr1	15156311	15156318	C4_HSF_5-C5_HSF_1-C6_HSF_7	Mp1g14880	23917	1.39649575219757	_C4_HSF_5-C5_HSF_1-C6_HSF_7	3.79767	-	chr1	15156220	15156853	C1	119.10498	115.52153	1	1	0.04342	HSF
chr1	15156313	15156319	C6_AP2EREBP_120	Mp1g14880	23919	1.39653061009002	_C6_AP2EREBP_120	8.28529	-	chr1	15156220	15156853	C1	119.10498	115.52153	1	1	0.04342	AP2EREBP
chr1	15156381	15156388	C4_MADS_1	Mp1g14880	23987	1.39771411680447	_C4_MADS_1	3.67017	+	chr1	15156220	15156853	C1	96.65621	112.31313	1	1	-0.21299	MADS
chr1	15156539	15156545	C11_C2H2_3-C2_C2H2_8-C6_C2H2_12-C9_C2H2_4	Mp1g14880	24145	1.40045163995695	_C11_C2H2_3-C2_C2H2_8-C6_C2H2_12-C9_C2H2_4	8.28529	+	chr1	15156220	15156853	C1	57.68947	63.93808	1	1	-0.14418	C2H2
chr1	15156540	15156546	C2_MYB_19-C6_MYB_21-C9_MYB_9	Mp1g14880	24146	1.40046891121749	_C2_MYB_19-C6_MYB_21-C9_MYB_9	8.28529	-	chr1	15156220	15156853	C1	57.68947	63.93808	1	1	-0.14418	MYB
chr1	15156541	15156548	C6_C2H2_70	Mp1g14880	24147	1.4004861817912	_C6_C2H2_70	3.67017	-	chr1	15156220	15156853	C1	57.68947	63.93808	1	1	-0.14418	C2H2
chr1	15156564	15156570	C4_C2H2_37-C6_C2H2_57-C9_C2H2_25	Mp1g14880	24170	1.40088321554836	_C4_C2H2_37-C6_C2H2_57-C9_C2H2_25	8.28529	+	chr1	15156220	15156853	C1	54.50863	60.65986	1	1	-0.14967	C2H2
chr1	15156568	15156574	C10_ABI3VP1_10-C11_ABI3VP1_1-C13_ABI3VP1_3-C2_ABI3VP1_13-C3_ABI3VP1_4-C4_ABI3VP1_9-C5_ABI3VP1_4-C6_ABI3VP1_15-C7_ABI3VP1_4-C9_ABI3VP1_7	Mp1g14880	24174	1.4009522278609	_C10_ABI3VP1_10-C11_ABI3VP1_1-C13_ABI3VP1_3-C2_ABI3VP1_13-C3_ABI3VP1_4-C4_ABI3VP1_9-C5_ABI3VP1_4-C6_ABI3VP1_15-C7_ABI3VP1_4-C9_ABI3VP1_7	8.41279	+	chr1	15156220	15156853	C1	54.50863	60.65986	1	1	-0.14967	ABI3VP1
chr1	15157007	15157014	C4_MADS_1	Mp1g14880	24613	1.40846044950086	_C4_MADS_1	3.67017	+	chr1	15157005	15157461	C1	21.36968	21.52476	1	1	-0.00964	MADS
chr1	15157165	15157172	C3_TCP_77	Mp1g14880	24771	1.41113127093956	_C3_TCP_77	3.92517	-	chr1	15157005	15157461	C1	55.07706	71.66115	1	1	-0.36935	TCP
chr1	15157166	15157172	C2_LOBAS2_27-C3_LOBAS2_12	Mp1g14880	24772	1.41114812267431	_C2_LOBAS2_27-C3_LOBAS2_12	8.41279	+	chr1	15157005	15157461	C1	59.85522	76.76722	1	1	-0.34989	LOBAS2
chr1	15157178	15157185	C4_MADS_4	Mp1g14880	24784	1.41135029250428	_C4_MADS_4	3.67017	+	chr1	15157005	15157461	C1	86.04937	105.59111	1	1	-0.28988	MADS
chr1	15157260	15157267	C5_NAC_5	Mp1g14880	24866	1.41272927323753	_C5_NAC_5	3.67017	+	chr1	15157005	15157461	C1	161.59343	207.50318	1	1	-0.35732	NAC
chr1	15157277	15157284	C4_AP2EREBP_87	Mp1g14880	24883	1.41301461233425	_C4_AP2EREBP_87	9.60242	+	chr1	15157005	15157461	C1	161.59343	207.50318	1	1	-0.35732	AP2EREBP
chr1	15157297	15157303	C4_G2like_10	Mp1g14880	24903	1.41335006554824	_C4_G2like_10	8.28529	+	chr1	15157005	15157461	C1	132.86145	170.09136	1	1	-0.35225	G2like
chr1	15157308	15157314	C4_C2H2_37-C6_C2H2_57-C9_C2H2_25	Mp1g14880	24914	1.41353445443114	_C4_C2H2_37-C6_C2H2_57-C9_C2H2_25	8.28529	+	chr1	15157005	15157461	C1	127.23333	160.87793	1	1	-0.33436	C2H2
chr1	15157330	15157336	C2_MYB_19-C6_MYB_21-C9_MYB_9	Mp1g14880	24936	1.41390299750444	_C2_MYB_19-C6_MYB_21-C9_MYB_9	8.28529	-	chr1	15157005	15157461	C1	127.23333	157.02442	1	1	-0.29977	MYB
chr1	15157331	15157337	C4_TCP_43	Mp1g14880	24937	1.41391974203365	_C4_TCP_43	8.28529	+	chr1	15157005	15157461	C1	124.99187	156.01732	1	1	-0.31588	TCP
chr1	15157332	15157338	C2_AP2EREBP_105-C4_AP2EREBP_83-C5_AP2EREBP_38-C6_AP2EREBP_127-C9_AP2EREBP_57	Mp1g14880	24938	1.4139364859173	_C2_AP2EREBP_105-C4_AP2EREBP_83-C5_AP2EREBP_38-C6_AP2EREBP_127-C9_AP2EREBP_57	8.28529	-	chr1	15157005	15157461	C1	108.42645	146.65649	1	1	-0.42969	AP2EREBP
chr1	15157333	15157339	C2_AP2EREBP_74-C5_AP2EREBP_31-C6_AP2EREBP_93-C9_AP2EREBP_44	Mp1g14880	24939	1.41395322915541	_C2_AP2EREBP_74-C5_AP2EREBP_31-C6_AP2EREBP_93-C9_AP2EREBP_44	8.28529	-	chr1	15157005	15157461	C1	108.61379	146.65649	1	1	-0.42724	AP2EREBP
chr1	15157333	15157340	C4_AP2EREBP_144	Mp1g14880	24939	1.41395322915541	_C4_AP2EREBP_144	3.67017	+	chr1	15157005	15157461	C1	108.61379	146.65649	1	1	-0.42724	AP2EREBP
chr1	15157333	15157340	C6_C2C2gata_20	Mp1g14880	24939	1.41395322915541	_C6_C2C2gata_20	9.60242	-	chr1	15157005	15157461	C1	108.61379	146.65649	1	1	-0.42724	C2C2gata
chr1	15157334	15157341	C4_HSF_5-C5_HSF_1-C6_HSF_7	Mp1g14880	24940	1.41396997174806	_C4_HSF_5-C5_HSF_1-C6_HSF_7	3.79767	+	chr1	15157005	15157461	C1	108.9654	146.65649	1	1	-0.42266	HSF
chr1	15157335	15157341	C2_C2H2_31-C4_C2H2_27-C6_C2H2_36	Mp1g14880	24941	1.41398671369529	_C2_C2H2_31-C4_C2H2_27-C6_C2H2_36	8.28529	-	chr1	15157005	15157461	C1	108.9654	146.65649	1	1	-0.42266	C2H2
chr1	15157335	15157342	C2_WRKY_7	Mp1g14880	24941	1.41398671369529	_C2_WRKY_7	3.67017	-	chr1	15157005	15157461	C1	108.9654	146.65649	1	1	-0.42266	WRKY
chr1	15157335	15157342	C6_AP2EREBP_101	Mp1g14880	24941	1.41398671369529	_C6_AP2EREBP_101	9.60242	-	chr1	15157005	15157461	C1	108.9654	146.65649	1	1	-0.42266	AP2EREBP
chr1	15157368	15157375	C2_C2H2_36	Mp1g14880	24974	1.4145388361968	_C2_C2H2_36	3.67017	-	chr1	15157005	15157461	C1	121.71535	157.39756	1	1	-0.36623	C2H2
chr1	15157369	15157376	C2_WRKY_19	Mp1g14880	24975	1.41455555622922	_C2_WRKY_19	3.79767	+	chr1	15157005	15157461	C1	122.10247	157.39756	1	1	-0.36171	WRKY
chr1	15157371	15157378	C6_NAC_5	Mp1g14880	24977	1.41458899436304	_C6_NAC_5	3.67017	+	chr1	15157005	15157461	C1	135.38164	163.02432	1	1	-0.26491	NAC
chr1	15157372	15157379	C4_Trihelix_50	Mp1g14880	24978	1.41460571246455	_C4_Trihelix_50	3.79767	+	chr1	15157005	15157461	C1	136.33089	163.02432	1	1	-0.25496	Trihelix
chr1	15157380	15157387	C10_AP2EREBP_83-C3_AP2EREBP_71	Mp1g14880	24986	1.41473943411349	_C10_AP2EREBP_83-C3_AP2EREBP_71	3.92517	+	chr1	15157005	15157461	C1	136.33089	163.02432	1	1	-0.25496	AP2EREBP
chr1	15157381	15157387	C10_bHLH_23-C13_bHLH_6-C2_bHLH_31-C4_bHLH_19-C6_bHLH_34-C9_bHLH_11	Mp1g14880	24987	1.41475614642495	_C10_bHLH_23-C13_bHLH_6-C2_bHLH_31-C4_bHLH_19-C6_bHLH_34-C9_bHLH_11	8.41279	-	chr1	15157005	15157461	C1	136.33089	163.02432	1	1	-0.25496	bHLH
chr1	15157381	15157388	C10_AP2EREBP_69-C2_AP2EREBP_65-C4_AP2EREBP_56-C6_AP2EREBP_84	Mp1g14880	24987	1.41475614642495	_C10_AP2EREBP_69-C2_AP2EREBP_65-C4_AP2EREBP_56-C6_AP2EREBP_84	3.79767	+	chr1	15157005	15157461	C1	136.33089	163.02432	1	1	-0.25496	AP2EREBP
chr1	15157382	15157388	C6_AP2EREBP_120	Mp1g14880	24988	1.41477285809333	_C6_AP2EREBP_120	8.28529	-	chr1	15157005	15157461	C1	136.33089	163.02432	1	1	-0.25496	AP2EREBP
chr1	15163409	15163416	C10_C2H2_42	Mp1g14880	31015	1.50535350616019	_C10_C2H2_42	3.79767	+	chr1	15163394	15163554	C1	64.47292	74.39392	1	1	-0.20136	C2H2
chr1	15163470	15163476	C2_RWPRK_6-C6_RWPRK_7-C9_RWPRK_4	Mp1g14880	31076	1.50618020480416	_C2_RWPRK_6-C6_RWPRK_7-C9_RWPRK_4	8.28529	+	chr1	15163394	15163554	C1	63.61921	72.40985	1	1	-0.18199	RWPRK
chr1	15163471	15163477	C10_RWPRK_1-C13_RWPRK_1-C3_RWPRK_1	Mp1g14880	31077	1.50619374413925	_C10_RWPRK_1-C13_RWPRK_1-C3_RWPRK_1	8.28529	+	chr1	15163394	15163554	C1	59.73514	75.70204	1	1	-0.333	RWPRK
chr1	15163539	15163545	C10_MYB_7-C13_MYB_4-C2_MYB_6-C4_MYB_5-C6_MYB_8-C9_MYB_3	Mp1g14880	31145	1.50711343009751	_C10_MYB_7-C13_MYB_4-C2_MYB_6-C4_MYB_5-C6_MYB_8-C9_MYB_3	8.41279	+	chr1	15163394	15163554	C1	78.09095	94.16103	1	1	-0.26453	MYB
chr1	15164292	15164298	C4_TCP_24-C9_TCP_15	Mp1g14880	31898	1.51716949626712	_C4_TCP_24-C9_TCP_15	8.28529	+	chr1	15164268	15164880	C1	143.03131	180.7149	1	1	-0.33372	TCP
chr1	15164312	15164319	C10_BES1_3-C5_BES1_2-C6_BES1_3	Mp1g14880	31918	1.51743344089777	_C10_BES1_3-C5_BES1_2-C6_BES1_3	3.92517	-	chr1	15164268	15164880	C1	257.50819	337.27129	1	1	-0.38697	BES1
chr1	15164314	15164320	C10_FAR1_12-C13_FAR1_3-C2_FAR1_17-C3_FAR1_13-C4_FAR1_15-C5_FAR1_4-C6_FAR1_19-C9_FAR1_9	Mp1g14880	31920	1.51745982654023	_C10_FAR1_12-C13_FAR1_3-C2_FAR1_17-C3_FAR1_13-C4_FAR1_15-C5_FAR1_4-C6_FAR1_19-C9_FAR1_9	8.41279	-	chr1	15164268	15164880	C1	257.50819	337.27129	1	1	-0.38697	FAR1
chr1	15164315	15164321	C6_C2H2_80	Mp1g14880	31921	1.51747301876034	_C6_C2H2_80	8.28529	-	chr1	15164268	15164880	C1	257.50819	337.27129	1	1	-0.38697	C2H2
chr1	15164411	15164417	C13_TCP_15-C4_TCP_36-C5_TCP_13-C7_TCP_3	Mp1g14880	32017	1.51873760973128	_C13_TCP_15-C4_TCP_36-C5_TCP_13-C7_TCP_3	8.41279	+	chr1	15164268	15164880	C1	270.98437	343.34167	1	1	-0.33947	TCP
chr1	15164421	15164427	C10_MYB_7-C13_MYB_4-C2_MYB_6-C4_MYB_5-C6_MYB_8-C9_MYB_3	Mp1g14880	32027	1.51886912644293	_C10_MYB_7-C13_MYB_4-C2_MYB_6-C4_MYB_5-C6_MYB_8-C9_MYB_3	8.41279	-	chr1	15164268	15164880	C1	270.98437	315.54191	1	1	-0.2183	MYB
chr1	15164421	15164429	C10_AP2EREBP_63-C6_AP2EREBP_74	Mp1g14880	32027	1.51886912644293	_C10_AP2EREBP_63-C6_AP2EREBP_74	5.2423	+	chr1	15164268	15164880	C1	270.98437	315.54191	1	1	-0.2183	AP2EREBP
chr1	15164422	15164429	C10_AP2EREBP_38-C6_AP2EREBP_41	Mp1g14880	32028	1.51888227592387	_C10_AP2EREBP_38-C6_AP2EREBP_41	9.85742	-	chr1	15164268	15164880	C1	270.98437	315.54191	1	1	-0.2183	AP2EREBP
chr1	15164422	15164430	C3_C2H2_21	Mp1g14880	32028	1.51888227592387	_C3_C2H2_21	5.3698	-	chr1	15164268	15164880	C1	270.98437	315.54191	1	1	-0.2183	C2H2
chr1	15164472	15164478	C10_bZIP_71	Mp1g14880	32078	1.51953924286291	_C10_bZIP_71	8.41279	-	chr1	15164268	15164880	C1	224.42216	266.96748	1	1	-0.24866	bZIP
chr1	15164512	15164518	C4_C2H2_37-C6_C2H2_57-C9_C2H2_25	Mp1g14880	32118	1.52006410180879	_C4_C2H2_37-C6_C2H2_57-C9_C2H2_25	8.28529	+	chr1	15164268	15164880	C1	247.45351	331.83603	1	1	-0.42072	C2H2
chr1	15164520	15164526	C10_MYB_7-C13_MYB_4-C2_MYB_6-C4_MYB_5-C6_MYB_8-C9_MYB_3	Mp1g14880	32126	1.52016899752378	_C10_MYB_7-C13_MYB_4-C2_MYB_6-C4_MYB_5-C6_MYB_8-C9_MYB_3	8.41279	-	chr1	15164268	15164880	C1	247.45351	331.83603	1	1	-0.42072	MYB
chr1	15164556	15164562	C2_MYBrelated_1-C7_MYBrelated_1	Mp1g14880	32162	1.52064071496542	_C2_MYBrelated_1-C7_MYBrelated_1	8.28529	+	chr1	15164268	15164880	C1	251.80787	309.7663	1	1	-0.29698	MYBrelated
chr1	15164592	15164599	C2_AP2EREBP_115	Mp1g14880	32198	1.5211119205978	_C2_AP2EREBP_115	3.79767	+	chr1	15164268	15164880	C1	293.81229	389.9209	1	1	-0.40616	AP2EREBP
chr1	15164672	15164678	C13_AP2EREBP_4-C4_AP2EREBP_10	Mp1g14880	32278	1.52215721740642	_C13_AP2EREBP_4-C4_AP2EREBP_10	8.28529	+	chr1	15164268	15164880	C1	381.07377	493.82833	1	1	-0.37242	AP2EREBP
chr1	15164746	15164752	C9_MYBrelated_5	Mp1g14880	32352	1.52312188211824	_C9_MYBrelated_5	8.28529	-	chr1	15164268	15164880	C1	189.10798	241.54794	1	1	-0.3502	MYBrelated
chr1	15164747	15164753	C13_Homeobox_2	Mp1g14880	32353	1.52313490346542	_C13_Homeobox_2	8.28529	-	chr1	15164268	15164880	C1	189.10798	241.54794	1	1	-0.3502	Homeobox
chr1	15164804	15164810	C2_G2like_1-C4_G2like_2-C5_G2like_1-C6_G2like_1-C9_G2like_1	Mp1g14880	32410	1.52387647563813	_C2_G2like_1-C4_G2like_2-C5_G2like_1-C6_G2like_1-C9_G2like_1	8.28529	-	chr1	15164268	15164880	C1	73.89117	108.30163	1	1	-0.54086	G2like
chr1	15164804	15164811	C2_C2H2_36	Mp1g14880	32410	1.52387647563813	_C2_C2H2_36	3.67017	-	chr1	15164268	15164880	C1	73.89117	108.30163	1	1	-0.54086	C2H2
chr1	15164804	15164811	C2_LOBAS2_23	Mp1g14880	32410	1.52387647563813	_C2_LOBAS2_23	9.72992	-	chr1	15164268	15164880	C1	73.89117	108.30163	1	1	-0.54086	LOBAS2
chr1	15164804	15164811	C4_WRKY_15	Mp1g14880	32410	1.52387647563813	_C4_WRKY_15	3.79767	+	chr1	15164268	15164880	C1	73.89117	108.30163	1	1	-0.54086	WRKY
chr1	15164805	15164811	C10_LOBAS2_17-C2_LOBAS2_26-C4_LOBAS2_13-C5_LOBAS2_5-C6_LOBAS2_19-C9_LOBAS2_18	Mp1g14880	32411	1.5238894743805	_C10_LOBAS2_17-C2_LOBAS2_26-C4_LOBAS2_13-C5_LOBAS2_5-C6_LOBAS2_19-C9_LOBAS2_18	8.41279	-	chr1	15164268	15164880	C1	73.87444	108.19745	1	1	-0.53981	LOBAS2
chr1	15164805	15164812	C6_C2H2_70	Mp1g14880	32411	1.5238894743805	_C6_C2H2_70	3.67017	-	chr1	15164268	15164880	C1	73.87444	108.19745	1	1	-0.53981	C2H2
chr1	15164858	15164865	C4_MADS_1	Mp1g14880	32464	1.52457785157257	_C4_MADS_1	3.67017	-	chr1	15164268	15164880	C1	30.45911	39.91905	1	1	-0.37138	MADS
chr1	15779963	15779970	C4_ND_7	Mp1g15530	12506	1.13052674538416	_C4_ND_7	3.67017	-	chr1	15779956	15780070	C1	24.33905	24.47545	1	1	-0.00752	ND
chr1	15779971	15779977	C1_TCP_36-C10_TCP_89-C11_TCP_10-C13_TCP_30-C2_TCP_80-C3_TCP_74-C4_TCP_87-C6_TCP_106-C9_TCP_46	Mp1g15530	12514	1.13078391458896	_C1_TCP_36-C10_TCP_89-C11_TCP_10-C13_TCP_30-C2_TCP_80-C3_TCP_74-C4_TCP_87-C6_TCP_106-C9_TCP_46	8.54029	-	chr1	15779956	15780070	C1	24.38442	25.02142	1	1	-0.03473	TCP
chr1	15779971	15779978	C6_C2H2_61	Mp1g15530	12514	1.13078391458896	_C6_C2H2_61	3.79767	-	chr1	15779956	15780070	C1	24.38442	25.02142	1	1	-0.03473	C2H2
chr1	15779973	15779981	C3_C2H2_21	Mp1g15530	12516	1.13084818310286	_C3_C2H2_21	5.3698	+	chr1	15779956	15780070	C1	24.38442	25.02142	1	1	-0.03473	C2H2
chr1	15779975	15779982	C4_BBRBPC_4	Mp1g15530	12518	1.13091244210747	_C4_BBRBPC_4	3.79767	-	chr1	15779956	15780070	C1	24.38442	25.02142	1	1	-0.03473	BBRBPC
chr1	15779976	15779984	C3_NLP_12	Mp1g15530	12519	1.13094456804468	_C3_NLP_12	5.2423	-	chr1	15779956	15780070	C1	24.38442	25.02142	1	1	-0.03473	NLP
chr1	15779980	15779987	C6_bZIP_43	Mp1g15530	12523	1.13107304803435	_C6_bZIP_43	3.79767	-	chr1	15779956	15780070	C1	24.38442	25.02142	1	1	-0.03473	bZIP
chr1	15779984	15779991	C2_C2C2gata_5-C4_C2C2gata_6-C9_C2C2gata_3	Mp1g15530	12527	1.13120149002623	_C2_C2C2gata_5-C4_C2C2gata_6-C9_C2C2gata_3	3.79767	-	chr1	15779956	15780070	C1	24.38442	25.02142	1	1	-0.03473	C2C2gata
chr1	15779985	15779992	C4_C2C2YABBY_6	Mp1g15530	12528	1.13123359458969	_C4_C2C2YABBY_6	3.67017	+	chr1	15779956	15780070	C1	23.53178	25.02142	1	1	-0.08255	C2C2YABBY
chr1	15779985	15779992	C6_C2C2gata_20	Mp1g15530	12528	1.13123359458969	_C6_C2C2gata_20	3.67017	+	chr1	15779956	15780070	C1	23.53178	25.02142	1	1	-0.08255	C2C2gata
chr1	15779986	15779992	C2_AP2EREBP_74-C5_AP2EREBP_31-C6_AP2EREBP_93-C9_AP2EREBP_44	Mp1g15530	12529	1.13126569678003	_C2_AP2EREBP_74-C5_AP2EREBP_31-C6_AP2EREBP_93-C9_AP2EREBP_44	8.28529	+	chr1	15779956	15780070	C1	23.53178	25.02142	1	1	-0.08255	AP2EREBP
chr1	15779986	15779993	C4_ND_7	Mp1g15530	12529	1.13126569678003	_C4_ND_7	3.67017	-	chr1	15779956	15780070	C1	23.53178	25.02142	1	1	-0.08255	ND
chr1	15779998	15780004	C10_RWPRK_1-C13_RWPRK_1-C3_RWPRK_1	Mp1g15530	12541	1.13165073808954	_C10_RWPRK_1-C13_RWPRK_1-C3_RWPRK_1	8.28529	+	chr1	15779956	15780070	C1	17.86113	23.05212	0	1	-0.33859	RWPRK
chr1	15779998	15780005	C4_C2C2YABBY_6	Mp1g15530	12541	1.13165073808954	_C4_C2C2YABBY_6	3.67017	+	chr1	15779956	15780070	C1	17.86113	23.05212	0	1	-0.33859	C2C2YABBY
chr1	16001441	16001447	C6_LOBAS2_6-C9_LOBAS2_7	Mp1g15780	-3924	-0.692318044259279	_C6_LOBAS2_6-C9_LOBAS2_7	8.41279	+	chr1	16001392	16001508	C1	24.16546	24.95562	1	1	-0.04331	LOBAS2
chr1	16001446	16001453	C4_FAR1_24	Mp1g15780	-3918	-0.691788524402698	_C4_FAR1_24	3.79767	+	chr1	16001392	16001508	C1	24.16546	24.95562	1	1	-0.04331	FAR1
chr1	16001450	16001457	C4_NAC_1	Mp1g15780	-3914	-0.691435152144062	_C4_NAC_1	3.67017	+	chr1	16001392	16001508	C1	21.0882	22.97641	1	1	-0.11454	NAC
chr1	16001451	16001458	C6_NAC_5	Mp1g15780	-3913	-0.691346764134822	_C6_NAC_5	3.67017	-	chr1	16001392	16001508	C1	21.0882	22.97641	1	1	-0.11454	NAC
chr1	16001453	16001460	C2_WRKY_19	Mp1g15780	-3911	-0.691169934131604	_C2_WRKY_19	3.79767	-	chr1	16001392	16001508	C1	20.41141	22.10617	1	1	-0.10625	WRKY
chr1	16001458	16001465	C5_NAC_5	Mp1g15780	-3906	-0.690727543870367	_C5_NAC_5	3.67017	+	chr1	16001392	16001508	C1	20.41141	18.38	1	0	0.13862	NAC
chr1	16002420	16002426	C6_G2like_9	Mp1g15780	-2945	-0.596047007545439	_C6_G2like_9	8.28529	-	chr1	16002413	16002512	C1	23.44385	23.86278	1	1	-0.02378	G2like
chr1	16002421	16002427	C10_BZR_9-C2_BZR_19-C4_BZR_14-C6_BZR_22-C9_BZR_9	Mp1g15780	-2944	-0.595936906269174	_C10_BZR_9-C2_BZR_19-C4_BZR_14-C6_BZR_22-C9_BZR_9	8.41279	+	chr1	16002413	16002512	C1	23.44385	23.86278	1	1	-0.02378	BZR
chr1	16002429	16002435	C2_RWPRK_7-C6_RWPRK_8	Mp1g15780	-2936	-0.595055089759304	_C2_RWPRK_7-C6_RWPRK_8	8.28529	+	chr1	16002413	16002512	C1	21.38309	20.22023	1	1	0.07437	RWPRK
chr1	16002443	16002450	C6_BZR_20	Mp1g15780	-2921	-0.593396842300207	_C6_BZR_20	3.79767	-	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	BZR
chr1	16002445	16002451	C10_BZR_9-C2_BZR_19-C4_BZR_14-C6_BZR_22-C9_BZR_9	Mp1g15780	-2920	-0.593286067020457	_C10_BZR_9-C2_BZR_19-C4_BZR_14-C6_BZR_22-C9_BZR_9	8.41279	-	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	BZR
chr1	16002447	16002453	C2_SBP_16-C4_SBP_14-C5_SBP_3-C6_SBP_19	Mp1g15780	-2918	-0.593064431658718	_C2_SBP_16-C4_SBP_14-C5_SBP_3-C6_SBP_19	8.41279	-	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	SBP
chr1	16002450	16002457	C6_C2H2_61	Mp1g15780	-2914	-0.592620821321982	_C6_C2H2_61	3.79767	-	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	C2H2
chr1	16002451	16002457	C1_MYB_3-C10_MYB_24-C2_MYB_23-C3_MYB_13-C4_MYB_26-C5_MYB_13-C6_MYB_31-C9_MYB_13	Mp1g15780	-2914	-0.592620821321982	_C1_MYB_3-C10_MYB_24-C2_MYB_23-C3_MYB_13-C4_MYB_26-C5_MYB_13-C6_MYB_31-C9_MYB_13	8.41279	-	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	MYB
chr1	16002458	16002464	C10_LOBAS2_11-C2_LOBAS2_15-C3_LOBAS2_4-C6_LOBAS2_5-C7_LOBAS2_2-C9_LOBAS2_6	Mp1g15780	-2907	-0.591843411224784	_C10_LOBAS2_11-C2_LOBAS2_15-C3_LOBAS2_4-C6_LOBAS2_5-C7_LOBAS2_2-C9_LOBAS2_6	8.41279	-	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	LOBAS2
chr1	16002459	16002465	C2_LOBAS2_27-C3_LOBAS2_12	Mp1g15780	-2906	-0.591732238951836	_C2_LOBAS2_27-C3_LOBAS2_12	8.41279	+	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	LOBAS2
chr1	16002469	16002475	C2_LOBAS2_27-C3_LOBAS2_12	Mp1g15780	-2896	-0.590618948206578	_C2_LOBAS2_27-C3_LOBAS2_12	8.41279	+	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	LOBAS2
chr1	16002470	16002477	C4_BZR_13	Mp1g15780	-2894	-0.590395947184013	_C4_BZR_13	3.79767	-	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	BZR
chr1	16002471	16002478	C2_C2H2_77-C6_C2H2_98	Mp1g15780	-2893	-0.590284403718162	_C2_C2H2_77-C6_C2H2_98	9.85742	+	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	C2H2
chr1	16002471	16002478	C4_C2H2_20	Mp1g15780	-2893	-0.590284403718162	_C4_C2H2_20	3.79767	+	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	C2H2
chr1	16002472	16002479	C2_BZR_18	Mp1g15780	-2892	-0.590172831596314	_C2_BZR_18	3.79767	+	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	BZR
chr1	16002472	16002479	C4_Trihelix_50	Mp1g15780	-2892	-0.590172831596314	_C4_Trihelix_50	3.79767	-	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	Trihelix
chr1	16002472	16002479	C6_C2H2_61	Mp1g15780	-2892	-0.590172831596314	_C6_C2H2_61	3.79767	-	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	C2H2
chr1	16002473	16002480	C2_BZR_14	Mp1g15780	-2891	-0.590061230803743	_C2_BZR_14	3.79767	-	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	BZR
chr1	16002474	16002481	C4_C2C2YABBY_5	Mp1g15780	-2890	-0.589949601325708	_C4_C2C2YABBY_5	3.67017	+	chr1	16002413	16002512	C1	34.05256	32.01918	1	1	0.08432	C2C2YABBY
