a,b,d,T,a_OCR,AverageShortestPathLength,b_OCR,BetweennessCentrality,ClosenessCentrality,cluster,ClusteringCoefficient,D_HS a,D_HS b,D_HS d,D_HS T,d_OCR,Degree,description,dko_HS,dko_HS_oc,Eccentricity,family,hsfa_HS,hsfa_HS_oc,hsfb_HS,hsfb_HS_oc,IsSingleNode,Matching.Attribute,Matching.Attribute.1,Matching.Attribute.2,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,OCR_to_TSS,PartnerOfMultiEdgedNodePairs,Peak,Radiality,selected,SelfLoops,shared name,Stress,T_OCR,Tak1_HS,Tak1_HS_oc,TF,TopologicalCoefficient,U_HS a,U_HS b,U_HS d,U_HS T
U,U,U,U,,4.6717914438502675,,0,0.2140506510230362,C4,0,,,,,,1,,0.927655605,,8,,1.511843517,,0.607462259,,FALSE,Mp1g25870,Mp1g25870,Mp1g25870,Mp1g25870,35,0,1,,0,,0.9660019310754605,FALSE,0,Mp1g25870,0,,0.324480695,,,0,,,,
,D,,D,,4.068181818181818,,0,0.24581005586592178,C1,0,,,,,,1,,-0.361326165,,7,,0.12498829,,-1.502122071,,FALSE,Mp5g11030,Mp5g11030,Mp5g11030,Mp5g11030,81,0,1,,0,,0.9715909090909092,FALSE,0,Mp5g11030,0,,-1.356045109,,,0,,,,
D,,,D,,4.608288770053476,,0,0.2170002901073397,C1,0,,,,,,1,,-0.525435854,,7,,-0.682496744,,-0.40205507,,FALSE,Mp4g03530,Mp4g03530,Mp4g03530,Mp4g03530,36,0,1,,0,,0.9665899187958011,FALSE,0,Mp4g03530,0,,-0.763849919,,,0,,,,
,D,,,,4.873663101604278,,0,0.20518447400905224,C1,0,,,,,,1,,1.054675101,,8,,0.376822552,,-2.357012087,,FALSE,Mp1g27550,Mp1g27550,Mp1g27550,Mp1g27550,23,0,1,,0,,0.9641327490592196,FALSE,0,Mp1g27550,0,,-0.614769855,,,0,,,,
D,D,D,D,,3.751336898395722,,0,0.2665716322166785,C6,1,,,,,,2,,-1.131285849,,7,,-1.142816444,,-0.63258918,,FALSE,Mp1g09210,Mp1g09210,Mp1g09210,Mp1g09210,89.5,0,2,,0,,0.9745246583481878,FALSE,0,Mp1g09210,0,,-1.03612563,,,0.559375,,,,
D,D,D,,,5.182486631016043,,0,0.19295756481362053,C2,0,,,,,,1,,-1.474169473,,9,,-0.414131379,,-0.287934092,,FALSE,Mp4g01480,Mp4g01480,Mp4g01480,Mp4g01480,30,0,1,,0,,0.9612732719350366,FALSE,0,Mp4g01480,0,,0.27556499,,,0,,,,
U,,,,,4.060160427807487,,7.097928564188039E-4,0.24629568653276257,C4,0,,,,,,2,,0.65280562,,7,,1.377632004,,0.674969872,,FALSE,Mp2g15260,Mp2g15260,Mp2g15260,Mp2g15260,72,0,2,,0,,0.9716651812240047,FALSE,0,Mp2g15260,14960,,0.214029323,,,0.5071428571428571,,,,
,D,,,,3.532754010695187,,0.010466185482755236,0.28306527909176915,C6,0,,,,,,13,"transcription factor, bHLH",-1.141955325,,7,bHLH,-0.876818778,,-1.529309101,,FALSE,Mp8g04130,Mp8g04130,Mp8g04130,Mp8g04130,7.846153846153846,0,13,,0,,0.9765485739750446,FALSE,0,Mp8g04130,98648,,0.112949284,,MpBHLH24,0.085576923,,,,
U,,U,,,4.813502673796791,,0,0.20774892376058882,C4,0,,,,,,1,,1.239038726,,7,,2.321902258,,-1.013372728,,FALSE,Mp6g08020,Mp6g08020,Mp6g08020,Mp6g08020,35,0,1,,0,,0.9646897900574372,FALSE,0,Mp6g08020,0,,0.924538611,,,0,,,,
D,D,D,D,,4.456550802139038,,0,0.22438878056097192,C1,0,,,,,,1,,-0.497670486,,8,,-0.833385135,,-1.310531666,,FALSE,Mp6g11440,Mp6g11440,Mp6g11440,Mp6g11440,64,0,1,,0,,0.9679948999801942,FALSE,0,Mp6g11440,0,,-0.858516721,,,0,,,,
D,,,,,3.644385026737968,,1.5898160526374615E-4,0.27439471753484956,C1,0.6666666666666666,,,,,,3,,-0.848086846,,6,,-0.587198212,,-0.332632788,,FALSE,Mp8g06360,Mp8g06360,Mp8g06360,Mp8g06360,87,0,3,,0,,0.9755149534561299,FALSE,0,Mp8g06360,4466,,-0.729801446,,,0.4084507042253521,,,,
,U,,U,,4.362967914438503,,0,0.229201777,C2,0,,,,,,1,,-1.187844138,,8,,-0.649995694,,1.00355404,,FALSE,Mp3g18160,Mp3g18160,Mp3g18160,Mp3g18160,24,0,1,,0,,0.9688614081996435,FALSE,0,Mp3g18160,0,,1.746302623,,,0,,,,
,D,,,,3.572860962566845,,0.006134431,0.27988774555659496,C1,0.16666666666666666,,,,,,4,,-0.075072021,,7,,-0.430440577,,-1.238984917,,FALSE,Mp3g16640,Mp3g16640,Mp3g16640,Mp3g16640,71,0,4,,0,,0.9761772133095662,FALSE,0,Mp3g16640,122188,,-0.989268389,,,0.2722007722007722,,,,
D,D,,D,,4.072860962566845,,3.2339483394534265E-4,0.2455276546857049,C6,0,,,,,,2,,0.327232654,,7,,-1.244402584,,-0.361770451,,FALSE,Mp3g14120,Mp3g14120,Mp3g14120,Mp3g14120,48,0,2,,0,,0.9715475836799365,FALSE,0,Mp3g14120,21364,,-0.721076795,,,0.5402298850574713,,,,
D,,,,,4.917780748663102,up,0,0.2033437542476553,C2,0,,,,,,1,,-1.097597828,0.409168481,8,,-2.186047809,0.531929789,1.083666988,1.25864937,FALSE,Mp7g17960,Mp7g17960,Mp7g17960,Mp7g17960,8,0,1,3' UTR,0,chr7.19951677.19952379,0.9637242523271935,FALSE,0,Mp7g17960,0,up,0.458136982,1.118002681,,0,,,,
U,U,U,U,,3.721925134,,0.002786248,0.2686781609195402,C4,0,,,,,,3,,0.980011254,,7,,0.746718663,,0.814159557,,FALSE,Mp7g06000,Mp7g06000,Mp7g06000,Mp7g06000,56.666666666666664,0,3,,0,,0.9747969895028719,FALSE,0,Mp7g06000,54212,,0.637761834,,,0.3436213991769547,,,,
U,D,,,down,4.389037433,,0,0.2278403898872982,C5,0,,,,,down,1,,0.226861127,-1.451878137,7,,2.380632019,-1.261882176,-1.384221752,-0.352985738,FALSE,Mp2g05630,Mp2g05630,Mp2g05630,Mp2g05630,24,0,1,Promoter,0,chr2.5831120.5831571,0.9686200237670826,FALSE,0,Mp2g05630,0,,-0.759126544,-0.38965186,,0,,,,
D,D,,,,4.229278075,,2.482661342139108E-4,0.23644697328907854,C1,0.3333333333333333,,,,,,3,,0.958200249,,7,,-1.132956354,,-1.25567236,,FALSE,Mp7g08820,Mp7g08820,Mp7g08820,Mp7g08820,51,0,3,,0,,0.9700992770845711,FALSE,0,Mp7g08820,7566,,-0.158835508,,,0.41530054644808745,,,,
,U,,U,,4.929812834224599,up,0,0.20284745762711864,C2,0,,,,,,1,,-0.953202464,-0.166004695,8,,-0.684703656,0.091463728,0.858738935,1.419079907,FALSE,Mp3g02240,Mp3g02240,Mp3g02240,Mp3g02240,17,0,1,3' UTR,0,chr3.2281639.2282199,0.963612844,FALSE,0,Mp3g02240,0,up,1.640460204,1.164030648,,0,,,,
U,U,U,,up,6.034759358,up,0,0.16570669029685423,C7,0,,,,,,1,,1.615399409,-0.059559895,10,,0.271437763,1.703053525,1.083259985,1.516551676,FALSE,Mp6g05730,Mp6g05730,Mp6g05730,Mp6g05730,6,0,1,"Exon (Mp6g05730.1/Mp6g05730, exon 2 of 3)",0,chr6.6251697.6251814,0.9533818577936225,FALSE,0,Mp6g05730,0,,-0.480588684,-0.044513205,,0,,,,
U,D,,,,6.044117647058823,,0,0.1654501216545012,C5,0,,,,,,1,,-0.234116056,,9,,2.702831245,,-1.389401418,,FALSE,Mp3g18480,Mp3g18480,Mp3g18480,Mp3g18480,9,0,1,,0,,0.9532952069716776,FALSE,0,Mp3g18480,0,,0.648837005,,,0,,,,
,U,,U,,4.659759358,,0,0.21460335676373546,C2,0,,,,,,1,,-0.178460878,,8,,0.104898084,,1.573257673,,FALSE,Mp3g24290,Mp3g24290,Mp3g24290,Mp3g24290,34,0,1,,0,,0.966113339,FALSE,0,Mp3g24290,0,,1.123496197,,,0,,,,
U,,,,,4.752673796791444,,3.32143460570265E-5,0.21040787623066104,C3,0,,,,,,2,,0.223263455,,7,,0.714463177,,1.136182951,,FALSE,Mp7g12260,Mp7g12260,Mp7g12260,Mp7g12260,17.5,0,2,,0,,0.9652530204000792,FALSE,0,Mp7g12260,1542,,0.547255768,,,0.532258065,,,,
D,D,,D,,3.8168449197860963,,6.675095002605772E-4,0.26199649737302977,C1,0.3333333333333333,,,,,,4,,0.460687566,,6,,-0.94240787,,-1.439285627,,FALSE,Mp3g15330,Mp3g15330,Mp3g15330,Mp3g15330,55.5,0,4,,0,,0.9739181025945732,FALSE,0,Mp3g15330,37400,,-0.736948737,,,0.319364162,,,,
,,,U,,3.693850267379679,,8.962310714215723E-4,0.27072023163228376,C3,0,,,,,,2,,0.173430399,,7,,1.041600136,,0.738066232,,FALSE,Mp1g02210,Mp1g02210,Mp1g02210,Mp1g02210,89,0,2,,0,,0.9750569419687067,FALSE,0,Mp1g02210,28676,,1.358716851,,,0.5057471264367817,,,,
,,U,,,4.801470588235294,,0.004371659,0.20826952526799386,C4,0,,,,,,2,,1.957457925,,7,,-0.152474818,,-1.320052545,,FALSE,Mp6g21240,Mp6g21240,Mp6g21240,Mp6g21240,22.5,0,2,,0,,0.9648011982570807,FALSE,0,Mp6g21240,167394,,0.52267688,,,0.5119047619047619,,,,
,D,,D,,3.341577540106952,,0.023222985492960587,0.29925985197039406,C1,0.052631579,,V,,V,,41,"transcription factor, AP2/ERF",-0.494293175,,7,AP2/ERF,-0.233515747,,-1.011058116,,FALSE,Mp2g11080,Mp2g11080,Mp2g11080,Mp2g11080,12.342105263157896,0,41,,3,,0.9783187264804911,FALSE,0,Mp2g11080,446920,,-1.183955127,,MpERF4,0.043699577410679986,,,,
,U,,U,,3.978609625668449,up,7.834500860997974E-4,0.2513440860215054,C2,0.3333333333333333,,,,,,3,,-0.195128492,-0.850429118,7,,-0.028150155,-0.56845622,0.633937137,1.815201715,FALSE,Mp7g11430,Mp7g11430,Mp7g11430,Mp7g11430,45,0,3,"Exon (Mp7g11430.1/Mp7g11430, exon 12 of 12)",0,chr7.12703139.12703474,0.9724202812438106,FALSE,0,Mp7g11430,16140,,1.807093542,1.067312428,,0.36314363143631434,,,,
,,,D,,3.857620320855615,,5.797827579015775E-4,0.25922717033443077,C6,0.3333333333333333,,,,,,3,,-0.290859184,,7,,0.199595837,,0.432678429,,FALSE,Mp7g11760,Mp7g11760,Mp7g11760,Mp7g11760,64.66666666666667,0,3,,0,,0.9735405525846702,FALSE,0,Mp7g11760,18368,,-1.640862019,,,0.3762183235867446,,,,
,D,,,,4.298128342245989,,0,0.23265940902021776,C1,0,,,,,,1,,0.774314031,,8,,1.164363986,,-2.464855072,,FALSE,Mp1g26910,Mp1g26910,Mp1g26910,Mp1g26910,65,0,1,,0,,0.9694617746088334,FALSE,0,Mp1g26910,0,,-0.962623125,,,0,,,,
,,D,D,down,4.608288770053476,,0,0.2170002901073397,C6,0,,,,,,1,,-1.443105846,-1.534093332,7,,-0.511508343,-1.510388868,0.047336349,0.622291761,FALSE,Mp2g04740,Mp2g04740,Mp2g04740,Mp2g04740,36,0,1,Promoter,0,chr2.5003860.5003965,0.9665899187958011,FALSE,0,Mp2g04740,0,,-1.123134888,-0.169672427,,0,,,,
,D,,,,3.7232620320855614,,0.001863695,0.26858168761220824,C1,0,,,,,,3,,0.234713461,,7,,0.203976791,,-1.462173084,,FALSE,Mp8g04650,Mp8g04650,Mp8g04650,Mp8g04650,36,0,3,,0,,0.9747846108140226,FALSE,0,Mp8g04650,30710,,-0.741694085,,,0.3431372549019608,,,,
D,D,,D,,3.539438502673797,,0.00379623,0.28253068932955616,C1,0.2,,,,,,5,,0.07662273,,7,,-0.518317537,,-1.179733204,,FALSE,Mp6g03510,Mp6g03510,Mp6g03510,Mp6g03510,73.4,0,5,,0,,0.9764866805307981,FALSE,0,Mp6g03510,142472,,-1.207164986,,,0.2671532846715328,,,,
,,U,U,,3.7640374331550803,,0.001546674,0.265672172,C4,0.3333333333333333,,,,,,6,,1.587468699,,7,,-0.2796317,,-0.385673484,,FALSE,Mp4g19370,Mp4g19370,Mp4g19370,Mp4g19370,48.166666666666664,0,6,,0,,0.9744070608041197,FALSE,0,Mp4g19370,83680,,1.402259463,,,0.3,,,,
D,,,,,3.679144385026738,,8.022461404513763E-4,0.27180232558139533,C1,0.3333333333333333,,,,,,4,,-0.16344774,,6,,-1.495200003,,-0.918708856,,FALSE,Mp2g12520,Mp2g12520,Mp2g12520,Mp2g12520,78,0,4,,0,,0.9751931075460488,FALSE,0,Mp2g12520,28554,,-0.677367693,,,0.3470982142857143,,,,
,D,,,,3.9518716577540105,,4.2729390634211684E-4,0.25304465493910694,C1,0,,,,,,3,,1.182976205,,6,,-0.419441278,,-1.547441191,,FALSE,Mp8g02700,Mp8g02700,Mp8g02700,Mp8g02700,49,0,3,,0,,0.9726678550207962,FALSE,0,Mp8g02700,22202,,-0.912421329,,,0.366412214,,,,
U,,,,,3.7085561497326203,,0.001538751,0.26964671953857244,C5,0.3333333333333333,,,,,,3,,-0.418545606,,6,,1.360223278,,-0.254437223,,FALSE,Mp1g12880,Mp1g12880,Mp1g12880,Mp1g12880,71.33333333333333,0,3,,0,,0.9749207763913647,FALSE,0,Mp1g12880,30592,,0.295439153,,,0.3858695652173913,,,,
,D,,,down,4.141042780748663,,0,0.2414850686037127,C6,0,,,,,down,1,,-0.787877545,-1.615830854,8,,-0.561235401,-1.117031473,-1.57943065,-0.531716757,FALSE,Mp1g11070,Mp1g11070,Mp1g11070,Mp1g11070,69,0,1,Promoter,0,chr1.11336366.11337082,0.9709162705486235,FALSE,0,Mp1g11070,0,,-0.659428244,-0.119588191,,0,,,,
,D,,,,3.985294117647059,,5.520922753697938E-5,0.25092250922509224,C1,0.6666666666666666,,,,,,3,,-0.611422632,,7,,0.205907812,,-1.401392053,,FALSE,Mp6g20100,Mp6g20100,Mp6g20100,Mp6g20100,52.333333333333336,0,3,,0,,0.9723583877995643,FALSE,0,Mp6g20100,1396,,-0.8395436,,,0.39348370927318294,,,,
D,D,,D,,4.8883689839572195,,0,0.20456720907972104,C6,0,,,,,,1,,-0.146296561,,8,,-1.151574787,,-0.902173959,,FALSE,Mp7g06430,Mp7g06430,Mp7g06430,Mp7g06430,15,0,1,,0,,0.9639965834818776,FALSE,0,Mp7g06430,0,,-1.11186307,,,0,,,,
U,U,,U,,3.943850267379679,,0,0.2535593220338983,C4,0,,,,,,1,,0.320634451,,7,,1.522654806,,0.062466714,,FALSE,Mp8g03300,Mp8g03300,Mp8g03300,Mp8g03300,71,0,1,,0,,0.972742127,FALSE,0,Mp8g03300,0,,0.746924045,,,0,,,,
,U,,,,4.312165775,,0.001200354,0.23190203069291582,C2,0,,,,,,2,,-1.642619795,,7,,0.411916166,,0.742114648,,FALSE,Mp2g06140,Mp2g06140,Mp2g06140,Mp2g06140,25,0,2,,0,,0.969331798,FALSE,0,Mp2g06140,71824,,1.068249643,,,0.5217391304347826,,,,
,U,,U,,4.136363636363637,,6.290971456396594E-4,0.24175824175824173,C2,0,,,,,,3,,0.419738139,,8,,-0.680474318,,0.84622472,,FALSE,Mp5g01970,Mp5g01970,Mp5g01970,Mp5g01970,29.666666666666668,0,3,,0,,0.9709595959595959,FALSE,0,Mp5g01970,10536,,1.770136872,,,0.3412698412698413,,,,
,D,D,,,3.930481283,,0.013606182111348812,0.254421769,C6,0,,,,,,17,"transcription factor, GATA",-1.633782421,,7,GATA,-0.325422799,,-1.070615207,,FALSE,Mp5g09130,Mp5g09130,Mp5g09130,Mp5g09130,2.2941176470588234,0,17,,0,,0.9728659140423845,FALSE,0,Mp5g09130,224374,,-0.457448641,,MpGATA5,0.08627451,,,,
D,D,,,,4.520053475935829,,0,0.22123632061520257,C7,0,,,,,,1,,1.477648517,,7,,-1.058372765,,-1.360540971,,FALSE,Mp1g03750,Mp1g03750,Mp1g03750,Mp1g03750,79,0,1,,0,,0.9674069122598534,FALSE,0,Mp1g03750,0,,-0.338572871,,,0,,,,
D,D,D,D,,4.334224598930481,,0.001529015,0.23072177668106109,C2,0.3333333333333333,,,,,,3,,-0.989382747,,8,,-0.607466747,,-0.942835585,,FALSE,Mp3g14380,Mp3g14380,Mp3g14380,Mp3g14380,36,0,3,,0,,0.96912755,FALSE,0,Mp3g14380,40286,,0.157476467,,,0.37543859649122807,,,,
U,,D,D,,4.137032085561497,,0,0.24171917918888353,C6,1,,,,,,2,,-0.468685851,,7,,0.634521468,,-0.064181948,,FALSE,Mp1g26540,Mp1g26540,Mp1g26540,Mp1g26540,40.5,0,2,,0,,0.9709534066151713,FALSE,0,Mp1g26540,0,,-1.794972562,,,0.6044776119402985,,,,
D,D,D,D,,3.608288770053476,,0.006776171,0.27713968136346795,C1,0.26666666666666666,,,,,,6,,-0.756741221,,7,,-0.373845687,,-1.355492487,,FALSE,Mp3g04300,Mp3g04300,Mp3g04300,Mp3g04300,49.833333333333336,0,6,,0,,0.9758491780550604,FALSE,0,Mp3g04300,143010,,-1.326996995,,,0.19959677419354838,,,,
,,,D,,4.070187165775401,,3.843871507387196E-4,0.2456889472819839,C6,0,,,,,,2,,0.706252193,,8,,-0.018374088,,0.549114014,,FALSE,Mp3g17870,Mp3g17870,Mp3g17870,Mp3g17870,29,0,2,,0,,0.9715723410576352,FALSE,0,Mp3g17870,17502,,-2.043169799,,,0.5283018867924528,,,,
U,U,,U,,4.298128342245989,,0,0.23265940902021776,C3,0,,,,,,1,,0.145995145,,8,,-0.005592153,,1.604274393,,FALSE,Mp3g16010,Mp3g16010,Mp3g16010,Mp3g16010,65,0,1,,0,,0.9694617746088334,FALSE,0,Mp3g16010,0,,1.008602476,,,0,,,,
,,,U,,4.650401069518717,,0,0.2150352163288774,C2,0,,,,,,1,,-1.045117074,,8,,0.166677565,,0.92077626,,FALSE,Mp7g19490,Mp7g19490,Mp7g19490,Mp7g19490,43,0,1,,0,,0.9661999900970488,FALSE,0,Mp7g19490,0,,1.255944014,,,0,,,,
,,D,,,4.621657754010696,,0,0.21637257737923052,C6,0,,,,,,1,,-1.561056833,,8,,-0.128769507,,0.443072256,,FALSE,Mp1g27140,Mp1g27140,Mp1g27140,Mp1g27140,24,0,1,,0,,0.9664661319073083,FALSE,0,Mp1g27140,0,,-1.172716614,,,0,,,,
U,,,,,4.255347593582887,,0,0.23499842915488536,C5,0,,,,,,1,,-1.552116757,,7,,1.778184727,,0.627480648,,FALSE,Mp5g18960,Mp5g18960,Mp5g18960,Mp5g18960,97,0,1,,0,,0.9698578926520104,FALSE,0,Mp5g18960,0,,0.912934737,,,0,,,,
,,D,,,3.717245989304813,,2.4568901244309625E-4,0.26901636396331596,C6,0.5,,,,,,5,,-1.590045484,,6,,-0.628008764,,-0.074393581,,FALSE,Mp5g23080,Mp5g23080,Mp5g23080,Mp5g23080,65.6,0,5,,0,,0.9748403149138443,FALSE,0,Mp5g23080,15378,,-1.061251874,,,0.3653631284916201,,,,
,,U,,,4.2199197860962565,,7.531383257722801E-5,0.2369713290036433,C4,0.3333333333333333,,,,,,3,,1.142712706,,7,,-0.352742595,,-0.308973726,,FALSE,Mp1g27930,Mp1g27930,Mp1g27930,Mp1g27930,29.333333333333332,0,3,,0,,0.9701859279065161,FALSE,0,Mp1g27930,5062,,0.277929465,,,0.48333333333333334,,,,
,U,,U,,4.659759358,up,0,0.21460335676373546,C2,0,,,,,,1,,-0.859234776,-0.52765839,8,,-1.085027223,-0.783238474,1.336896085,1.705698219,FALSE,Mp2g24950,Mp2g24950,Mp2g24950,Mp2g24950,34,0,1,3' UTR,0,chr2.27317465.27318471,0.966113339,FALSE,0,Mp2g24950,0,up,1.477288623,1.402813268,,0,,,,
U,U,,U,,3.8970588235294117,,0.001407024,0.25660377358490566,C3,0.16666666666666666,,,,,,4,,-0.35171748,,7,,2.60079515310649E-4,,1.263162785,,FALSE,Mp7g10010,Mp7g10010,Mp7g10010,Mp7g10010,48.5,0,4,,0,,0.9731753812636166,FALSE,0,Mp7g10010,62652,,1.432418984,,,0.2891566265060241,,,,
,U,U,,,6.082219251336898,,0,0.16441367183206945,C8,0,,,,,,1,,0.58339265,,9,,-0.382602712,,1.506529761,,FALSE,Mp6g09570,Mp6g09570,Mp6g09570,Mp6g09570,6,0,1,,0,,0.9529424143394732,FALSE,0,Mp6g09570,0,,-0.568355139,,,0,,,,
,U,,U,,4.659759358,,0,0.21460335676373546,C2,0,,,,,,1,,-0.782550672,,8,,-0.454777626,,2.149699174,,FALSE,Mp7g18290,Mp7g18290,Mp7g18290,Mp7g18290,34,0,1,,0,,0.966113339,FALSE,0,Mp7g18290,0,,1.281995391,,,0,,,,
,D,D,D,,4.040106951871658,,2.498826794115764E-4,0.24751819986763732,C6,0,,,,,,3,,-1.254110293,,8,,0.075759661,,-0.59887154,,FALSE,Mp8g02020,Mp8g02020,Mp8g02020,Mp8g02020,33.666666666666664,0,3,,0,,0.9718508615567438,FALSE,0,Mp8g02020,7662,,-1.423083265,,,0.3983739837398374,,,,
D,D,D,D,,3.8957219251336896,,2.159420808045973E-4,0.25669183253260125,C1,0.3333333333333333,,,,,,3,,-0.451525099,,7,,-0.895892123,,-1.351387281,,FALSE,Mp3g17570,Mp3g17570,Mp3g17570,Mp3g17570,48,0,3,,0,,0.9731877599524659,FALSE,0,Mp3g17570,4988,,-0.933267067,,,0.3695090439276486,,,,
,,U,,,4.530748663101604,,0,0.22071407494836237,C4,0,,,,,,1,,1.916241195,,7,,0.89136835,,0.156436475,,FALSE,Mp1g16110,Mp1g16110,Mp1g16110,Mp1g16110,44,0,1,,0,,0.9673078827490592,FALSE,0,Mp1g16110,0,,0.700566377,,,0,,,,
U,,,,,4.225267379679145,,0,0.23667141275114695,C5,1,,,,,,2,,-0.335558354,,7,,1.902110293,,0.863955776,,FALSE,Mp3g20950,Mp3g20950,Mp3g20950,Mp3g20950,80.5,0,2,,0,,0.9701364131511191,FALSE,0,Mp3g20950,0,,0.719890303,,,0.5919117647058824,,,,
U,U,U,U,,3.378342245989305,,0.020561678656267946,0.296003166,C2,0.031746031746031744,,,,,,36,"transcription factor, BBX",0.143452159,,7,BBX,0.051706697,,1.030473734,,FALSE,Mp2g16350,Mp2g16350,Mp2g16350,Mp2g16350,9.694444444444445,0,36,,0,,0.9779783125371361,FALSE,0,Mp2g16350,372278,,1.589766915,,MpBBX6,0.040692008,V,V,V,V
,,D,,,3.967245989304813,,3.457573030081862E-5,0.25206402695871943,C6,0,,,,,,2,,-0.951192451,,7,,0.466212986,,-1.210072523,,FALSE,Mp6g08550,Mp6g08550,Mp6g08550,Mp6g08550,60,0,2,,0,,0.9725255000990295,FALSE,0,Mp6g08550,3828,,-0.950885569,,,0.59,,,,
U,,,,,3.837566844919786,,0.002038221,0.2605817801776694,C4,0.3333333333333333,,,,,,3,,0.469926793,,7,,1.849048513,,0.506779146,,FALSE,Mp5g13090,Mp5g13090,Mp5g13090,Mp5g13090,65.66666666666667,0,3,,0,,0.9737262329174093,FALSE,0,Mp5g13090,40252,,0.4978869,,,0.35507246376811596,,,,
U,,,,,3.9398395721925135,,2.9956648444225066E-4,0.2538174414658975,C3,0.3333333333333333,,,,,,3,,-0.275420689,,6,,0.533393376,,1.350962738,,FALSE,Mp4g05530,Mp4g05530,Mp4g05530,Mp4g05530,52.666666666666664,0,3,,0,,0.9727792632204397,FALSE,0,Mp4g05530,14288,,1.026586289,,,0.4025641025641026,,,,
,U,,U,,4.050802139037433,,0,0.24686468646864687,C3,1,,,,,,2,,-0.66270564,,7,,-0.20024566,,1.728974925,,FALSE,Mp5g05130,Mp5g05130,Mp5g05130,Mp5g05130,48.5,0,2,,0,,0.9717518320459497,FALSE,0,Mp5g05130,0,,1.245866328,,,0.5574712643678161,,,,
,D,,,,3.7774064171122994,,6.254610847298442E-4,0.2647319058573704,C1,0,,,,,,2,,-0.472996137,,7,,-0.674791954,,-1.780904225,,FALSE,Mp2g02820,Mp2g02820,Mp2g02820,Mp2g02820,76.5,0,2,,0,,0.9742832739156269,FALSE,0,Mp2g02820,16944,,-0.866831549,,,0.5136054421768708,,,,
,D,,D,,4.163770053475936,,3.701505795130989E-4,0.24016696098892276,C1,0.3333333333333333,,,,,,3,,0.555975169,,7,,-0.734963475,,-1.197501865,,FALSE,Mp4g02940,Mp4g02940,Mp4g02940,Mp4g02940,49.666666666666664,0,3,,0,,0.9707058328381858,FALSE,0,Mp4g02940,11390,,-1.11939295,,,0.37659033078880405,,,,
,D,,,,3.677139037433155,,9.584714639333119E-4,0.27195055444464644,C1,0.3333333333333333,,,,,,3,,0.195538568,,7,,0.265459497,,-2.126366559,,FALSE,Mp3g22130,Mp3g22130,Mp3g22130,Mp3g22130,55.333333333333336,0,3,,0,,0.9752116755793226,FALSE,0,Mp3g22130,23244,,-0.685849929,,,0.3618421052631579,,,,
,,U,U,,4.2366310160427805,,0,0.2360366046071316,C4,1,,,,,,3,,1.035933022,,7,,0.886041001,,-0.213730487,,FALSE,Mp1g20280,Mp1g20280,Mp1g20280,Mp1g20280,60,0,3,,0,,0.9700311942959002,FALSE,0,Mp1g20280,0,,1.465670573,,,0.5084745762711864,,,,
U,,,,,4.040106951871658,,8.521974704775799E-5,0.24751819986763732,C4,0,,,,,,2,,-0.055492923,,7,,1.389897379,,0.601109436,,FALSE,Mp3g14230,Mp3g14230,Mp3g14230,Mp3g14230,44,0,2,,0,,0.9718508615567438,FALSE,0,Mp3g14230,968,,0.509956153,,,0.5,,,,
,,U,,,3.8622994652406417,,0.00122485,0.2589131187262028,C4,0.3333333333333333,,,,,,3,,0.585645569,,7,,0.806986364,,-0.234401792,,FALSE,Mp1g10620,Mp1g10620,Mp1g10620,Mp1g10620,51.666666666666664,0,3,,0,,0.9734972271736978,FALSE,0,Mp1g10620,15930,,1.33361998,,,0.36666666666666664,,,,
D,,,D,,5.243315508,,0,0.19071902090770015,C6,0,,,,,,1,,0.151723694,,9,,-1.22553276,,0.491538525,,FALSE,Mp7g05210,Mp7g05210,Mp7g05210,Mp7g05210,20,0,1,,0,,0.9607100415923945,FALSE,0,Mp7g05210,0,,-1.391788585,,,0,,,,
D,D,,D,,3.5080213903743314,,0.028158920706556304,0.28506097560975613,C1,0.036338225,,,,,up,56,"transcription factor, NAC",0.042680227,0.68950104,6,NAC,-0.276948344,-0.279168485,-1.543400029,1.461437582,FALSE,Mp6g02620,Mp6g02620,Mp6g02620,Mp6g02620,7.7592592592592595,0,56,"Intron (Mp6g02620.1/Mp6g02620, intron 2 of 2)",2,chr6.3083240.3083356,0.9767775797187562,FALSE,0,Mp6g02620,642710,,-0.635175343,-0.106378833,MpNAC7,0.032831958596150734,,,,
D,,,,up,4.104946524064171,up,3.474561142693808E-5,0.2436085328122456,C1,0,,,,,up,2,,0.288725785,1.377471542,6,,-0.790107091,1.409831105,-1.096236268,0.256494344,FALSE,Mp5g12880,Mp5g12880,Mp5g12880,Mp5g12880,53.5,0,2,"Exon (Mp5g12880.1/Mp5g12880, exon 5 of 5)",0,chr5.14036960.14037075,0.9712504951475539,FALSE,0,Mp5g12880,1282,up,-0.695918613,0.083885853,,0.5526315789473685,,,,
,,D,,,4.540106951871658,,0,0.22025912838633688,C6,0,,,,,,1,,-0.926492594,,8,,-0.207745109,,-0.764380765,,FALSE,Mp7g13130,Mp7g13130,Mp7g13130,Mp7g13130,41,0,1,,0,,0.9672212319271142,FALSE,0,Mp7g13130,0,,-1.059387519,,,0,,,,
