Matching.Attribute,name,shared name,TF,family,description, T, a, b, d,Tak1_HS,hsfa_HS,hsfb_HS,dko_HS,Peak,cluster,OCR_to_TSS,T_OCR,a_OCR,b_OCR,d_OCR,Tak1_HS_oc,hsfa_HS_oc,hsfb_HS_oc,dko_HS_oc
Mp8g08570,Mp8g08570,Mp8g08570,,,,,,U,,1.109559612,1.525120651,-0.57500567,0.16338691,,C5,,,,,,,,,
Mp4g10490,Mp4g10490,Mp4g10490,,,,D,D,D,D,-0.960276274,-0.499662716,-1.245604756,-0.021738331,,C6,,,,,,,,,
Mp1g07510,Mp1g07510,Mp1g07510,,,,U,,U,U,0.125787944,-0.873790822,0.345204852,1.95053955,,C7,,,,,,,,,
Mp2g13080,Mp2g13080,Mp2g13080,,,,,D,D,,0.009931768,-0.521420098,-1.764282156,0.224403266,chr2.13306769.13307134,C1,Promoter,,down,,,-0.312173631,-1.958847109,-0.100277066,-0.947388667
Mp2g24260,Mp2g24260,Mp2g24260,,,,U,U,U,,0.670547757,1.754607977,0.371194641,-0.191426917,,C5,,,,,,,,,
Mp3g20600,Mp3g20600,Mp3g20600,,,,D,D,D,,-0.866129431,-1.106337221,-1.238430067,-0.250310781,,C1,,,,,,,,,
Mp5g04050,Mp5g04050,Mp5g04050,,,,U,,,,1.781713347,-0.042095934,0.420727684,-0.468083061,chr5.4536540.4536680,C2,3' UTR,,down,,,0.426256379,-2.028733783,1.261792237,-1.079534528
Mp8g18700,Mp8g18700,Mp8g18700,,,,,,U,,1.372917641,0.088438836,1.571091179,-1.04535559,,C2,,,,,,,,,
Mp4g11410,Mp4g11410,Mp4g11410,,,,U,,U,,1.287765542,-1.002039622,1.178092881,-1.003874547,chr4.12582021.12582167,C2,3' UTR,up,,up,,1.398460722,0.174473673,1.220950016,0.671141522
Mp4g19700,Mp4g19700,Mp4g19700,,,,,,D,,0.354080398,-0.343653511,-1.848988516,0.376378621,,C1,,,,,,,,,
Mp8g04640,Mp8g04640,Mp8g04640,,,,D,,D,,-0.670380378,-0.023171473,-1.536940667,-0.759603075,,C6,,,,,,,,,
Mp1g19400,Mp1g19400,Mp1g19400,,,,,D,D,,0.102842659,-2.017059584,-0.827348445,0.178236363,chr1.19846982.19847246,C1,Promoter,,,down,,-0.384783949,-0.411767427,-1.900647539,-0.352499522
Mp4g23140,Mp4g23140,Mp4g23140,,,,,D,,,-0.375941439,-1.120709561,-1.453490246,0.29776378,chr4.25937839.25937990,C1,3' UTR,up,,,,1.176293548,-0.273961495,1.334064929,0.479424975
Mp1g27220,Mp1g27220,Mp1g27220,,,,D,,,D,-1.642163308,0.13865033,-0.440927062,-0.367518333,,C6,,,,,,,,,
Mp2g22010,Mp2g22010,Mp2g22010,,,,,,D,,-0.567930206,-0.001607947,-2.239300117,0.608690762,,C1,,,,,,,,,
Mp8g09370,Mp8g09370,Mp8g09370,,,,D,,,D,-1.645132993,0.850674813,-0.386399511,-1.538762729,,C6,,,,,,,,,
Mp3g00640,Mp3g00640,Mp3g00640,,,,,,U,U,0.541425368,0.379961709,0.670724352,1.069469868,,C4,,,,,,,,,
Mp1g16590,Mp1g16590,Mp1g16590,,,,U,,U,,0.971095575,0.907890577,1.049690315,-0.00157837,,C3,,,,,,,,,
Mp7g13670,Mp7g13670,Mp7g13670,,,,U,,U,,1.189507353,0.27493258,1.146150824,0.063091356,,C3,,,,,,,,,
Mp7g08620,Mp7g08620,Mp7g08620,,,,,U,,,-1.090211519,0.823171792,0.595552066,-0.120863861,,C5,,,,,,,,,
Mp5g06450,Mp5g06450,Mp5g06450,,,,,,,U,0.905172441,-0.160301353,0.437237293,1.977216195,,C4,,,,,,,,,
Mp8g02500,Mp8g02500,Mp8g02500,,,,,U,D,U,-0.253296276,1.016455163,-1.240515605,2.234410901,,C7,,,,,,,,,
Mp3g25320,Mp3g25320,Mp3g25320,,,,D,,,,-1.539893365,-0.629731867,-0.142292606,-0.528545749,,C6,,,,,,,,,
Mp7g18030,Mp7g18030,Mp7g18030,,,,,,,D,-0.260271339,-0.577365602,0.450486072,-1.044774608,,C6,,,,,,,,,
Mp1g15880,Mp1g15880,Mp1g15880,,,,U,U,U,U,1.254807172,-0.102780571,1.318411301,1.110063924,,C3,,,,,,,,,
Mp6g17320,Mp6g17320,Mp6g17320,,,,,,,U,1.496592079,0.466054088,0.146122113,1.107334891,chr6.18884149.18885372,C4,Promoter,,up,,up,0.462143002,1.069852292,0.899928648,1.028529825
Mp3g19670,Mp3g19670,Mp3g19670,MpBBX3,BBX,"transcription factor, BBX",U,,U,,1.771216185,-0.00892906,0.613047772,0.104319972,,C2,,,,,,,,,
Mp5g00700,Mp5g00700,Mp5g00700,,,,U,,,U,1.639679168,0.362151571,0.71752223,0.19551463,,C2,,,,,,,,,
Mp4g06220,Mp4g06220,Mp4g06220,,,,,,,U,1.765688687,0.69400736,0.173550983,1.199232687,,C4,,,,,,,,,
Mp1g23760,Mp1g23760,Mp1g23760,,,,,U,,,1.247538266,1.830708073,-0.08344031,0.15496433,,C4,,,,,,,,,
Mp4g14080,Mp4g14080,Mp4g14080,,,,U,,,,1.882121355,-0.281110709,0.136445695,-0.417911021,,C2,,,,,,,,,
Mp5g11910,Mp5g11910,Mp5g11910,,,,,,,U,0.478410613,0.020820993,0.958370628,1.964911526,,C3,,,,,,,,,
Mp1g27720,Mp1g27720,Mp1g27720,,,,,U,,,0.660847161,1.152821047,0.816141487,0.969479624,chr1.28009432.28010622,C4,"Exon (Mp1g27720.1/Mp1g27720, exon 1 of 2)",,,,up,1.160154643,0.66761469,-0.05654774,0.092816666
Mp3g14960,Mp3g14960,Mp3g14960,,,,D,,D,,-1.435885381,-0.679368525,-1.313887023,0.910398007,,C6,,,,,,,,,
Mp3g16030,Mp3g16030,Mp3g16030,,,,U,,U,,1.619883538,-1.036501176,0.999393316,0.217555582,,C2,,,,,,,,,
Mp3g05910,Mp3g05910,Mp3g05910,,,,D,,D,D,-1.619933783,-0.305138579,-0.555601606,-0.092994841,,C6,,,,,,,,,
Mp7g11260,Mp7g11260,Mp7g11260,,,,D,D,D,D,-0.607319771,-0.433581794,-0.723006183,-0.705824607,,C6,,,,,,,,,
Mp5g18320,Mp5g18320,Mp5g18320,,,,,U,,,0.073312396,1.934203472,0.018852874,1.06933924,,C5,,,,,,,,,
Mp2g21490,Mp2g21490,Mp2g21490,,,,D,D,,,-1.62124177,-1.55613743,0.055748657,-0.088451443,,C6,,,,,,,,,
Mp3g02080,Mp3g02080,Mp3g02080,,,,D,D,D,,-0.810709266,-0.705202798,-1.169867244,0.001708911,,C1,,,,,,,,,
Mp2g10650,Mp2g10650,Mp2g10650,,,,,U,U,,-0.526591435,0.21824846,1.617823538,-0.899723984,,C3,,,,,,,,,
Mp6g01570,Mp6g01570,Mp6g01570,,,,U,,U,,1.517131909,0.003574496,1.17960888,-0.367315874,chr6.2088778.2089068,C2,3' UTR,up,,up,,0.965067152,-0.765319904,2.353057249,-0.223787904
Mp1g09200,Mp1g09200,Mp1g09200,,,,U,D,U,,1.342648829,-1.792625476,1.808993153,-0.631346782,chr1.9510583.9510697,C2,Downstream (<=300bp),,,up,up,0.481414688,0.769891634,1.848499204,-0.022787619
Mp3g10350,Mp3g10350,Mp3g10350,,,,D,D,D,D,-1.128081817,-0.751142869,-0.996836706,-0.824820697,chr3.10004041.10004506,C6,Promoter,,up,,,-0.083267209,1.061706273,-0.473218987,0.965296989
Mp3g18130,Mp3g18130,Mp3g18130,,,,U,,U,U,0.838597796,-0.738037853,1.263132094,1.601551287,,C3,,,,,,,,,
Mp6g12740,Mp6g12740,Mp6g12740,,,,D,,D,D,-0.718403788,-0.439780321,-1.022834773,-2.283941803,,C6,,,,,,,,,
Mp2g22250,Mp2g22250,Mp2g22250,MpAP2B3-1,AP2-B3,"transcription factor, AP2-B3",D,,D,,-1.176805564,-0.073782028,-1.577849288,0.371737242,,C1,,,,,,,,,
Mp5g11300,Mp5g11300,Mp5g11300,,,,D,D,D,D,-0.760096707,-0.706615285,0.720060907,-0.503437461,,C6,,,,,,,,,
Mp7g05020,Mp7g05020,Mp7g05020,,,,,D,,D,-1.87957305,-1.429531604,0.62031545,-0.260295683,chr7.5836435.5836584,C6,Downstream (<=300bp),up,,up,,1.379758833,-0.848340847,1.493102352,-0.112953661
Mp4g19560,Mp4g19560,Mp4g19560,,,,,D,,,0.152539774,-0.41168134,-1.403961043,0.332915605,,C1,,,,,,,,,
Mp4g00750,Mp4g00750,Mp4g00750,,,,,D,,D,0.347624312,-0.999180219,-1.196914067,-1.783041802,chr4.967891.968556,C1,Promoter,down,down,down,down,-0.507894871,-1.018567192,-0.261085457,-1.209099003
Mp8g05200,Mp8g05200,Mp8g05200,,,,,,D,,-1.040582918,-0.292116713,-0.588413382,0.584418309,,C1,,,,,,,,,
Mp7g05080,Mp7g05080,Mp7g05080,,,,D,D,D,D,-1.302061759,-1.309505581,-0.225105852,-0.564211965,,C6,,,,,,,,,
Mp7g14460,Mp7g14460,Mp7g14460,,,,U,,,,1.393756634,0.755460285,0.514063591,1.01956786,,C4,,,,,,,,,
Mp2g22050,Mp2g22050,Mp2g22050,,,,,,D,,-0.944953403,-0.169582149,-0.878620412,0.312823776,,C1,,,,,,,,,
Mp7g06980,Mp7g06980,Mp7g06980,,,,U,D,U,U,1.791884752,-1.320808171,0.748400389,0.069259584,,C2,,,,,,,,,
Mp8g08830,Mp8g08830,Mp8g08830,,,,D,,D,,-1.190662733,0.18305302,-0.975310102,-0.375102543,,C6,,,,,,,,,
Mp1g03950,Mp1g03950,Mp1g03950,MpGATA2,GATA,"transcription factor, GATA",D,D,,D,-0.685890743,-0.863786229,-0.765297139,-1.103370268,,C6,,,,,,,,,
Mp4g05490,Mp4g05490,Mp4g05490,,,,U,U,U,U,1.415024266,0.945585893,0.899073635,0.073339253,,C3,,,,,,,,,
Mp1g09300,Mp1g09300,Mp1g09300,,,,,U,U,,0.062915062,1.343994364,0.426942269,0.840171231,,C5,,,,,,,,,
Mp8g07270,Mp8g07270,Mp8g07270,,,,D,,D,D,-1.025454279,-0.932546007,-0.110335585,-0.790868968,,C1,,,,,,,,,
Mp3g04160,Mp3g04160,Mp3g04160,,,,U,U,U,U,1.550458488,0.279464742,0.96666497,0.265571967,,C2,,,,,,,,,
Mp4g02390,Mp4g02390,Mp4g02390,,,,U,U,U,U,1.288747307,0.261181033,1.358358724,0.351142722,,C3,,,,,,,,,
Mp3g20970,Mp3g20970,Mp3g20970,,,,,D,D,,-0.413063332,-1.948502452,-0.95738723,-0.27779121,,C6,,,,,,,,,
Mp5g10480,Mp5g10480,Mp5g10480,,,,,D,,,-1.14586348,-0.279381937,-0.94460341,0.394145887,chr5.11682573.11682682,C1,"Intron (Mp5g10480.1/Mp5g10480, intron 4 of 4)",,down,,,-1.133636118,-1.2947829,0.261160866,0.122859244
Mp5g18500,Mp5g18500,Mp5g18500,,,,D,D,D,D,-1.388360826,-0.146167481,-1.298372922,-0.517789613,chr5.19581706.19582103,C1,Promoter,,,,down,-0.273373643,-0.803570212,-0.735318081,-1.458278685
Mp3g03370,Mp3g03370,Mp3g03370,,,,D,D,,,-0.53642534,-1.664359805,-0.212702044,0.214076269,chr3.3214605.3214671,C6,Promoter,,,down,down,0.316056459,0.168330031,-1.599794103,-1.19571871
Mp6g21430,Mp6g21430,Mp6g21430,Mp1R-MYB18,MYB,"transcription factor, MYB",D,D,D,D,-0.650023278,-1.203780227,-0.428620521,0.023864292,,C6,,,,,,,,,
Mp8g14820,Mp8g14820,Mp8g14820,,,,D,,D,,-0.918131611,-0.357835561,-1.694729066,0.437965619,chr8.16577961.16578132,C1,3' UTR,,up,,up,0.394754078,0.306282513,0.149767748,1.125211138
Mp5g14050,Mp5g14050,Mp5g14050,,,,,D,,U,-0.130864693,-0.706332,-0.548364688,2.040311963,,C7,,,,,,,,,
Mp7g02500,Mp7g02500,Mp7g02500,,,,,D,,,-1.395913219,-1.11102162,-0.59863191,0.165394537,,C6,,,,,,,,,
Mp7g04070,Mp7g04070,Mp7g04070,,,,D,D,D,D,-1.359884882,-0.214137042,-1.0238576,-0.824408935,,C1,,,,,,,,,
Mp6g18780,Mp6g18780,Mp6g18780,,,,D,D,D,D,-1.437055628,-1.414676351,-0.141662523,-0.238331251,,C6,,,,,,,,,
Mp3g03890,Mp3g03890,Mp3g03890,,,,D,D,D,D,-1.128547749,-0.342177295,-0.891505519,-0.662939227,,C1,,,,,,,,,
Mp6g08260,Mp6g08260,Mp6g08260,,,,U,,U,U,1.391402403,-0.59114837,1.054920912,1.305523209,,C3,,,,,,,,,
Mp6g09960,Mp6g09960,Mp6g09960,,,,,,D,,-1.189642378,-0.199971287,-1.075407488,-0.056447919,,C6,,,,,,,,,
Mp4g21990,Mp4g21990,Mp4g21990,,,,U,U,,,1.530562344,1.512138305,-0.241837783,-0.096928915,,C4,,,,,,,,,
Mp3g23170,Mp3g23170,Mp3g23170,MpR2R3-MYB8,MYB,"transcription factor, MYB",D,,D,D,-1.492299868,0.014420819,-1.1706416,-0.872616519,,C1,,,,,,,,,
Mp5g16770,Mp5g16770,Mp5g16770,,,,,U,,D,-1.044174591,2.33880042,-0.574228704,-1.497805531,,C5,,,,,,,,,
Mp5g17610,Mp5g17610,Mp5g17610,,,,,D,,,-0.663500175,-0.782937609,-1.608654815,0.343682841,chr5.18651701.18651781,C1,Promoter,,down,,,-0.568463585,-1.320747585,-0.518186527,-0.371185726
Mp6g05140,Mp6g05140,Mp6g05140,,,,U,,,,1.660476521,-1.009229478,1.220055137,-0.734791612,,C2,,,,,,,,,
Mp7g05770,Mp7g05770,Mp7g05770,,,,D,,D,,-1.303528826,-0.868427215,-0.838682867,0.15717521,,C6,,,,,,,,,
Mp5g15040,Mp5g15040,Mp5g15040,,,,D,D,D,D,-1.110960837,-0.948130372,-0.450477002,-0.759480873,,C6,,,,,,,,,
Mp4g15120,Mp4g15120,Mp4g15120,,,,U,,U,,1.352703938,0.434919696,0.892505208,0.018263863,,C3,,,,,,,,,
Mp6g16970,Mp6g16970,Mp6g16970,,,,U,,U,D,1.568468785,-0.160422213,0.995996215,-1.143914732,,C2,,,,,,,,,
Mp2g07900,Mp2g07900,Mp2g07900,,,,,U,U,,0.614904546,0.872328205,0.954269488,-0.326840093,,C3,,,,,,,,,
Mp2g17870,Mp2g17870,Mp2g17870,,,,,,D,,-1.465258991,0.346642192,-1.419815545,-0.006947282,,C6,,,,,,,,,
Mp7g09420,Mp7g09420,Mp7g09420,,,,U,U,,U,0.41657288,1.198587351,0.144754448,1.037956204,,C4,,,,,,,,,
Mp5g13870,Mp5g13870,Mp5g13870,,,,D,D,D,D,-1.659607605,-0.97361167,-0.792324229,0.201480621,,C6,,,,,,,,,
Mp2g25290,Mp2g25290,Mp2g25290,MpGEBP4,GeBP,"transcription factor, GeBP",,,U,,0.317911671,0.179379254,1.842703904,-0.441876011,,C3,,,,,,,,,
Mp2g22760,Mp2g22760,Mp2g22760,,,,U,,U,U,1.499420534,-0.533083929,0.970096633,0.933360866,,C4,,,,,,,,,
Mp8g18550,Mp8g18550,Mp8g18550,,,,U,,,,1.247476528,0.883295257,-0.05363474,0.536126913,,C2,,,,,,,,,
Mp2g21000,Mp2g21000,Mp2g21000,,,,,,D,,-0.561206235,0.552776614,-2.495560752,-0.274378742,,C1,,,,,,,,,
Mp5g03900,Mp5g03900,Mp5g03900,,,,D,D,,,-1.328594614,-0.430198268,-0.306843849,-0.185090288,chr5.4367389.4367677,C6,Downstream (<=300bp),up,up,up,up,0.38556378,1.264700625,0.73209636,0.764255771
Mp1g10260,Mp1g10260,Mp1g10260,,,,D,,,,-1.289766968,-0.564866696,-0.747160475,-1.073912096,,C6,,,,,,,,,
Mp2g19460,Mp2g19460,Mp2g19460,,,,U,,U,U,1.023595565,-0.487355424,1.328525456,0.883833757,,C3,,,,,,,,,
Mp1g06280,Mp1g06280,Mp1g06280,,,,,,U,,1.301388715,-1.25689176,1.407947317,-0.961949086,chr1.6605867.6607120,C2,3' UTR,,,up,,1.331768771,-0.505571017,1.881297851,-1.134373776
Mp4g06390,Mp4g06390,Mp4g06390,,,,,U,U,U,0.149633441,1.79497377,-0.379806407,1.106469933,chr4.7102614.7103620,C5,Promoter,,up,,,0.487711353,1.695718047,0.471894651,0.978841453
Mp4g03840,Mp4g03840,Mp4g03840,,,,,,,U,2.120266829,0.457643387,0.291490909,1.807348011,,C4,,,,,,,,,
Mp4g14600,Mp4g14600,Mp4g14600,,,,,U,,U,0.442361469,1.212885432,-0.23210174,1.826866915,chr4.16760000.16760127,C5,Promoter,,,,up,0.421845894,0.445461223,0.765143001,1.301869768
Mp4g01950,Mp4g01950,Mp4g01950,,,,D,D,D,D,-1.254989594,-0.966661184,-0.040078956,-0.522737187,,C6,,,,,,,,,
Mp3g14050,Mp3g14050,Mp3g14050,,,,D,,D,,-1.046430393,-0.696737825,-0.617794654,0.093422451,chr3.13762396.13763225,C6,3' UTR,,,,up,0.739342879,0.859835538,0.890499389,0.945747383
Mp4g21450,Mp4g21450,Mp4g21450,,,,,U,,,0.244726588,1.696301348,1.109855681,0.6410203,,C4,,,,,,,,,
Mp4g07970,Mp4g07970,Mp4g07970,,,,,U,,,-0.015150435,2.086166147,0.536357106,-0.09447213,,C5,,,,,,,,,
Mp1g00620,Mp1g00620,Mp1g00620,,,,D,,,,-1.467350124,-0.488062572,-0.163867449,-0.539076734,,C6,,,,,,,,,
Mp1g21440,Mp1g21440,Mp1g21440,,,,,U,,,-0.059478005,1.637953789,0.477620479,0.239411824,,C5,,,,,,,,,
Mp8g05490,Mp8g05490,Mp8g05490,,,,,U,,,-0.119460861,1.724343157,0.156452973,-0.029170138,,C5,,,,,,,,,
Mp4g18010,Mp4g18010,Mp4g18010,,,,,,D,,-0.890597211,-0.958700419,-1.458139859,-0.907404231,,C6,,,,,,,,,
Mp6g18650,Mp6g18650,Mp6g18650,MpERF8,AP2/ERF,"transcription factor, AP2/ERF",,D,D,,0.099108408,-0.526867232,-1.511414635,0.045810278,,C1,,,,,,,,,
Mp8g04780,Mp8g04780,Mp8g04780,,,,,,D,D,0.190118374,-0.47889658,-1.282665295,-1.967384723,,C6,,,,,,,,,
Mp3g00980,Mp3g00980,Mp3g00980,,,,,,D,,-1.223739016,-0.456863366,-1.297812917,0.049118333,,C6,,,,,,,,,
Mp6g03450,Mp6g03450,Mp6g03450,,,,D,,,,-1.602054768,-0.237598146,-0.705530069,-0.15214442,,C6,,,,,,,,,
Mp8g14650,Mp8g14650,Mp8g14650,,,,,,U,U,-0.547524349,-0.047947768,0.582347864,2.438690964,chr8.16436918.16437990,C4,3' UTR,,up,,,0.387622137,1.6719548,0.591309187,1.049042916
Mp1g12190,Mp1g12190,Mp1g12190,,,,D,,D,,-1.047009675,0.320330688,-0.929602993,0.638462418,,C1,,,,,,,,,
Mp6g00690,Mp6g00690,Mp6g00690,,,,,D,,,-1.15422169,-0.60874776,-1.052853335,-0.401242718,chr6.1147861.1148743,C1,Promoter,,,,down,0.084586621,-0.290599925,-0.088843278,-1.634625644
Mp7g10730,Mp7g10730,Mp7g10730,,,,D,,D,D,-0.563571592,-0.640709594,-0.154509217,-0.964334658,,C6,,,,,,,,,
Mp5g03140,Mp5g03140,Mp5g03140,,,,,U,,,0.339915459,1.939130822,-0.146725523,-0.151175137,,C5,,,,,,,,,
Mp1g16390,Mp1g16390,Mp1g16390,,,,D,,,D,-0.726092105,-0.430881316,-0.610671844,-1.173872021,chr1.16618530.16618889,C6,Promoter,,up,,,0.729691792,1.267297242,-0.63977932,0.416115882
Mp6g18450,Mp6g18450,Mp6g18450,,,,U,,U,U,0.889023119,-0.778329368,1.526946073,0.946296292,,C8,,,,,,,,,
Mp4g06560,Mp4g06560,Mp4g06560,,,,U,U,U,U,1.335336451,-0.129844768,1.237758728,0.443293,chr4.7471262.7471777,C3,Promoter,,down,,,-0.355598205,-1.91798928,0.019448917,-0.206269398
Mp3g06490,Mp3g06490,Mp3g06490,,,,,,,U,0.597671352,0.284938045,0.328861557,1.900497061,chr3.6365809.6366668,C4,Promoter,,,,up,0.418408376,0.088447551,0.687895099,1.002266753
Mp6g15680,Mp6g15680,Mp6g15680,,,,,,U,,-0.252946783,0.289424026,1.527189042,0.644128556,,C7,,,,,,,,,
Mp1g04530,Mp1g04530,Mp1g04530,,,,,,D,,-0.078801764,-0.392785949,-1.773090741,-0.454415209,,C6,,,,,,,,,
Mp7g01300,Mp7g01300,Mp7g01300,,,,,,,U,1.419452423,-1.167089499,-0.123996096,1.31302371,chr7.1853221.1853549,C4,3' UTR,,,,up,0.123783472,1.039739671,-0.385601304,1.705426862
Mp1g11700,Mp1g11700,Mp1g11700,,,,U,,U,U,1.751065209,-0.317831759,0.576805834,0.607564411,,C2,,,,,,,,,
Mp1g25620,Mp1g25620,Mp1g25620,,,,,U,,,0.266581796,1.523757966,-0.44417884,-0.033383683,,C5,,,,,,,,,
Mp5g08110,Mp5g08110,Mp5g08110,,,,,,,U,0.511458061,0.854484632,0.059069216,1.352220634,,C4,,,,,,,,,
Mp5g13130,Mp5g13130,Mp5g13130,,,,,,U,,0.684485613,-0.170449189,2.56946662,0.403318397,,C3,,,,,,,,,
Mp4g14190,Mp4g14190,Mp4g14190,,,,,U,D,D,-1.183554724,2.05955716,-1.097518795,-1.163579434,,C6,,,,,,,,,
Mp2g08510,Mp2g08510,Mp2g08510,,,,,D,,,0.538218275,-1.601214289,-0.650325061,0.475545039,,C1,,,,,,,,,
Mp3g06310,Mp3g06310,Mp3g06310,,,,,,D,,-1.1072222,0.520055355,-1.991290008,0.808808226,,C1,,,,,,,,,
Mp7g13390,Mp7g13390,Mp7g13390,,,,U,U,U,,1.447057341,0.068028444,1.251467122,-1.123840908,,C2,,,,,,,,,
Mp1g25730,Mp1g25730,Mp1g25730,,,,,D,D,,-0.37078491,-0.42120717,-1.944073015,0.044762591,,C1,,,,,,,,,
Mp7g01270,Mp7g01270,Mp7g01270,,,,D,,D,D,-1.805567944,0.346539321,-0.331301008,-0.383690376,,C6,,,,,,,,,
Mp8g08700,Mp8g08700,Mp8g08700,,,,,U,,,-0.530037018,2.995956005,-0.282161988,-0.049765443,,C5,,,,,,,,,
Mp2g04050,Mp2g04050,Mp2g04050,,,,U,,,U,2.243285026,-0.177484009,-0.044094849,-0.0963948,,C2,,,,,,,,,
Mp2g00260,Mp2g00260,Mp2g00260,,,,U,U,,U,1.096200044,0.149461546,-0.246791675,2.016574295,,C4,,,,,,,,,
Mp5g18820,Mp5g18820,Mp5g18820,MpBHLH39,bHLH,"transcription factor, bHLH",D,D,D,,-1.608892992,-0.169254971,-0.947554655,0.120272876,chr5.19854057.19855589,C1,Promoter,,,down,,-0.130237311,0.228648915,-1.27582095,0.395478787
Mp6g17310,Mp6g17310,Mp6g17310,,,,,,,U,1.119174163,0.284384526,0.032368994,1.454440726,,C4,,,,,,,,,
Mp5g19570,Mp5g19570,Mp5g19570,,,,,,,U,-0.099257601,1.669263226,-0.039256482,1.053712613,,C4,,,,,,,,,
Mp8g16110,Mp8g16110,Mp8g16110,,,,U,,U,,1.514919577,-0.50869322,1.379782667,0.412966043,chr8.18075467.18075588,C3,Downstream (<=300bp),up,up,up,up,1.059425643,0.486563487,0.801231199,0.680461511
Mp5g04530,Mp5g04530,Mp5g04530,,,,U,,U,,1.243416721,0.530053412,0.555529554,-0.331501919,,C3,,,,,,,,,
Mp2g19860,Mp2g19860,Mp2g19860,,,,D,D,,D,-1.622596891,-0.791742645,0.319605772,-1.164403965,,C6,,,,,,,,,
Mp2g16920,Mp2g16920,Mp2g16920,,,,,,D,D,-0.239480594,0.939688174,-1.668757277,-1.440484092,,C6,,,,,,,,,
Mp7g12060,Mp7g12060,Mp7g12060,,,,D,D,D,,-0.945473026,-1.384587466,-0.065682472,-0.003181314,,C6,,,,,,,,,
Mp1g05920,Mp1g05920,Mp1g05920,,,,U,,U,,1.307511484,-0.804925292,1.277240973,-0.56287764,,C3,,,,,,,,,
Mp1g20040,Mp1g20040,Mp1g20040,,,,D,D,,D,-1.557103805,-0.887975133,-0.117996215,-0.801416528,,C6,,,,,,,,,
Mp1g24220,Mp1g24220,Mp1g24220,,,,D,,D,D,-1.065352103,-0.265058022,-1.163494747,-0.479569686,,C6,,,,,,,,,
Mp8g04820,Mp8g04820,Mp8g04820,,,,,,D,D,-0.882336396,-0.039473408,-1.390630811,-1.336784477,,C6,,,,,,,,,
Mp3g00510,Mp3g00510,Mp3g00510,,,,,U,,,0.151726155,2.008125791,0.082793728,0.153507791,,C5,,,,,,,,,
Mp1g27990,Mp1g27990,Mp1g27990,,,,D,D,D,,-0.952047365,-0.690900429,-1.175610643,0.260685417,,C1,,,,,,,,,
Mp8g15290,Mp8g15290,Mp8g15290,,,,,D,,,-0.636433773,-1.613955972,-0.27416305,0.014550236,,C1,,,,,,,,,
Mp7g01520,Mp7g01520,Mp7g01520,,,,,,D,D,-0.976603347,0.411178656,-1.401263308,-0.998361923,,C6,,,,,,,,,
Mp6g10160,Mp6g10160,Mp6g10160,,,,U,U,U,,1.646570981,0.106560781,0.33778584,-0.937812089,,C2,,,,,,,,,
Mp8g01970,Mp8g01970,Mp8g01970,,,,D,D,D,D,-1.13877711,0.331444013,-1.197585389,-0.752893811,,C1,,,,,,,,,
Mp3g12920,Mp3g12920,Mp3g12920,,,,U,,U,,1.540431859,-0.943039208,1.375780037,-0.971905644,,C2,,,,,,,,,
Mp2g08550,Mp2g08550,Mp2g08550,,,,,U,U,U,-0.650754045,-0.27520888,2.242892114,0.338482529,,C8,,,,,,,,,
Mp7g02060,Mp7g02060,Mp7g02060,,,,,,,U,1.411773211,-0.044148253,0.052379634,1.789855491,,C4,,,,,,,,,
Mp6g08540,Mp6g08540,Mp6g08540,,,,U,U,U,U,0.80855034,-0.718232391,1.338739253,1.298219131,,C3,,,,,,,,,
Mp7g08810,Mp7g08810,Mp7g08810,,,,D,D,D,,-0.533133947,-1.233782223,-1.176099321,0.241410917,chr7.9955299.9955828,C1,"Exon (Mp7g08800.2/Mp7g08800, exon 5 of 5)",up,,,,0.975725172,0.578092154,0.703607568,0.295944465
Mp1g13390,Mp1g13390,Mp1g13390,,,,U,U,U,U,1.20606068,0.56129002,-0.258651347,1.411378798,,C4,,,,,,,,,
Mp8g06260,Mp8g06260,Mp8g06260,,,,,D,D,,-0.42449957,-1.268568509,-0.135359496,0.242596353,,C7,,,,,,,,,
Mp1g13440,Mp1g13440,Mp1g13440,,,,U,,,U,1.483997091,-0.214518105,-0.183582136,2.301579521,,C4,,,,,,,,,
Mp8g00110,Mp8g00110,Mp8g00110,,,,,,U,,-0.69484799,-0.608846579,1.345846942,0.428993164,,C8,,,,,,,,,
Mp3g16090,Mp3g16090,Mp3g16090,,,,U,U,U,,0.747629929,-0.011758865,1.555576357,-0.211464162,,C3,,,,,,,,,
Mp5g04900,Mp5g04900,Mp5g04900,,,,D,D,D,D,-0.967091321,-0.182108595,-0.798961432,-1.152098885,,C1,,,,,,,,,
Mp2g00230,Mp2g00230,Mp2g00230,,,,U,U,,U,1.390510762,0.548884138,-0.012647719,1.439262659,,C4,,,,,,,,,
Mp1g13140,Mp1g13140,Mp1g13140,,,,,,D,,-0.062866755,0.001494811,-2.098845464,-0.313292298,,C1,,,,,,,,,
Mp5g04040,Mp5g04040,Mp5g04040,,,,U,,U,,1.389658461,0.891387616,0.526629645,-1.194882216,,C2,,,,,,,,,
Mp5g07740,Mp5g07740,Mp5g07740,,,,D,D,,D,-1.621932408,-1.191643574,0.262591695,-0.153595032,,C6,,,,,,,,,
Mp6g16320,Mp6g16320,Mp6g16320,,,,,U,,,-0.232393555,2.203323101,-0.458400652,0.095413152,,C5,,,,,,,,,
