shared.name,interaction,source,target,MI,pvalue,weight,presence,source_TF,target_TF,presence_rna,presence_rna_revised
Mp5g20660 (interacts with) Mp2g25120,interacts with,Mp5g20660,Mp2g25120,1.063058146,0,0.092799243,,GRAS,NA,,
Mp1g24140 (interacts with) Mp1g11110,interacts with,Mp1g24140,Mp1g11110,0.964629826,0.049115235,0.033783831,,HD,NA,,
Mp5g20660 (interacts with) Mp3g19610,interacts with,Mp5g20660,Mp3g19610,0.974992305,0.049115235,0.090674742,,GRAS,NA,,
Mp1g24140 (interacts with) Mp7g18140,interacts with,Mp1g24140,Mp7g18140,1.007300075,0.000519722,0.032947635,,HD,NA,,
Mp5g20660 (interacts with) Mp1g12420,interacts with,Mp5g20660,Mp1g12420,0.876383074,0.049115235,0.087970121,,GRAS,NA,,
Mp1g24140 (interacts with) Mp3g23590,interacts with,Mp1g24140,Mp3g23590,1.028454434,4.77781991630177e-05,0.032768248,,HD,NA,,
Mp5g20660 (interacts with) Mp1g17670,interacts with,Mp5g20660,Mp1g17670,0.966342657,0.00525517,0.085921856,,GRAS,NA,,
Mp1g24140 (interacts with) Mp3g15010,interacts with,Mp1g24140,Mp3g15010,1.034291466,3.30563580508425e-07,0.031815268,,HD,NA,,
Mp5g20660 (interacts with) Mp4g23890,interacts with,Mp5g20660,Mp4g23890,0.885479901,0.00525517,0.085897092,,GRAS,NA,,
Mp1g24140 (interacts with) Mp2g02650,interacts with,Mp1g24140,Mp2g02650,0.944534293,0.049115235,0.031803607,,HD,NA,,
Mp5g20660 (interacts with) Mp2g05630,interacts with,Mp5g20660,Mp2g05630,0.845297199,0.049115235,0.075714826,,GRAS,NA,,
Mp1g24140 (interacts with) Mp3g22950,interacts with,Mp1g24140,Mp3g22950,1.124957903,0.00525517,0.031793894,,HD,NA,,
Mp5g20660 (interacts with) Mp1g27930,interacts with,Mp5g20660,Mp1g27930,0.952472169,0.049115235,0.072863969,,GRAS,NA,,
Mp1g24140 (interacts with) Mp2g05510,interacts with,Mp1g24140,Mp2g05510,1.057558776,0.00525517,0.031766132,,HD,NA,,
Mp5g20660 (interacts with) Mp3g10210,interacts with,Mp5g20660,Mp3g10210,0.980574575,0,0.065595175,,GRAS,NA,,
Mp1g24140 (interacts with) Mp8g07070,interacts with,Mp1g24140,Mp8g07070,1.030730706,0.000519722,0.031685276,,HD,NA,,
Mp5g20660 (interacts with) Mp1g04940,interacts with,Mp5g20660,Mp1g04940,0.958152453,0.00525517,0.06174018,,GRAS,NA,,
Mp1g24140 (interacts with) Mp1g03210,interacts with,Mp1g24140,Mp1g03210,0.895036553,0.00525517,0.031532907,,HD,NA,,
Mp5g20660 (interacts with) Mp7g16760,interacts with,Mp5g20660,Mp7g16760,0.937631712,0.000519722,0.060043279,,GRAS,NA,,
Mp1g24140 (interacts with) Mp8g10690,interacts with,Mp1g24140,Mp8g10690,1.017015494,4.10292818320279e-06,0.03152514,,HD,NA,,
Mp5g20660 (interacts with) Mp6g10340,interacts with,Mp5g20660,Mp6g10340,1.005699083,1.80950454620188e-09,0.060036872,,GRAS,NA,,
Mp5g20660 (interacts with) Mp4g14980,interacts with,Mp5g20660,Mp4g14980,1.005326966,0.000519722,0.05647828,,GRAS,NA,,
Mp1g24140 (interacts with) Mp3g18940,interacts with,Mp1g24140,Mp3g18940,1.005938705,4.77781991630177e-05,0.031185819,,HD,NA,,
Mp5g20660 (interacts with) Mp7g01300,interacts with,Mp5g20660,Mp7g01300,1.037098892,4.10292818320279e-06,0.056331131,,GRAS,NA,,
Mp1g24140 (interacts with) Mp5g22160,interacts with,Mp1g24140,Mp5g22160,1.031776193,0.000519722,0.03088076,,HD,AP2/ERF,,
Mp5g20660 (interacts with) Mp4g19370,interacts with,Mp5g20660,Mp4g19370,1.00843236,0.00525517,0.055227634,,GRAS,NA,,
Mp1g24140 (interacts with) Mp2g21000,interacts with,Mp1g24140,Mp2g21000,0.833123692,0.049115235,0.030879377,,HD,NA,,
Mp5g20660 (interacts with) Mp2g08650,interacts with,Mp5g20660,Mp2g08650,1.059894822,1.2337530996831e-10,0.052313412,,GRAS,NA,,
Mp1g24140 (interacts with) Mp5g07950,interacts with,Mp1g24140,Mp5g07950,0.829610672,0.049115235,0.030754209,,HD,NA,,
Mp5g20660 (interacts with) Mp4g22450,interacts with,Mp5g20660,Mp4g22450,0.92468645,0.049115235,0.043844858,,GRAS,NA,,
Mp1g24140 (interacts with) Mp8g12710,interacts with,Mp1g24140,Mp8g12710,1.053571102,3.30563580508425e-07,0.030675658,,HD,NA,,
Mp5g20660 (interacts with) Mp1g08090,interacts with,Mp5g20660,Mp1g08090,0.898960656,0.000519722,0.041410711,,GRAS,NA,,
Mp1g24140 (interacts with) Mp5g23860,interacts with,Mp1g24140,Mp5g23860,1.050980518,0,0.030473423,,HD,NA,,
Mp5g20660 (interacts with) Mp1g21950,interacts with,Mp5g20660,Mp1g21950,0.782083704,0.049115235,0.032446389,,GRAS,NA,,
Mp1g24140 (interacts with) Mp3g04300,interacts with,Mp1g24140,Mp3g04300,1.028972105,0,0.030351984,,HD,NA,,
Mp2g25660 (interacts with) Mp6g05800,interacts with,Mp2g25660,Mp6g05800,0.907577528,0.00525517,0.082238092,RNA-seq,Trihelix,NA,source,source
Mp1g24140 (interacts with) Mp6g10840,interacts with,Mp1g24140,Mp6g10840,1.066380278,4.77781991630177e-05,0.030307948,,HD,NA,,
Mp1g24140 (interacts with) Mp4g13940,interacts with,Mp1g24140,Mp4g13940,0.895804576,3.30563580508425e-07,0.030291679,,HD,NA,,
Mp2g25660 (interacts with) Mp3g02720,interacts with,Mp2g25660,Mp3g02720,0.987827542,0.000519722,0.069797625,RNA-seq,Trihelix,NA,source,source
Mp1g24140 (interacts with) Mp2g02820,interacts with,Mp1g24140,Mp2g02820,1.017890854,4.77781991630177e-05,0.030287682,,HD,NA,,
Mp2g25660 (interacts with) Mp2g05250,interacts with,Mp2g25660,Mp2g05250,0.916450452,1.80950454620188e-09,0.065786408,RNA-seq,Trihelix,NA,source,source
Mp1g24140 (interacts with) Mp1g05150,interacts with,Mp1g24140,Mp1g05150,1.007356538,0.049115235,0.030035999,,HD,NA,,
Mp2g25660 (interacts with) Mp2g19730,interacts with,Mp2g25660,Mp2g19730,1.058119435,0.000519722,0.065243616,RNA-seq,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp2g25400,interacts with,Mp3g19670,Mp2g25400,0.976635394,2.50863130268897e-08,0.059633831,,BBX,NA,,
Mp2g25660 (interacts with) Mp2g20650,interacts with,Mp2g25660,Mp2g20650,0.936522927,2.50863130268897e-08,0.064992884,RNA-seq,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp3g14440,interacts with,Mp3g19670,Mp3g14440,0.987298467,4.77781991630177e-05,0.057217216,,BBX,NA,,
Mp2g25660 (interacts with) Mp2g09510,interacts with,Mp2g25660,Mp2g09510,0.901251098,0,0.062735534,RNA-seq,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp4g00110,interacts with,Mp3g19670,Mp4g00110,0.887775805,0.00525517,0.040497,,BBX,NA,,
Mp2g25660 (interacts with) Mp8g15335,interacts with,Mp2g25660,Mp8g15335,0.884438056,2.50863130268897e-08,0.061911166,RNA-seq,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp3g17450,interacts with,Mp3g19670,Mp3g17450,0.887699839,0.000519722,0.040200432,,BBX,NA,,
Mp2g25660 (interacts with) Mp3g23440,interacts with,Mp2g25660,Mp3g23440,0.860044352,0.00525517,0.060638754,RNA-seq,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp3g12920,interacts with,Mp3g19670,Mp3g12920,0.909460331,4.10292818320279e-06,0.038532666,,BBX,NA,,
Mp2g25660 (interacts with) Mp3g19100,interacts with,Mp2g25660,Mp3g19100,0.939023407,0.000519722,0.059340156,source,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp8g06470,interacts with,Mp3g19670,Mp8g06470,0.938104925,2.50863130268897e-08,0.038367858,,BBX,NA,,
Mp2g25660 (interacts with) Mp7g07860,interacts with,Mp2g25660,Mp7g07860,1.042689344,2.50863130268897e-08,0.059292448,,Trihelix,NA,,
Mp3g19670 (interacts with) Mp5g03160,interacts with,Mp3g19670,Mp5g03160,0.840873961,0.000519722,0.037207496,,BBX,NA,,
Mp2g25660 (interacts with) Mp6g04540,interacts with,Mp2g25660,Mp6g04540,0.865028721,0,0.057837923,RNA-seq,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp4g19310,interacts with,Mp3g19670,Mp4g19310,0.965036031,1.80950454620188e-09,0.03627792,,BBX,NA,,
Mp2g25660 (interacts with) Mp6g00360,interacts with,Mp2g25660,Mp6g00360,0.934332868,0.049115235,0.050451114,,Trihelix,NA,,
Mp3g19670 (interacts with) Mp2g16540,interacts with,Mp3g19670,Mp2g16540,0.931239377,4.10292818320279e-06,0.035954446,,BBX,NA,,
Mp2g25660 (interacts with) Mp2g24940,interacts with,Mp2g25660,Mp2g24940,0.871393746,0.000519722,0.050107124,RNA-seq,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp2g01860,interacts with,Mp3g19670,Mp2g01860,0.912555502,0.00525517,0.035817129,,BBX,NA,,
Mp2g25660 (interacts with) Mp6g17160,interacts with,Mp2g25660,Mp6g17160,0.948947551,4.77781991630177e-05,0.049065644,RNA-seq,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp4g16050,interacts with,Mp3g19670,Mp4g16050,0.837490575,0.00525517,0.034555365,,BBX,NA,,
Mp2g25660 (interacts with) Mp6g16430,interacts with,Mp2g25660,Mp6g16430,0.911304791,0.049115235,0.046608445,RNA-seq,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp7g11930,interacts with,Mp3g19670,Mp7g11930,1.026576491,0.00525517,0.033860599,,BBX,NA,,
Mp2g25660 (interacts with) Mp4g00750,interacts with,Mp2g25660,Mp4g00750,0.888660739,1.2337530996831e-10,0.043097119,source,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp6g10450,interacts with,Mp3g19670,Mp6g10450,1.051102478,0.000519722,0.033434507,,BBX,NA,,
Mp2g25660 (interacts with) Mp8g16120,interacts with,Mp2g25660,Mp8g16120,0.870737017,4.10292818320279e-06,0.037939094,RNA-seq,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp6g10840,interacts with,Mp3g19670,Mp6g10840,1.001663062,0.000519722,0.033295665,,BBX,NA,,
Mp2g25660 (interacts with) Mp3g10580,interacts with,Mp2g25660,Mp3g10580,0.915585773,3.30563580508425e-07,0.032181509,RNA-seq,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp2g04890,interacts with,Mp3g19670,Mp2g04890,0.963027767,0.00525517,0.0332703,,BBX,NA,,
Mp2g25660 (interacts with) Mp1g03310,interacts with,Mp2g25660,Mp1g03310,0.942298197,4.77781991630177e-05,0.030129449,RNA-seq,Trihelix,NA,source,source
Mp3g19670 (interacts with) Mp8g08650,interacts with,Mp3g19670,Mp8g08650,0.987313742,0,0.03321773,,BBX,NA,,
Mp5g05560 (interacts with) Mp3g24720,interacts with,Mp5g05560,Mp3g24720,0.94301791,0,0.101633985,RNA-seq,WRKY,NA,source,source
Mp3g19670 (interacts with) Mp3g07630,interacts with,Mp3g19670,Mp3g07630,0.889996884,4.77781991630177e-05,0.033083276,,BBX,NA,,
Mp5g05560 (interacts with) Mp6g11700,interacts with,Mp5g05560,Mp6g11700,0.863828176,0.049115235,0.096945826,RNA-seq,WRKY,NA,source,source
Mp3g19670 (interacts with) Mp2g08350,interacts with,Mp3g19670,Mp2g08350,0.972968569,0.000519722,0.033054632,,BBX,NA,,
Mp5g05560 (interacts with) Mp4g09230,interacts with,Mp5g05560,Mp4g09230,1.027027914,0,0.095018645,RNA-seq,WRKY,NA,source,source
Mp3g19670 (interacts with) Mp4g11300,interacts with,Mp3g19670,Mp4g11300,0.904799973,0.00525517,0.032609638,,BBX,NA,,
Mp5g05560 (interacts with) Mp4g08040,interacts with,Mp5g05560,Mp4g08040,0.912438,0.00525517,0.09217181,RNA-seq,WRKY,NA,source,source
Mp3g19670 (interacts with) Mp7g14110,interacts with,Mp3g19670,Mp7g14110,0.905394082,0.00525517,0.032314421,,BBX,NA,,
Mp5g05560 (interacts with) Mp3g22220,interacts with,Mp5g05560,Mp3g22220,0.998221483,4.10292818320279e-06,0.09116427,RNA-seq,WRKY,NA,source,source
Mp3g19670 (interacts with) Mp7g06170,interacts with,Mp3g19670,Mp7g06170,0.920063914,0.049115235,0.032303675,,BBX,NA,,
Mp5g05560 (interacts with) Mp3g15290,interacts with,Mp5g05560,Mp3g15290,1.014661515,0.000519722,0.091008127,RNA-seq,WRKY,NA,source,source
Mp3g19670 (interacts with) Mp7g05440,interacts with,Mp3g19670,Mp7g05440,0.91994799,0.00525517,0.032265116,,BBX,NA,,
Mp5g05560 (interacts with) Mp1g17450,interacts with,Mp5g05560,Mp1g17450,0.906968454,0.049115235,0.089849737,RNA-seq,WRKY,NA,source,source
Mp3g19670 (interacts with) Mp5g06260,interacts with,Mp3g19670,Mp5g06260,1.011736618,1.80950454620188e-09,0.032048751,,BBX,NA,,
Mp5g05560 (interacts with) Mp4g04230,interacts with,Mp5g05560,Mp4g04230,0.971934803,0.049115235,0.089307513,RNA-seq,WRKY,NA,source,source
Mp3g19670 (interacts with) Mp6g09960,interacts with,Mp3g19670,Mp6g09960,0.92413407,0.000519722,0.031783688,,BBX,NA,,
Mp5g05560 (interacts with) Mp8g12500,interacts with,Mp5g05560,Mp8g12500,1.052930022,0,0.088491851,RNA-seq,WRKY,NA,source,source
Mp3g19670 (interacts with) Mp3g10560,interacts with,Mp3g19670,Mp3g10560,0.833969594,0.000519722,0.031720039,,BBX,NA,,
Mp5g05560 (interacts with) Mp5g13350,interacts with,Mp5g05560,Mp5g13350,0.935143489,0.049115235,0.085525933,RNA-seq,WRKY,NA,source,source
Mp5g05560 (interacts with) Mp1g02260,interacts with,Mp5g05560,Mp1g02260,0.980242225,0.049115235,0.085061418,RNA-seq,WRKY,NA,source,source
Mp3g19670 (interacts with) Mp4g02400,interacts with,Mp3g19670,Mp4g02400,0.900334096,4.77781991630177e-05,0.030756906,,BBX,NA,,
Mp5g05560 (interacts with) Mp4g15450,interacts with,Mp5g05560,Mp4g15450,0.977323166,0.000519722,0.08427235,RNA-seq,WRKY,NA,source,source
Mp3g19670 (interacts with) Mp2g00810,interacts with,Mp3g19670,Mp2g00810,0.843488241,0.049115235,0.03022448,,BBX,NA,,
Mp5g05560 (interacts with) Mp3g17110,interacts with,Mp5g05560,Mp3g17110,0.897825493,1.80950454620188e-09,0.081579835,RNA-seq,WRKY,NA,source,source
Mp3g19670 (interacts with) Mp3g14050,interacts with,Mp3g19670,Mp3g14050,1.046838218,0.049115235,0.030187388,,BBX,NA,,
Mp5g05560 (interacts with) Mp6g06960,interacts with,Mp5g05560,Mp6g06960,0.872899973,0.049115235,0.080622608,RNA-seq,WRKY,NA,source,source
Mp2g22250 (interacts with) Mp1g07730,interacts with,Mp2g22250,Mp1g07730,1.030066031,1.80950454620188e-09,0.060112891,,AP2-B3,NA,,
Mp5g05560 (interacts with) Mp3g20750,interacts with,Mp5g05560,Mp3g20750,0.947857558,0.049115235,0.079456934,RNA-seq,WRKY,NA,source,source
Mp2g22250 (interacts with) Mp3g15330,interacts with,Mp2g22250,Mp3g15330,0.978593083,3.30563580508425e-07,0.053021474,,AP2-B3,NA,,
Mp5g05560 (interacts with) Mp2g21920,interacts with,Mp5g05560,Mp2g21920,0.886670948,0.049115235,0.059547097,source,WRKY,NA,source,source
Mp2g22250 (interacts with) Mp8g14820,interacts with,Mp2g22250,Mp8g14820,1.015657482,2.50863130268897e-08,0.049111424,,AP2-B3,NA,,
Mp5g05560 (interacts with) Mp3g22240,interacts with,Mp5g05560,Mp3g22240,0.989656523,2.50863130268897e-08,0.057249153,RNA-seq,WRKY,NA,source,source
Mp2g22250 (interacts with) Mp7g11980,interacts with,Mp2g22250,Mp7g11980,1.06177501,0.000519722,0.048972518,,AP2-B3,NA,,
Mp5g05560 (interacts with) Mp7g05260,interacts with,Mp5g05560,Mp7g05260,0.924096768,3.30563580508425e-07,0.053826027,RNA-seq,WRKY,NA,source,source
Mp2g22250 (interacts with) Mp1g20090,interacts with,Mp2g22250,Mp1g20090,1.010580333,4.10292818320279e-06,0.048845509,,AP2-B3,NA,,
Mp5g05560 (interacts with) Mp1g14720,interacts with,Mp5g05560,Mp1g14720,0.859548234,0.049115235,0.047446258,RNA-seq,WRKY,NA,source,source
Mp2g22250 (interacts with) Mp8g01970,interacts with,Mp2g22250,Mp8g01970,0.960763243,0.000519722,0.047649274,,AP2-B3,NA,,
Mp5g05560 (interacts with) Mp2g11530,interacts with,Mp5g05560,Mp2g11530,1.000366861,0.00525517,0.045640765,RNA-seq,WRKY,NA,source,source
Mp2g22250 (interacts with) Mp4g21270,interacts with,Mp2g22250,Mp4g21270,1.005037519,2.50863130268897e-08,0.047285909,,AP2-B3,NA,,
Mp5g05560 (interacts with) Mp3g00510,interacts with,Mp5g05560,Mp3g00510,0.947725583,4.10292818320279e-06,0.044738407,RNA-seq,WRKY,NA,source,source
Mp2g22250 (interacts with) Mp2g04890,interacts with,Mp2g22250,Mp2g04890,1.12051809,0,0.04725434,,AP2-B3,NA,,
Mp5g05560 (interacts with) Mp7g14960,interacts with,Mp5g05560,Mp7g14960,0.856711429,4.77781991630177e-05,0.042654569,RNA-seq,WRKY,NA,source,source
Mp2g22250 (interacts with) Mp3g12040,interacts with,Mp2g22250,Mp3g12040,0.851763197,0.049115235,0.046340889,,AP2-B3,NA,,
Mp5g05560 (interacts with) Mp1g12880,interacts with,Mp5g05560,Mp1g12880,0.966046825,1.2337530996831e-10,0.038236238,RNA-seq,WRKY,NA,source,source
Mp2g22250 (interacts with) Mp2g04900,interacts with,Mp2g22250,Mp2g04900,1.091312999,0,0.046169078,,AP2-B3,NA,,
Mp8g06230 (interacts with) Mp4g00150,interacts with,Mp8g06230,Mp4g00150,1.001306699,0.000519722,0.081792815,RNA-seq,bHLH,NA,source,source
Mp2g22250 (interacts with) Mp4g10490,interacts with,Mp2g22250,Mp4g10490,1.02941839,0,0.045306651,,AP2-B3,NA,,
Mp8g06230 (interacts with) Mp4g11330,interacts with,Mp8g06230,Mp4g11330,0.892923189,3.30563580508425e-07,0.055085097,RNA-seq,bHLH,NA,source,source
Mp2g22250 (interacts with) Mp4g06370,interacts with,Mp2g22250,Mp4g06370,1.029354239,0,0.044910276,,AP2-B3,NA,,
Mp8g06230 (interacts with) Mp8g17360,interacts with,Mp8g06230,Mp8g17360,0.957663625,0.049115235,0.054237011,RNA-seq,bHLH,NA,source,source
Mp2g22250 (interacts with) Mp4g02940,interacts with,Mp2g22250,Mp4g02940,0.829144192,0.000519722,0.043816922,,AP2-B3,NA,,
Mp8g06230 (interacts with) Mp2g19460,interacts with,Mp8g06230,Mp2g19460,0.958869386,0.00525517,0.040928916,RNA-seq,bHLH,NA,source,source
Mp2g22250 (interacts with) Mp7g11870,interacts with,Mp2g22250,Mp7g11870,1.069919739,3.30563580508425e-07,0.043242172,,AP2-B3,NA,,
Mp8g06230 (interacts with) Mp2g00990,interacts with,Mp8g06230,Mp2g00990,0.946447879,1.80950454620188e-09,0.035185337,RNA-seq,bHLH,NA,source,source
Mp2g22250 (interacts with) Mp3g15010,interacts with,Mp2g22250,Mp3g15010,0.99781451,0.00525517,0.042364466,,AP2-B3,NA,,
Mp7g03490 (interacts with) Mp2g25050,interacts with,Mp7g03490,Mp2g25050,0.966857328,0.000519722,0.100063612,,GATA,NA,,
Mp2g22250 (interacts with) Mp5g07200,interacts with,Mp2g22250,Mp5g07200,0.947336229,0.000519722,0.041885337,,AP2-B3,NA,,
Mp7g03490 (interacts with) Mp6g02400,interacts with,Mp7g03490,Mp6g02400,0.956191946,4.10292818320279e-06,0.094305148,,GATA,NA,,
Mp2g22250 (interacts with) Mp3g00980,interacts with,Mp2g22250,Mp3g00980,0.961146726,0.049115235,0.041805498,,AP2-B3,NA,,
Mp7g03490 (interacts with) Mp7g17120,interacts with,Mp7g03490,Mp7g17120,1.023796944,0.00525517,0.073295261,,GATA,NA,,
Mp2g22250 (interacts with) Mp6g03510,interacts with,Mp2g22250,Mp6g03510,0.997262304,3.30563580508425e-07,0.04135836,,AP2-B3,NA,,
Mp7g03490 (interacts with) Mp6g21240,interacts with,Mp7g03490,Mp6g21240,1.014623565,4.77781991630177e-05,0.069436813,,GATA,NA,,
Mp7g03490 (interacts with) Mp6g06980,interacts with,Mp7g03490,Mp6g06980,0.910790244,1.80950454620188e-09,0.067586189,,GATA,NA,,
Mp2g22250 (interacts with) Mp7g08810,interacts with,Mp2g22250,Mp7g08810,0.958609263,4.10292818320279e-06,0.040973468,,AP2-B3,NA,,
Mp7g03490 (interacts with) Mp1g27050,interacts with,Mp7g03490,Mp1g27050,0.913121964,0.049115235,0.064820367,,GATA,NA,,
Mp2g22250 (interacts with) Mp7g10020,interacts with,Mp2g22250,Mp7g10020,1.004352739,0.00525517,0.040836184,,AP2-B3,NA,,
Mp7g03490 (interacts with) Mp1g00340,interacts with,Mp7g03490,Mp1g00340,0.828031382,0.049115235,0.056294928,,GATA,NA,,
Mp2g22250 (interacts with) Mp6g08530,interacts with,Mp2g22250,Mp6g08530,0.99448039,3.30563580508425e-07,0.040351433,,AP2-B3,NA,,
Mp7g03490 (interacts with) Mp2g10120,interacts with,Mp7g03490,Mp2g10120,0.885814102,0.000519722,0.054783242,,GATA,NA,,
Mp2g22250 (interacts with) Mp1g03020,interacts with,Mp2g22250,Mp1g03020,1.020233354,1.80950454620188e-09,0.039799213,,AP2-B3,NA,,
Mp7g03490 (interacts with) Mp4g19780,interacts with,Mp7g03490,Mp4g19780,0.849682142,0,0.051292413,,GATA,NA,,
Mp2g22250 (interacts with) Mp2g21420,interacts with,Mp2g22250,Mp2g21420,0.86940484,0.049115235,0.039755531,,AP2-B3,NA,,
Mp7g03490 (interacts with) Mp5g23540,interacts with,Mp7g03490,Mp5g23540,0.888814707,4.77781991630177e-05,0.042251623,,GATA,NA,,
Mp2g22250 (interacts with) Mp4g03710,interacts with,Mp2g22250,Mp4g03710,0.890742387,0.00525517,0.039628809,,AP2-B3,NA,,
Mp8g11870 (interacts with) Mp3g06970,interacts with,Mp8g11870,Mp3g06970,1.04712263,3.30563580508425e-07,0.088615355,RNA-seq,MYB,NA,source,source
Mp8g11870 (interacts with) Mp1g02040,interacts with,Mp8g11870,Mp1g02040,0.897830409,0,0.088507103,RNA-seq,MYB,NA,source,source
Mp2g22250 (interacts with) Mp5g11430,interacts with,Mp2g22250,Mp5g11430,0.964293667,2.50863130268897e-08,0.039521746,,AP2-B3,NA,,
Mp8g11870 (interacts with) Mp7g12850,interacts with,Mp8g11870,Mp7g12850,0.86134752,0.049115235,0.085443614,source,MYB,NA,source,source
Mp2g22250 (interacts with) Mp3g23140,interacts with,Mp2g22250,Mp3g23140,0.926967543,0.049115235,0.039249569,,AP2-B3,NA,,
Mp8g11870 (interacts with) Mp4g02130,interacts with,Mp8g11870,Mp4g02130,0.979470577,4.10292818320279e-06,0.081266427,RNA-seq,MYB,NA,source,source
Mp2g22250 (interacts with) Mp3g11470,interacts with,Mp2g22250,Mp3g11470,1.03005228,1.2337530996831e-10,0.039007323,,AP2-B3,NA,,
Mp8g11870 (interacts with) Mp8g15240,interacts with,Mp8g11870,Mp8g15240,1.026978343,0.049115235,0.079441947,RNA-seq,MYB,NA,source,source
Mp2g22250 (interacts with) Mp2g10270,interacts with,Mp2g22250,Mp2g10270,0.98731228,0.00525517,0.037594995,,AP2-B3,NA,,
Mp8g11870 (interacts with) Mp7g12440,interacts with,Mp8g11870,Mp7g12440,1.042013897,0.049115235,0.078361476,RNA-seq,MYB,NA,source,source
Mp2g22250 (interacts with) Mp3g00790,interacts with,Mp2g22250,Mp3g00790,0.939058521,0.049115235,0.037016787,,AP2-B3,NA,,
Mp8g11870 (interacts with) Mp7g18900,interacts with,Mp8g11870,Mp7g18900,1.022636388,0.00525517,0.075217913,RNA-seq,MYB,NA,source,source
Mp2g22250 (interacts with) Mp5g13430,interacts with,Mp2g22250,Mp5g13430,1.018184471,1.80950454620188e-09,0.036286408,,AP2-B3,NA,,
Mp8g11870 (interacts with) Mp8g15410,interacts with,Mp8g11870,Mp8g15410,1.021553252,0,0.075017389,RNA-seq,MYB,NA,source,source
Mp2g22250 (interacts with) Mp8g00590,interacts with,Mp2g22250,Mp8g00590,0.969742571,0.049115235,0.035960254,,AP2-B3,NA,,
Mp8g11870 (interacts with) Mp6g06600,interacts with,Mp8g11870,Mp6g06600,0.825295502,0.000519722,0.070742643,RNA-seq,MYB,NA,source,source
Mp2g22250 (interacts with) Mp6g05530,interacts with,Mp2g22250,Mp6g05530,0.975317618,0.00525517,0.035914058,,AP2-B3,NA,,
Mp8g11870 (interacts with) Mp7g01300,interacts with,Mp8g11870,Mp7g01300,0.944635621,2.50863130268897e-08,0.069502202,RNA-seq,MYB,NA,source,source
