site1_chrom	site1_start	site1_end	site1_name	site1_score	site1_strand	site2_chrom	site2_start	site2_end	site2_name	site2_score	site2_strand	site_distance	site_orientation	feature	feat_strand	feat_start	feat_end	query_name	distance	feat_anchor	feat_ovl_peak	peak_ovl_feat	relative_location	transcript_id	gene_id	site1_TF	site2_TF
1	72693493	72693499	C3_AP2EREBP_62	2.5437	+	1	72693539	72693545	C3_WRKY_8	2.42756	+	40	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	WRKY
1	72693527	72693533	C3_AP2EREBP_62	2.52929	+	1	72693539	72693545	C3_WRKY_8	2.42756	+	6	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	WRKY
1	79839217	79839223	C3_AP2EREBP_62	2.08685	-	1	79839254	79839260	C3_WRKY_8	2.15253	+	31	divergent			NA	NA		NA		NA	NA				AP2EREBP	WRKY
1	79839255	79839261	C3_AP2EREBP_62	2.15253	+	1	79839336	79839342	C3_WRKY_8	2.27628	+	75	TF1-TF2			NA	NA		NA		NA	NA				AP2EREBP	WRKY
1	72693493	72693499	C3_ARF_6	2.5437	-	1	72693526	72693532	C3_WRKY_8	2.54233	+	27	divergent			NA	NA		NA		NA	NA				ARF	WRKY
1	72693493	72693499	C3_ARF_6	2.5437	-	1	72693539	72693545	C3_WRKY_8	2.42756	+	40	divergent			NA	NA		NA		NA	NA				ARF	WRKY
1	78804298	78804304	C3_ARF_6	1.73804	+	1	78804329	78804335	C3_WRKY_8	1.74438	-	25	convergent			NA	NA		NA		NA	NA				ARF	WRKY
1	78804416	78804422	C3_ARF_6	1.8157	+	1	78804471	78804477	C3_WRKY_8	1.59874	-	49	convergent			NA	NA		NA		NA	NA				ARF	WRKY
1	79839185	79839191	C3_ARF_6	1.92432	-	1	79839218	79839224	C3_WRKY_8	2.08685	-	27	TF2-TF1			NA	NA		NA		NA	NA				ARF	WRKY
1	79839185	79839191	C3_ARF_6	1.92432	-	1	79839254	79839260	C3_WRKY_8	2.15253	+	63	divergent			NA	NA		NA		NA	NA				ARF	WRKY
1	79839231	79839237	C3_ARF_6	2.08685	+	1	79839254	79839260	C3_WRKY_8	2.15253	+	17	TF1-TF2			NA	NA		NA		NA	NA				ARF	WRKY
1	79839231	79839237	C3_ARF_6	2.08685	+	1	79839336	79839342	C3_WRKY_8	2.27628	+	99	TF1-TF2			NA	NA		NA		NA	NA				ARF	WRKY
1	79839270	79839276	C3_ARF_6	2.15253	-	1	79839336	79839342	C3_WRKY_8	2.27628	+	60	divergent			NA	NA		NA		NA	NA				ARF	WRKY
2	48792269	48792275	C3_ARF_6	2.40759	-	2	48792324	48792330	C3_WRKY_8	2.166	-	49	TF2-TF1			NA	NA		NA		NA	NA				ARF	WRKY
7	66694593	66694599	C3_ARF_6	1.00026	+	7	66694625	66694631	C3_WRKY_8	1.07061	+	26	TF1-TF2			NA	NA		NA		NA	NA				ARF	WRKY
1	72693494	72693500	C3_NLP_20	2.54905	+	1	72693526	72693532	C3_WRKY_8	2.54233	+	26	TF1-TF2			NA	NA		NA		NA	NA				NLP	WRKY
1	72693494	72693500	C3_NLP_20	2.54905	+	1	72693539	72693545	C3_WRKY_8	2.42756	+	39	TF1-TF2			NA	NA		NA		NA	NA				NLP	WRKY
1	78804412	78804418	C3_NLP_20	1.8157	-	1	78804471	78804477	C3_WRKY_8	1.59874	-	53	TF2-TF1			NA	NA		NA		NA	NA				NLP	WRKY
1	79839186	79839192	C3_NLP_20	1.89976	+	1	79839218	79839224	C3_WRKY_8	2.08685	-	26	convergent			NA	NA		NA		NA	NA				NLP	WRKY
1	79839186	79839192	C3_NLP_20	1.89976	+	1	79839254	79839260	C3_WRKY_8	2.15253	+	62	TF1-TF2			NA	NA		NA		NA	NA				NLP	WRKY
1	79839233	79839239	C3_NLP_20	2.08685	+	1	79839254	79839260	C3_WRKY_8	2.15253	+	15	TF1-TF2			NA	NA		NA		NA	NA				NLP	WRKY
1	79839233	79839239	C3_NLP_20	2.08685	+	1	79839336	79839342	C3_WRKY_8	2.27628	+	97	TF1-TF2			NA	NA		NA		NA	NA				NLP	WRKY
1	79839271	79839277	C3_NLP_20	2.15253	+	1	79839336	79839342	C3_WRKY_8	2.27628	+	59	TF1-TF2			NA	NA		NA		NA	NA				NLP	WRKY
11	10982381	10982387	C3_NLP_20	1.75879	-	11	10982436	10982442	C3_WRKY_8	2.04833	+	49	divergent			NA	NA		NA		NA	NA				NLP	WRKY
12	6081521	6081527	C3_NLP_20	2.47108	-	12	6081583	6081589	C3_WRKY_8	2.46869	+	56	divergent			NA	NA		NA		NA	NA				NLP	WRKY
7	66697747	66697753	C3_NLP_20	1.12178	-	7	66697766	66697772	C3_WRKY_8	1.28542	+	13	divergent			NA	NA		NA		NA	NA				NLP	WRKY
1	72693492	72693498	C3_Trihelix_1	2.5437	-	1	72693526	72693532	C3_WRKY_8	2.54233	+	28	divergent			NA	NA		NA		NA	NA				Trihelix	WRKY
1	72693492	72693498	C3_Trihelix_1	2.5437	-	1	72693539	72693545	C3_WRKY_8	2.42756	+	41	divergent			NA	NA		NA		NA	NA				Trihelix	WRKY
1	72693526	72693532	C3_Trihelix_1	2.54233	-	1	72693539	72693545	C3_WRKY_8	2.42756	+	7	divergent			NA	NA		NA		NA	NA				Trihelix	WRKY
1	79839218	79839224	C3_Trihelix_1	2.08685	+	1	79839254	79839260	C3_WRKY_8	2.15253	+	30	TF1-TF2			NA	NA		NA		NA	NA				Trihelix	WRKY
1	79839254	79839260	C3_Trihelix_1	2.15253	-	1	79839336	79839342	C3_WRKY_8	2.27628	+	76	divergent			NA	NA		NA		NA	NA				Trihelix	WRKY
11	2490619	2490625	C3_Trihelix_1	1.76547	-	11	2490625	2490631	C3_WRKY_8	1.71662	-	0	TF2-TF1			NA	NA		NA		NA	NA				Trihelix	WRKY
11	10982258	10982264	C4_C2C2gata_5	2.04641	+	11	10982317	10982323	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	2.03608	-	53	convergent			NA	NA		NA		NA	NA				C2C2gata	bZIP
11	10982288	10982294	C4_C2C2gata_5	2.463	+	11	10982317	10982323	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	2.03608	-	23	convergent			NA	NA		NA		NA	NA				C2C2gata	bZIP
11	10982288	10982294	C4_C2C2gata_5	2.463	+	11	10982391	10982397	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	1.72366	-	97	convergent			NA	NA		NA		NA	NA				C2C2gata	bZIP
11	10982318	10982324	C4_C2C2gata_5	2.03608	+	11	10982391	10982397	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	1.72366	-	67	convergent			NA	NA		NA		NA	NA				C2C2gata	bZIP
11	10982339	10982345	C4_C2C2gata_5	1.9671	+	11	10982391	10982397	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	1.72366	-	46	convergent			NA	NA		NA		NA	NA				C2C2gata	bZIP
11	10982371	10982377	C4_C2C2gata_5	1.75879	+	11	10982391	10982397	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	1.72366	-	14	convergent			NA	NA		NA		NA	NA				C2C2gata	bZIP
11	57256056	57256062	C4_C2C2gata_5	3.30474	-	11	57256131	57256137	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	3.35806	-	69	TF2-TF1			NA	NA		NA		NA	NA				C2C2gata	bZIP
11	57257206	57257212	C4_C2C2gata_5	2.26726	+	11	57257236	57257242	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	2.31488	+	24	TF1-TF2			NA	NA		NA		NA	NA				C2C2gata	bZIP
8	49216902	49216908	C4_C2C2gata_5	1.25395	+	8	49216931	49216937	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	1.14597	+	23	TF1-TF2			NA	NA		NA		NA	NA				C2C2gata	bZIP
8	49216925	49216931	C4_C2C2gata_5	1.287	-	8	49216931	49216937	C2_bZIP_3-C3_bZIP_6-C4_bZIP_1	1.14597	+	0	divergent			NA	NA		NA		NA	NA				C2C2gata	bZIP
